Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFF', 'HHFF', 'HHHF', 'FHFG']",81,12,0.0,0.0
1,"['SFFH', 'FHFF', 'HHHF', 'HHHG']",41,11,1.0,1.0
1,"['SFFH', 'FFHH', 'FFHF', 'FFFG']",78,12,1.0,0.994009
1,"['SFFF', 'FFFF', 'HFHH', 'HFFG']",31,4,1.0,0.9083329444789534
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",30,4,1.0,0.988053892081
1,"['SHFF', 'FFFH', 'FFFF', 'HHFG']",24,14,1.0,1.0
1,"['SHFH', 'FFFF', 'HHFF', 'FHFG']",42,11,1.0,1.0
1,"['SFFF', 'FFFF', 'FHFH', 'FFFG']",84,0,1.0,0.985089730404757
1,"['SHHF', 'FFHF', 'FHFH', 'FFFG']",63,12,1.0,0.985089730404757
1,"['SHHF', 'FFFH', 'HHFH', 'HFFG']",46,3,0.0,0.0
1,"['SFHH', 'HFFH', 'FFFH', 'FHFG']",15,14,1.0,1.0
1,"['SFFH', 'HFFF', 'HFFF', 'HFFG']",42,5,1.0,0.985089730404757
1,"['SFHH', 'HFHH', 'FFFH', 'HHFG']",55,9,1.0,0.994009
1,"['SFFH', 'FFFF', 'FFHF', 'HFFG']",35,14,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",17,6,1.0,0.9704017769489168
1,"['SFFF', 'FFFF', 'FHHF', 'FFHG']",21,1,1.0,0.9559328248389055
1,"['SHFH', 'FFFF', 'FHHF', 'FFHG']",54,6,1.0,0.994009
1,"['SHFH', 'FHHH', 'FFFF', 'HFHG']",92,13,1.0,0.991026973
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",18,14,1.0,1.0
1,"['SHFH', 'FFHF', 'HFFH', 'HFFG']",1,10,1.0,0.997
1,"['SFFF', 'HHHF', 'HHHF', 'HHHG']",62,3,1.0,0.994009
1,"['SFFF', 'HHFF', 'FHHF', 'FFHG']",23,0,1.0,0.9704017769489168
1,"['SHHH', 'FFFF', 'HHHF', 'HHHG']",54,0,0.0,0.0
1,"['SFFF', 'FHFH', 'FHFF', 'FFFG']",46,14,1.0,1.0
1,"['SHFH', 'FFHH', 'HFFF', 'FHHG']",74,4,1.0,0.8152123778407558
1,"['SFFH', 'HHFH', 'HFFH', 'FHFG']",13,12,0.0,0.0
1,"['SFFF', 'HHHF', 'HHFF', 'HFHG']",8,3,1.0,0.994009
1,"['SFFF', 'FHHF', 'FFFF', 'HFHG']",73,3,1.0,0.994009
1,"['SHFF', 'FHFH', 'FFFF', 'HFFG']",38,0,1.0,0.9762504936564125
1,"['SHFF', 'FFFF', 'FHHF', 'HHHG']",23,6,1.0,0.9821344612135428
1,"['SHFF', 'FFFH', 'HHFF', 'FFFG']",47,0,1.0,0.8006481694852418
1,"['SFHH', 'HFFF', 'HHFF', 'HHFG']",39,14,1.0,1.0
1,"['SFHF', 'FFFF', 'FFHF', 'HHFG']",10,6,1.0,0.994009
1,"['SFFF', 'HHFH', 'HFFH', 'FFFG']",21,13,1.0,0.994009
1,"['SHFF', 'FFFF', 'FHFF', 'FFHG']",57,8,1.0,0.9762504936564125
1,"['SFFF', 'FFHF', 'HHFF', 'FFFG']",10,3,1.0,0.9821344612135428
1,"['SHHH', 'FHHH', 'FFFH', 'HHFG']",4,14,1.0,1.0
1,"['SFFF', 'FHFH', 'FHFF', 'FFHG']",79,2,1.0,0.9645880999032158
1,"['SFHH', 'HFFH', 'HHFF', 'FFHG']",87,0,1.0,0.8788035596734672
1,"['SFHH', 'HFHH', 'FFHH', 'FFFG']",23,5,0.0,0.0
1,"['SFHF', 'HFHF', 'HFHF', 'HFFG']",53,9,1.0,0.994009
1,"['SFFH', 'FHFF', 'FFFF', 'HFHG']",27,0,1.0,0.860513950810667
1,"['SFHH', 'FFFH', 'HFHF', 'HFFG']",11,5,0.0,0.0
1,"['SFHF', 'HFFH', 'FFFH', 'HHFG']",11,9,0.0,0.0
1,"['SFFH', 'HFFH', 'FFFF', 'HFHG']",4,0,0.0,0.0
1,"['SFHH', 'FHHH', 'FFFH', 'FHFG']",99,12,0.0,0.0
1,"['SFFH', 'HHFF', 'FFHF', 'FFFG']",11,13,1.0,0.997
1,"['SFHF', 'HFFH', 'HFFH', 'FFFG']",23,3,0.0,0.0
1,"['SHHH', 'FFFF', 'FHHF', 'HFHG']",75,4,0.0,0.0
1,"['SFFF', 'HFHF', 'FFHH', 'HFFG']",85,8,1.0,0.991026973
1,"['SFHH', 'FHHH', 'FHHH', 'FFFG']",16,4,0.0,0.0
1,"['SFHF', 'FFHF', 'FFFF', 'HFFG']",27,10,1.0,0.997
1,"['SHHH', 'FFFH', 'HHFF', 'HFHG']",3,11,1.0,1.0
1,"['SFFH', 'FFFH', 'FFFF', 'HHFG']",6,1,0.0,0.0
1,"['SHFH', 'FFFH', 'HFFF', 'HHHG']",77,5,1.0,0.991026973
1,"['SHFH', 'FHFH', 'FFFF', 'FHHG']",10,0,0.0,0.0
1,"['SFFF', 'FFHH', 'HFHH', 'HFFG']",77,13,1.0,0.997
1,"['SFFF', 'HFFH', 'FHFH', 'FHFG']",42,12,0.0,0.0
1,"['SFFH', 'HHFF', 'HFHF', 'FHHG']",86,7,1.0,0.997
1,"['SFHH', 'FHHH', 'FFFF', 'HHHG']",60,4,1.0,0.7958514863018556
1,"['SFFH', 'FHHF', 'FFFF', 'FHHG']",1,0,0.0,0.0
1,"['SFFF', 'HFHF', 'HFFH', 'HHFG']",39,14,1.0,1.0
1,"['SFFF', 'FHHH', 'FHHH', 'FFFG']",26,8,0.0,0.0
1,"['SHHF', 'FFFH', 'FFFF', 'HFHG']",94,13,1.0,0.991026973
1,"['SFFF', 'FFFF', 'FFHF', 'FFFG']",17,11,1.0,1.0
1,"['SFHF', 'FFFF', 'FHHH', 'FFFG']",63,3,0.0,0.0
1,"['SFHH', 'FHFF', 'FFFH', 'FFFG']",51,4,1.0,0.988053892081
1,"['SFFF', 'FFFH', 'FHFF', 'FFFG']",53,12,1.0,0.994009
1,"['SHHH', 'FHHF', 'FFHF', 'FFFG']",35,11,1.0,1.0
1,"['SHHH', 'FFFH', 'HFFF', 'FHHG']",55,0,0.0,0.0
1,"['SHHF', 'FFHH', 'FHHH', 'FFFG']",81,14,1.0,1.0
1,"['SFFF', 'HHHF', 'FFHF', 'HHHG']",58,8,0.0,0.0
1,"['SFFF', 'HFFF', 'FFFF', 'HHFG']",25,14,1.0,1.0
1,"['SFHF', 'HFHH', 'HFHH', 'HFFG']",14,0,0.0,0.0
1,"['SHHH', 'FHFH', 'FHHH', 'FFFG']",66,14,1.0,1.0
1,"['SFHF', 'HFFF', 'FFFF', 'FHFG']",38,12,1.0,0.9821344612135428
1,"['SFFH', 'HHFF', 'HHHF', 'HHHG']",75,7,1.0,0.997
1,"['SFHF', 'FFFF', 'FFFH', 'FHFG']",1,12,0.0,0.0
1,"['SHFF', 'FFHH', 'FFFF', 'FFFG']",56,9,1.0,0.994009
1,"['SFFF', 'HHFF', 'HFFF', 'FHFG']",24,3,1.0,0.991026973
1,"['SFHF', 'HFFF', 'HHFF', 'HFHG']",81,5,1.0,0.991026973
1,"['SFFF', 'HFHF', 'FFHF', 'FFHG']",48,5,1.0,0.9645880999032158
1,"['SFFH', 'FFFF', 'HHFH', 'FFFG']",31,14,1.0,1.0
1,"['SHFH', 'FHHF', 'FFFH', 'FHFG']",91,10,1.0,0.997
1,"['SHHH', 'FFFH', 'HHFF', 'FFHG']",94,5,0.0,0.0
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",34,5,1.0,0.991026973
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",5,10,1.0,0.997
1,"['SFFH', 'HHFF', 'FFHF', 'HHHG']",37,11,1.0,1.0
1,"['SFHF', 'FHFF', 'FFFF', 'FHFG']",7,3,1.0,0.9733217421754432
1,"['SFFH', 'FFFF', 'FFFH', 'HFFG']",90,6,1.0,0.994009
1,"['SHHH', 'FFFH', 'HFFH', 'HHFG']",24,6,0.0,0.0
1,"['SFHH', 'HFHF', 'HFFF', 'FHHG']",4,9,0.0,0.0
1,"['SHHH', 'FFHF', 'HFFF', 'HHHG']",83,4,1.0,0.988053892081
1,"['SFFF', 'FHHH', 'FHHF', 'FFFG']",16,1,0.0,0.0
1,"['SFFF', 'HFFH', 'FFFF', 'FFHG']",5,13,1.0,0.90289112180858
1,"['SFFH', 'FFFF', 'HHHF', 'FHHG']",94,4,1.0,0.988053892081
1,"['SFHH', 'FFFH', 'FFFF', 'FFFG']",79,12,1.0,0.994009
1,"['SHHH', 'FHHH', 'FHFF', 'FFFG']",60,8,1.0,0.9821344612135428
1,"['SHHH', 'FFHH', 'FFFF', 'HHHG']",75,11,1.0,1.0
1,"['SFHF', 'HFFH', 'FHFF', 'HHHG']",52,3,0.0,0.0
1,"['SFFH', 'HHFH', 'FFFH', 'HHFG']",97,10,1.0,0.997
1,"['SHHF', 'FFHH', 'FHHF', 'FFFG']",85,14,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFF', 'HHFG']",48,0,1.0,0.78398512608332
1,"['SHHF', 'FFHF', 'FFHF', 'FFFG']",21,7,1.0,0.9762504936564125
1,"['SFFF', 'FFFH', 'HHFH', 'HHFG']",4,2,0.0,0.0
1,"['SFFH', 'FHFH', 'HHFF', 'FFFG']",7,10,1.0,0.997
1,"['SHHH', 'FFFF', 'FFHF', 'HHHG']",96,4,0.0,0.0
1,"['SHHH', 'FHFH', 'FHFF', 'FFFG']",18,10,1.0,0.997
1,"['SHHF', 'FFHF', 'HFFF', 'HHHG']",75,0,0.0,0.0
1,"['SHHH', 'FFFF', 'HFHF', 'HHHG']",66,11,1.0,1.0
1,"['SFHH', 'FFHF', 'HFFF', 'HHHG']",43,11,1.0,1.0
1,"['SHFH', 'FFFH', 'FHFF', 'FFHG']",85,12,1.0,0.8683052775100066
1,"['SFFH', 'HHFF', 'HHFF', 'HHHG']",98,6,1.0,0.994009
1,"['SFFH', 'FFHH', 'HFHH', 'FFFG']",83,2,1.0,0.9530650263643888
1,"['SFFH', 'FFFF', 'HFFF', 'FFFG']",41,4,1.0,0.988053892081
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",9,10,1.0,0.997
1,"['SHHH', 'FFHF', 'FFHH', 'FFFG']",48,14,1.0,1.0
1,"['SFHF', 'FFHH', 'HFFH', 'HHFG']",46,14,1.0,1.0
1,"['SFFH', 'FHHF', 'FFFH', 'HHFG']",41,8,0.0,0.0
1,"['SHFH', 'FHFF', 'FFFF', 'HFHG']",75,10,1.0,0.997
1,"['SFHH', 'FHFF', 'FFFF', 'HFFG']",87,14,1.0,1.0
1,"['SFFH', 'FHFH', 'HFFF', 'HHHG']",17,1,1.0,0.8683052775100066
