Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFHF', 'FFHH', 'FFHF', 'HFFG']",49,13,1.0,0.997
1,"['SHFF', 'FHFF', 'FFFH', 'HHFG']",25,2,1.0,0.9645880999032158
1,"['SFHH', 'FFFF', 'FHFF', 'HFHG']",48,5,1.0,0.991026973
1,"['SFFF', 'FFHF', 'HFHF', 'FFFG']",89,9,1.0,0.994009
1,"['SHFF', 'FFHF', 'HFHH', 'FFFG']",33,7,0.0,0.0
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",100,11,1.0,1.0
1,"['SHFH', 'FFFF', 'HFFF', 'HHFG']",3,5,0.0,0.0
1,"['SHFH', 'FFHH', 'FFHH', 'FFFG']",10,12,0.0,0.0
1,"['SHFH', 'FFFF', 'FFHH', 'FFFG']",68,9,1.0,0.994009
1,"['SFFH', 'HFHF', 'HFFF', 'FHHG']",79,12,0.0,0.0
1,"['SFFF', 'HHFF', 'FHHF', 'HHHG']",86,1,1.0,0.988053892081
1,"['SHFF', 'FFHH', 'HFFH', 'HHFG']",25,9,1.0,0.994009
1,"['SFFF', 'HFFH', 'HHFH', 'HHFG']",50,0,1.0,0.9821344612135428
1,"['SFFH', 'FHHH', 'FFFF', 'FFHG']",49,0,0.0,0.0
1,"['SFFH', 'HHFH', 'HFFF', 'HHHG']",74,2,1.0,0.988053892081
1,"['SFFH', 'HFHH', 'HFHH', 'FFFG']",93,2,1.0,0.9762504936564125
1,"['SFHH', 'FHFF', 'FFFF', 'HFFG']",76,11,1.0,1.0
1,"['SFHF', 'FFFF', 'HFFF', 'FFFG']",16,12,1.0,0.991026973
1,"['SFFH', 'HHFH', 'FHFH', 'HHFG']",29,6,1.0,0.994009
1,"['SFFF', 'FHHF', 'HHFF', 'FHHG']",95,7,1.0,0.997
1,"['SFHH', 'FFHH', 'HFFF', 'HHHG']",84,10,1.0,0.997
1,"['SFFH', 'FHFF', 'HHFF', 'HHHG']",9,11,1.0,1.0
1,"['SHFH', 'FFFF', 'HFHF', 'FFFG']",21,13,1.0,0.997
1,"['SFHF', 'HFHF', 'FFFF', 'HFHG']",61,10,1.0,0.997
1,"['SFHH', 'HFHH', 'HFFF', 'FHFG']",74,9,1.0,0.994009
1,"['SHHH', 'FFHH', 'HFHF', 'HFFG']",51,11,1.0,1.0
1,"['SFFH', 'FHFF', 'HHFH', 'HHFG']",1,1,0.0,0.0
1,"['SFFF', 'FHFH', 'FFFH', 'HFFG']",16,4,1.0,0.8006481694852418
1,"['SHHH', 'FHHH', 'FFFH', 'HHFG']",91,4,1.0,0.988053892081
1,"['SHHF', 'FFFF', 'FHFF', 'HHFG']",74,5,1.0,0.991026973
1,"['SFFH', 'HFFF', 'HHFF', 'HFFG']",7,7,0.0,0.0
1,"['SFHH', 'HFFF', 'FFHF', 'HFFG']",39,11,1.0,1.0
1,"['SHHH', 'FFHH', 'FFFH', 'FHFG']",65,9,1.0,0.994009
1,"['SFFH', 'FFFF', 'FHHF', 'HHFG']",81,2,1.0,0.988053892081
1,"['SHHH', 'FFHH', 'FFFF', 'HHHG']",69,4,0.0,0.0
1,"['SHHH', 'FHHH', 'FFFF', 'HHFG']",13,4,0.0,0.0
1,"['SFFH', 'FFHF', 'FFFF', 'FFHG']",10,7,1.0,0.997
1,"['SHHF', 'FHHH', 'FHHH', 'FFFG']",36,13,1.0,0.997
1,"['SFFF', 'HFFF', 'HFHF', 'HFFG']",34,1,1.0,0.9791880578299021
1,"['SFFH', 'FHFH', 'HFFF', 'FHHG']",28,9,1.0,0.994009
1,"['SFHF', 'HFHF', 'FFFH', 'HFFG']",5,9,0.0,0.0
1,"['SFHF', 'FHFH', 'FFHH', 'HFFG']",41,4,0.0,0.0
1,"['SFHH', 'FHHF', 'FHFH', 'FFFG']",34,7,0.0,0.0
1,"['SFFF', 'FHHH', 'FFHH', 'HFFG']",8,0,0.0,0.0
1,"['SFFF', 'HFHF', 'HHHF', 'FHFG']",6,0,1.0,0.8947894553945313
1,"['SFHH', 'HFFF', 'HHHF', 'HFHG']",75,5,1.0,0.991026973
1,"['SHHH', 'FFHH', 'HFHH', 'HFFG']",44,13,1.0,0.997
1,"['SHHF', 'FFFF', 'HFHH', 'HFFG']",1,3,0.0,0.0
1,"['SHFF', 'FFHH', 'HFFF', 'HHHG']",64,11,1.0,1.0
1,"['SFFF', 'HFFH', 'HFFF', 'FHFG']",25,1,1.0,0.9733217421754432
1,"['SFFF', 'FFFH', 'HHFH', 'FFFG']",55,2,1.0,0.9416796087056153
1,"['SFFH', 'HHFF', 'HHHF', 'FFFG']",81,1,1.0,0.988053892081
1,"['SFFF', 'FHHF', 'HHHF', 'HHHG']",71,0,1.0,0.9674905716180701
1,"['SFFF', 'FFHF', 'FFFH', 'FFFG']",57,3,1.0,0.9616943356035061
1,"['SFHF', 'FFFH', 'FFHH', 'HFFG']",15,1,0.0,0.0
1,"['SHFH', 'FFFH', 'FHFF', 'HHHG']",31,8,0.0,0.0
1,"['SFFF', 'HHHF', 'FHFF', 'HFHG']",26,1,1.0,0.9616943356035061
1,"['SFFF', 'FFHF', 'FFHH', 'HFFG']",73,2,1.0,0.9445131481500655
1,"['SFHH', 'FFFF', 'FHFF', 'FFFG']",85,8,1.0,0.991026973
1,"['SFHH', 'FHHH', 'FFHH', 'HFFG']",46,8,1.0,0.991026973
1,"['SHFH', 'FFFH', 'HHFF', 'HFFG']",92,2,1.0,0.991026973
1,"['SHFF', 'FFFF', 'FFFF', 'FHHG']",100,12,1.0,0.988053892081
1,"['SHHH', 'FFFH', 'HFHH', 'FFFG']",94,0,1.0,0.9248559951318693
1,"['SFHH', 'FFFF', 'FFFH', 'HFFG']",69,6,1.0,0.994009
1,"['SFFF', 'HHFF', 'HHFF', 'FHFG']",33,0,1.0,0.9733217421754432
1,"['SHHH', 'FFFH', 'FFHH', 'HFFG']",18,6,0.0,0.0
1,"['SHFH', 'FFFH', 'FFFF', 'FHHG']",81,0,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",60,6,1.0,0.994009
1,"['SHFH', 'FFHF', 'HFFF', 'HFFG']",100,2,0.0,0.0
1,"['SFFF', 'HHHF', 'FFFF', 'HHHG']",70,8,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFF', 'FHHG']",94,0,1.0,0.9821344612135428
1,"['SFHH', 'HFFH', 'HFFF', 'HFHG']",42,1,1.0,0.8947894553945313
1,"['SFHF', 'HFFH', 'HFFH', 'HHFG']",57,10,1.0,0.997
1,"['SFFF', 'FFFF', 'FHFF', 'FFFG']",67,0,1.0,0.9821344612135428
1,"['SHHF', 'FFFF', 'HFHF', 'HFFG']",70,11,1.0,1.0
1,"['SFHH', 'HFFH', 'HFFF', 'HFHG']",80,9,1.0,0.994009
1,"['SFHF', 'FHHF', 'FFFF', 'HFHG']",16,8,0.0,0.0
1,"['SFHH', 'HFHH', 'HFHH', 'FFFG']",22,14,1.0,1.0
1,"['SFFF', 'FFHF', 'FHHH', 'FFFG']",14,0,0.0,0.0
1,"['SFHH', 'HFHF', 'HFFF', 'HFHG']",79,0,1.0,0.9674905716180701
1,"['SHHH', 'FFHH', 'HFFF', 'FHHG']",5,4,0.0,0.0
1,"['SFHH', 'FHHH', 'FFHH', 'HFFG']",34,0,0.0,0.0
1,"['SFFH', 'FFFH', 'HFFF', 'HHFG']",76,5,1.0,0.991026973
1,"['SFHF', 'FFFF', 'FFFH', 'HHFG']",47,5,1.0,0.991026973
