Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'FFHH', 'FFFH', 'HHFG']",79,14,1.0,1.0
1,"['SFFF', 'FFFH', 'FFFF', 'FFFG']",39,2,1.0,0.985089730404757
1,"['SHFF', 'FFFF', 'FFFH', 'HHFG']",94,9,1.0,0.994009
1,"['SFHH', 'HFHF', 'FFFH', 'HFFG']",100,8,0.0,0.0
1,"['SFFH', 'HHFF', 'HHHF', 'HFHG']",80,2,1.0,0.991026973
1,"['SHHH', 'FFFF', 'HHHF', 'HFHG']",54,7,1.0,0.997
1,"['SHFF', 'FFFF', 'FFHH', 'FFFG']",37,6,1.0,0.988053892081
1,"['SFHF', 'HFFH', 'HHFF', 'FHFG']",84,1,1.0,0.9559328248389055
1,"['SFFH', 'HFFF', 'HHFF', 'HFFG']",86,7,1.0,0.997
1,"['SHHH', 'FHHF', 'FFHH', 'HFFG']",83,9,1.0,0.994009
1,"['SHHH', 'FHFF', 'FFFF', 'HHFG']",100,14,1.0,1.0
1,"['SFFH', 'HHFH', 'FHFH', 'HFFG']",34,10,1.0,0.997
1,"['SHHF', 'FFHF', 'FFFH', 'HHFG']",88,5,1.0,0.991026973
1,"['SFFF', 'HFFF', 'HHHF', 'FHHG']",89,0,1.0,0.985089730404757
1,"['SHHF', 'FFHF', 'FFHH', 'HFFG']",94,14,1.0,1.0
1,"['SFFH', 'FFFF', 'HHFH', 'HFFG']",66,2,1.0,0.991026973
1,"['SFHF', 'FFFF', 'FFFH', 'FFFG']",78,4,1.0,0.985089730404757
1,"['SHHF', 'FFFH', 'FFHH', 'FFFG']",75,3,0.0,0.0
1,"['SHFH', 'FHHF', 'FFFF', 'HFFG']",19,14,1.0,1.0
1,"['SFFF', 'HHFF', 'HHHF', 'HHHG']",24,11,1.0,1.0
1,"['SHHF', 'FFFF', 'FFFF', 'FHHG']",75,5,1.0,0.991026973
1,"['SHFF', 'FFHH', 'FFFH', 'HFFG']",26,10,1.0,0.997
1,"['SFHF', 'FFFF', 'FHFF', 'FHFG']",28,1,1.0,0.9473552137914398
1,"['SHFH', 'FFFH', 'HHFH', 'FHFG']",94,5,0.0,0.0
1,"['SFFH', 'FHFH', 'HHFF', 'HHFG']",56,10,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",49,14,1.0,1.0
1,"['SFHH', 'HFFH', 'HFHH', 'FFFG']",53,1,1.0,0.9138075656044898
1,"['SFFF', 'HFFH', 'FFHF', 'HFFG']",23,3,0.0,0.0
1,"['SFHF', 'FFFF', 'HHFF', 'HHHG']",49,5,1.0,0.991026973
1,"['SFHF', 'FFFF', 'FFFF', 'FFFG']",54,0,1.0,0.9762504936564125
