Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFF', 'FHFF', 'FHFF', 'FHFG']",52,4,1.0,0.9762504936564125
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",21,4,1.0,0.988053892081
1,"['SFFH', 'HFFF', 'FHHF', 'HHFG']",86,8,0.0,0.0
1,"['SHHH', 'FHHF', 'FFFF', 'HHHG']",48,9,1.0,0.994009
1,"['SHHH', 'FFFF', 'HFFF', 'HFFG']",79,5,1.0,0.991026973
1,"['SHHH', 'FFFH', 'HHFF', 'HFHG']",81,6,1.0,0.994009
1,"['SFHH', 'FFFH', 'FHFF', 'FFHG']",10,13,0.0,0.0
1,"['SHFH', 'FFHH', 'HFFH', 'HFFG']",69,4,1.0,0.988053892081
1,"['SHHF', 'FFFH', 'HFFF', 'FHFG']",2,5,0.0,0.0
1,"['SFFF', 'FFFH', 'HFFF', 'HFFG']",26,10,1.0,0.997
1,"['SFFH', 'HFHH', 'HFHH', 'FFFG']",63,12,1.0,0.994009
1,"['SHFF', 'FFFF', 'HHFF', 'FHHG']",84,7,1.0,0.997
1,"['SFFF', 'HHFF', 'HFFH', 'FFFG']",43,10,1.0,0.997
1,"['SFHH', 'HFFH', 'HHFH', 'HFFG']",21,5,1.0,0.8078974551636565
1,"['SFHH', 'HFFH', 'FHFH', 'HHFG']",18,10,0.0,0.0
1,"['SHHH', 'FFFH', 'FHFH', 'FFFG']",95,8,1.0,0.991026973
1,"['SFFF', 'HFFH', 'HHFH', 'HHFG']",32,2,1.0,0.988053892081
1,"['SFFF', 'HFFH', 'FFHF', 'HFFG']",26,2,0.0,0.0
1,"['SFHF', 'HFHH', 'HFFF', 'FFHG']",39,10,1.0,0.997
1,"['SFFF', 'HHHF', 'HFHF', 'FHHG']",69,7,1.0,0.997
1,"['SHHH', 'FHHH', 'FFFH', 'HHFG']",77,10,1.0,0.997
1,"['SFFH', 'HFFF', 'FFHH', 'FFFG']",19,14,1.0,1.0
1,"['SHFH', 'FFHF', 'FFFH', 'HFFG']",3,5,0.0,0.0
1,"['SFHH', 'FFHH', 'HFFF', 'FHHG']",61,10,1.0,0.997
1,"['SFFH', 'FHFH', 'HHFH', 'HHFG']",63,4,1.0,0.9388545698794984
1,"['SFFF', 'FHFF', 'HFFH', 'FHFG']",30,4,1.0,0.9276389118674717
1,"['SHFF', 'FFFH', 'FFFF', 'FHFG']",93,8,1.0,0.988053892081
1,"['SFFF', 'HHFH', 'HHFF', 'HHHG']",60,3,1.0,0.985089730404757
1,"['SHFH', 'FFHF', 'FFFH', 'FHFG']",86,0,1.0,0.93603800616986
1,"['SHHH', 'FFHF', 'HFHH', 'HFFG']",89,7,0.0,0.0
1,"['SFFH', 'FHFH', 'HFFF', 'FHHG']",15,12,0.0,0.0
1,"['SFFF', 'HHFF', 'FHFF', 'FFHG']",24,3,1.0,0.988053892081
1,"['SFFF', 'FHFF', 'HFFF', 'HFFG']",45,4,1.0,0.9645880999032158
1,"['SFFF', 'FFFH', 'FFFF', 'FFFG']",79,13,1.0,0.997
1,"['SFFF', 'FFFF', 'FFHF', 'HFHG']",88,6,1.0,0.994009
1,"['SFFF', 'HHHF', 'FFHF', 'HFHG']",89,8,0.0,0.0
1,"['SHFH', 'FFHH', 'FFFF', 'FHFG']",58,14,1.0,1.0
1,"['SHHH', 'FFHF', 'HFFF', 'HHHG']",63,7,1.0,0.997
1,"['SFHH', 'FFHH', 'FFFH', 'HHFG']",41,9,1.0,0.994009
1,"['SFHF', 'FFFF', 'HHFF', 'FHHG']",72,1,1.0,0.988053892081
1,"['SHFF', 'FFHF', 'FFFH', 'HFFG']",36,8,1.0,0.991026973
1,"['SHHF', 'FHFH', 'FFHH', 'HFFG']",89,13,1.0,0.997
1,"['SHHH', 'FHFH', 'FFHF', 'HFFG']",79,8,1.0,0.988053892081
1,"['SFFH', 'FHHH', 'FHFH', 'FFFG']",53,13,1.0,0.997
1,"['SFFF', 'FHHF', 'FHFF', 'FFHG']",48,13,0.0,0.0
1,"['SHHH', 'FFFH', 'HFFF', 'HHFG']",66,10,1.0,0.997
1,"['SFFH', 'FHFF', 'HFFH', 'FFFG']",22,9,1.0,0.994009
1,"['SHFH', 'FFFF', 'FFHF', 'FHHG']",59,5,1.0,0.884100203995605
1,"['SFFH', 'HHFH', 'FHFH', 'FHFG']",24,1,1.0,0.8250687380258053
1,"['SHHH', 'FHFF', 'FHHH', 'FFFG']",25,13,1.0,0.997
1,"['SFHH', 'HFFH', 'HHFH', 'FFFG']",83,5,1.0,0.9821344612135428
1,"['SFHF', 'HFHH', 'HFFF', 'FHHG']",20,10,1.0,0.997
1,"['SFFF', 'HHFF', 'HFFF', 'HHFG']",66,6,1.0,0.994009
1,"['SHFF', 'FFFH', 'FHFF', 'HHHG']",98,3,1.0,0.985089730404757
1,"['SFFF', 'HHHF', 'HHFF', 'FFFG']",21,10,1.0,0.997
1,"['SFFF', 'FFFH', 'FFHF', 'FFFG']",39,4,1.0,0.9791880578299021
1,"['SFFF', 'HFHF', 'FHHF', 'HFFG']",51,13,1.0,0.997
1,"['SFHH', 'FFFH', 'FHFF', 'HFFG']",21,11,1.0,1.0
1,"['SFFH', 'HHFF', 'FFHF', 'HHHG']",46,9,0.0,0.0
1,"['SFFF', 'HFFH', 'FFFH', 'FHFG']",26,2,1.0,0.9332298921513504
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",32,1,1.0,0.7427123967299725
1,"['SFHF', 'FHHH', 'FFFF', 'FHHG']",13,10,1.0,0.997
1,"['SFFH', 'FFFF', 'FHFH', 'HFFG']",2,7,0.0,0.0
1,"['SHHH', 'FFFF', 'FHHF', 'FHHG']",14,4,0.0,0.0
1,"['SHHF', 'FHFF', 'FFFF', 'FFFG']",33,11,1.0,1.0
1,"['SFHH', 'FHFH', 'FFFH', 'HFFG']",58,13,1.0,0.997
1,"['SFHF', 'FHFF', 'FHHH', 'FFFG']",68,7,0.0,0.0
1,"['SFHF', 'HFFF', 'HHFH', 'HHFG']",21,6,0.0,0.0
1,"['SFHH', 'FFHH', 'HFFF', 'HHHG']",73,0,1.0,0.78398512608332
1,"['SFFH', 'FFFF', 'FFHF', 'FHHG']",70,8,1.0,0.9733217421754432
1,"['SFFH', 'HFHF', 'HFFH', 'HHFG']",47,7,0.0,0.0
1,"['SFHF', 'HFFH', 'HHFF', 'HFHG']",100,13,0.0,0.0
1,"['SHFH', 'FFFF', 'HFHF', 'FHHG']",20,7,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFF', 'HHHG']",99,11,1.0,1.0
1,"['SFFF', 'HHHF', 'HHHF', 'HHHG']",49,11,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFF', 'FHFG']",66,1,1.0,0.9530650263643888
1,"['SFHH', 'HFFH', 'HHFH', 'FFFG']",2,10,0.0,0.0
1,"['SHFF', 'FFFF', 'HFHF', 'FFFG']",28,3,1.0,0.994009
1,"['SHFH', 'FHHH', 'FFFF', 'HFHG']",49,0,0.0,0.0
1,"['SFFF', 'HFHH', 'FFFF', 'HHHG']",82,10,1.0,0.997
1,"['SFFH', 'HFHF', 'HFHH', 'HFFG']",31,0,1.0,0.9821344612135428
1,"['SHFH', 'FFFH', 'FHFH', 'FHFG']",95,4,0.0,0.0
1,"['SFHH', 'HFFF', 'HFFH', 'HFFG']",27,1,1.0,0.9304302024748964
1,"['SFHH', 'HFFF', 'FHFH', 'FHFG']",23,8,0.0,0.0
1,"['SFHF', 'HFFH', 'HHFF', 'FHFG']",85,1,1.0,0.9762504936564125
1,"['SFHH', 'FFFF', 'HFHF', 'HHFG']",18,9,0.0,0.0
1,"['SFHH', 'FFFH', 'HFFF', 'HHFG']",50,11,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",60,14,1.0,1.0
1,"['SFFF', 'HHFH', 'HHFH', 'HFFG']",32,0,1.0,0.9388545698794984
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",59,9,1.0,0.994009
1,"['SFHF', 'FHHH', 'FFHH', 'HFFG']",62,0,1.0,0.9791880578299021
1,"['SFHH', 'HFFF', 'HHFH', 'HHFG']",25,7,0.0,0.0
1,"['SFFH', 'HFFH', 'HHFF', 'HHHG']",44,10,1.0,0.997
1,"['SHHF', 'FHFF', 'FFFF', 'FFFG']",86,10,1.0,0.997
1,"['SHHH', 'FFFF', 'FHFH', 'FHFG']",7,14,1.0,1.0
1,"['SHFF', 'FFFF', 'FFFF', 'HFFG']",44,11,1.0,1.0
1,"['SFFF', 'FFFF', 'FHFF', 'HHHG']",8,5,1.0,0.991026973
1,"['SHHF', 'FFHF', 'FFFH', 'HFFG']",76,9,1.0,0.994009
1,"['SHHH', 'FFHH', 'HFFF', 'HFHG']",78,9,1.0,0.994009
1,"['SHHF', 'FFFH', 'FFFH', 'HFFG']",28,3,0.0,0.0
1,"['SFFH', 'HFHF', 'FFHH', 'HFFG']",58,0,1.0,0.884100203995605
1,"['SFFF', 'HHHF', 'HHFF', 'FHFG']",85,11,1.0,1.0
1,"['SHHH', 'FHHH', 'FHHF', 'FFFG']",36,14,1.0,1.0
1,"['SFFH', 'HFFF', 'HFHF', 'HHHG']",36,7,1.0,0.997
1,"['SFHF', 'HFHH', 'FFFF', 'FHHG']",13,10,1.0,0.997
1,"['SHHH', 'FFHF', 'FFFF', 'FHFG']",12,11,1.0,1.0
1,"['SFHH', 'FHFF', 'FFFH', 'HHFG']",18,6,1.0,0.994009
1,"['SHHF', 'FFFF', 'FFFF', 'HHHG']",10,0,0.0,0.0
1,"['SFFH', 'FFFF', 'FHHF', 'FFHG']",76,7,1.0,0.997
1,"['SFHH', 'FFHH', 'HFFF', 'HFHG']",44,10,1.0,0.997
1,"['SFHF', 'HFHH', 'HFFH', 'HHFG']",58,0,1.0,0.9138075656044898
1,"['SFHF', 'HFFF', 'HHHF', 'FHFG']",33,5,1.0,0.8814479033836181
1,"['SHHH', 'FFFH', 'FHFF', 'HHFG']",23,0,0.0,0.0
1,"['SFFH', 'HFFF', 'HFHF', 'HHHG']",68,1,1.0,0.985089730404757
1,"['SHFH', 'FFFH', 'FHFF', 'HHFG']",34,11,1.0,1.0
1,"['SFFF', 'HFHF', 'HFFF', 'FFFG']",58,1,1.0,0.985089730404757
