Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'HHFH', 'HHFH', 'HFFG']",14,10,1.0,0.997
1,"['SFHF', 'HFFH', 'FHFF', 'HFFG']",40,14,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",31,10,1.0,0.997
1,"['SFFH', 'FHFH', 'HHFH', 'HHFG']",54,4,1.0,0.9530650263643888
1,"['SFHH', 'FHFH', 'FFFH', 'FFFG']",73,0,1.0,0.985089730404757
1,"['SHHH', 'FFFF', 'HFHF', 'HHHG']",31,5,0.0,0.0
1,"['SFFH', 'FFHF', 'FHFF', 'FFFG']",27,11,1.0,1.0
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",30,2,1.0,0.9791880578299021
1,"['SHHH', 'FFHF', 'HFFF', 'HHHG']",22,7,1.0,0.997
1,"['SFHF', 'FFFF', 'FFFH', 'HFFG']",54,13,1.0,0.997
1,"['SHFF', 'FFFF', 'FFFH', 'FHFG']",13,3,1.0,0.9056079456455165
1,"['SFFF', 'HFFF', 'HHFF', 'FHFG']",27,0,1.0,0.9791880578299021
1,"['SFHF', 'HFHH', 'FFFH', 'HHFG']",69,10,1.0,0.997
1,"['SHHH', 'FFHF', 'HFFH', 'FHFG']",70,0,0.0,0.0
1,"['SFHF', 'HFFF', 'HHFF', 'FFHG']",84,12,0.0,0.0
1,"['SFHF', 'FFFF', 'HFFH', 'FFFG']",6,14,1.0,1.0
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",34,5,0.0,0.0
1,"['SHHF', 'FFHF', 'HFFF', 'HHHG']",89,0,0.0,0.0
1,"['SFHF', 'FHFH', 'FHFF', 'FFFG']",98,14,1.0,1.0
1,"['SHHF', 'FHFF', 'FFFF', 'FFHG']",84,11,1.0,1.0
1,"['SHHH', 'FHFH', 'FFFF', 'HFHG']",26,6,1.0,0.994009
1,"['SFFH', 'HHFF', 'HFFH', 'HFFG']",9,7,0.0,0.0
