Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'FHFF', 'FHHF', 'FHFG']",34,11,1.0,1.0
1,"['SHFH', 'FFFF', 'FFFF', 'HHHG']",19,10,1.0,0.997
1,"['SFHF', 'FHFF', 'FFFF', 'FFHG']",97,1,1.0,0.8947894553945313
1,"['SFHF', 'HFHF', 'HFHH', 'FFFG']",97,9,1.0,0.994009
1,"['SFHH', 'HFHH', 'HFHH', 'HFFG']",4,9,0.0,0.0
1,"['SFFH', 'HHFH', 'FHFF', 'FHFG']",85,2,1.0,0.991026973
1,"['SHFF', 'FFHF', 'FFFF', 'HHFG']",47,10,1.0,0.997
1,"['SFFF', 'FFFH', 'HFHF', 'FFFG']",92,0,1.0,0.9674905716180701
1,"['SFFH', 'HFHH', 'FFFF', 'FHFG']",42,1,1.0,0.9704017769489168
1,"['SHFF', 'FHHH', 'FFHF', 'FFFG']",93,9,1.0,0.994009
1,"['SHFF', 'FFFH', 'FFFH', 'FFFG']",39,4,1.0,0.988053892081
1,"['SFHF', 'HFHH', 'FFFF', 'FHFG']",33,14,1.0,1.0
1,"['SFHH', 'FFFH', 'HFHH', 'FFFG']",41,13,1.0,0.997
1,"['SHHF', 'FFFH', 'HHFH', 'FFFG']",42,10,1.0,0.997
1,"['SHFF', 'FHHH', 'FFHF', 'HFFG']",5,8,0.0,0.0
1,"['SFFH', 'HHFF', 'FHFF', 'FHHG']",14,8,0.0,0.0
1,"['SFHH', 'FFHF', 'HFFF', 'HHHG']",14,1,0.0,0.0
1,"['SFHH', 'HFHH', 'FFFF', 'FFHG']",17,13,0.0,0.0
1,"['SHHH', 'FFHH', 'FFFF', 'FFHG']",55,4,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",85,2,1.0,0.988053892081
1,"['SFFH', 'HFHH', 'FFFF', 'HFHG']",86,5,1.0,0.9704017769489168
1,"['SHFH', 'FFHF', 'FHFF', 'FFFG']",69,5,0.0,0.0
1,"['SFFF', 'HHHF', 'HHFF', 'FHFG']",29,7,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",22,13,0.0,0.0
1,"['SFFH', 'HFFF', 'HHFF', 'FHHG']",13,10,1.0,0.985089730404757
1,"['SHFF', 'FFHH', 'FHHH', 'FFFG']",90,4,1.0,0.988053892081
1,"['SFHF', 'FHFF', 'FFHH', 'HFFG']",41,7,0.0,0.0
1,"['SFFF', 'FHHH', 'FHHF', 'FFFG']",17,3,0.0,0.0
1,"['SFFH', 'FFFH', 'FHFH', 'HHFG']",28,0,1.0,0.8250687380258053
1,"['SHHH', 'FFFF', 'HHHF', 'FHHG']",12,12,0.0,0.0
1,"['SHFF', 'FFHF', 'HFFF', 'FHFG']",39,11,1.0,1.0
1,"['SHHH', 'FFHH', 'FFHF', 'FFFG']",68,4,1.0,0.985089730404757
1,"['SHHH', 'FFFF', 'FFFF', 'HHFG']",59,6,1.0,0.994009
1,"['SFHH', 'FHFF', 'FFFH', 'HHFG']",53,9,1.0,0.994009
1,"['SFHH', 'FFFF', 'FFFH', 'HFFG']",21,13,1.0,0.997
1,"['SFFF', 'HFFF', 'FFFF', 'FHHG']",50,9,1.0,0.994009
1,"['SFFH', 'FHFF', 'FHFF', 'HHHG']",62,1,1.0,0.9165572373164391
1,"['SFHH', 'HFHH', 'FFFH', 'HHFG']",29,8,1.0,0.991026973
1,"['SFFH', 'HFHF', 'HFFF', 'HHFG']",12,2,0.0,0.0
1,"['SHHH', 'FFFF', 'HHFF', 'HHHG']",15,11,1.0,1.0
1,"['SFFH', 'FFFH', 'HHFF', 'FFHG']",33,2,1.0,0.9645880999032158
1,"['SFFH', 'HHFF', 'FFFF', 'FFFG']",28,0,1.0,0.9733217421754432
1,"['SFFF', 'FHHF', 'HFHF', 'HHHG']",1,3,0.0,0.0
1,"['SFFF', 'FFFH', 'FFFF', 'HHHG']",18,3,1.0,0.78398512608332
1,"['SFFF', 'HHFF', 'HHFH', 'FHFG']",82,3,1.0,0.9821344612135428
1,"['SHHH', 'FFFH', 'HFHF', 'HFFG']",93,11,1.0,1.0
1,"['SFFF', 'FFHF', 'FHFF', 'FFFG']",71,10,1.0,0.997
1,"['SFHF', 'FFFH', 'FHFH', 'HHFG']",13,1,0.0,0.0
1,"['SHFH', 'FFFH', 'FHFH', 'HFFG']",46,5,0.0,0.0
1,"['SFHF', 'FFFF', 'HHHF', 'FFHG']",82,5,1.0,0.991026973
1,"['SFHH', 'HFFF', 'HHHF', 'FFHG']",11,6,1.0,0.994009
1,"['SFFH', 'FFHF', 'HFFF', 'HFFG']",3,4,0.0,0.0
1,"['SFHH', 'HFFF', 'HHFH', 'HHFG']",35,6,1.0,0.994009
1,"['SFFF', 'FFFH', 'FFFF', 'HFFG']",63,8,1.0,0.991026973
1,"['SHFF', 'FFHF', 'HFFH', 'FHFG']",56,9,1.0,0.994009
1,"['SFFF', 'FFFH', 'FFHH', 'HFFG']",13,5,0.0,0.0
1,"['SHHF', 'FFHF', 'FFFH', 'HFFG']",10,13,1.0,0.994009
1,"['SHHF', 'FFHF', 'FFFF', 'HFHG']",50,13,0.0,0.0
1,"['SFHH', 'FFHH', 'HFHH', 'HFFG']",81,13,1.0,0.997
1,"['SHFH', 'FFFF', 'FHHF', 'FHHG']",63,8,1.0,0.9588092525966956
1,"['SFFF', 'HHFF', 'FFFF', 'FHFG']",38,7,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFH', 'HFFG']",57,6,1.0,0.994009
1,"['SHHH', 'FFFH', 'HHFF', 'HHHG']",61,5,0.0,0.0
1,"['SHHH', 'FHHH', 'FFHH', 'HFFG']",6,14,1.0,1.0
1,"['SHHF', 'FFFH', 'FFFH', 'FHFG']",58,5,0.0,0.0
1,"['SFHH', 'HFFH', 'HFHH', 'HFFG']",67,6,1.0,0.988053892081
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",12,12,1.0,0.994009
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",96,0,1.0,0.9445131481500655
1,"['SFFF', 'HFFF', 'FHHF', 'HHHG']",2,7,1.0,0.9762504936564125
1,"['SFFH', 'HHFF', 'HHFH', 'FFFG']",93,6,1.0,0.994009
1,"['SHFH', 'FHHF', 'FHFH', 'FFFG']",93,4,1.0,0.985089730404757
1,"['SFHF', 'HFFF', 'FHFH', 'FHFG']",96,6,1.0,0.994009
1,"['SFFF', 'FHFF', 'HHHF', 'HFFG']",71,2,1.0,0.988053892081
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",86,13,0.0,0.0
1,"['SFHH', 'HFFH', 'HFHF', 'FFFG']",80,0,1.0,0.9445131481500655
