Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SHHF', 'FFFH', 'FFFF', 'HFHG']",32,10,1.0,0.997
1,"['SFHH', 'HFHH', 'FFFH', 'FFFG']",89,1,1.0,0.988053892081
1,"['SFHH', 'HFFH', 'HFHH', 'HFFG']",68,5,1.0,0.985089730404757
1,"['SFFF', 'HFFF', 'FFFF', 'FFHG']",41,5,1.0,0.9791880578299021
1,"['SHHF', 'FFHF', 'HFFF', 'HFFG']",99,4,1.0,0.988053892081
1,"['SFFH', 'HFFH', 'HHFF', 'HFHG']",83,5,1.0,0.93603800616986
1,"['SHHH', 'FFFF', 'HHHF', 'HFFG']",8,0,0.0,0.0
1,"['SFHF', 'HFFH', 'HFFF', 'HFFG']",72,9,1.0,0.994009
1,"['SFHH', 'HFFF', 'FFFF', 'FHHG']",46,6,1.0,0.994009
1,"['SHFF', 'FFHF', 'HFFF', 'FFHG']",47,3,1.0,0.994009
1,"['SFHH', 'HFHH', 'FFFF', 'HFHG']",50,13,1.0,0.991026973
1,"['SFHH', 'HFFF', 'FFFH', 'FFFG']",22,12,1.0,0.991026973
1,"['SHHH', 'FFFH', 'HFFF', 'HHHG']",51,10,1.0,0.997
1,"['SHFF', 'FFFF', 'FHFF', 'FFFG']",79,2,1.0,0.991026973
1,"['SFHF', 'FFFH', 'HHFF', 'FHHG']",44,11,1.0,1.0
1,"['SHFF', 'FFHH', 'FHHF', 'FFFG']",71,13,1.0,0.997
1,"['SHFF', 'FHFH', 'FFFF', 'HFHG']",87,2,1.0,0.991026973
1,"['SFHH', 'FFFF', 'FFFF', 'FFFG']",55,6,1.0,0.994009
1,"['SFHF', 'FFHH', 'FHFF', 'FFFG']",75,0,1.0,0.9791880578299021
1,"['SFFF', 'HHFF', 'FFFF', 'FFFG']",55,8,1.0,0.991026973
1,"['SFHH', 'HFFH', 'HHFH', 'HHFG']",34,10,1.0,0.997
1,"['SHFF', 'FHHF', 'FHHF', 'FFFG']",80,14,1.0,1.0
1,"['SHHH', 'FHHF', 'FFFH', 'HHFG']",74,7,0.0,0.0
1,"['SFFF', 'HHFF', 'FHHF', 'FFHG']",56,8,0.0,0.0
1,"['SFFH', 'FFHF', 'HFHF', 'FFFG']",36,13,1.0,0.997
1,"['SFHF', 'HFHH', 'FFFH', 'HFFG']",38,13,1.0,0.997
1,"['SFHH', 'FFFH', 'HHFH', 'FHFG']",97,10,1.0,0.997
