Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFHF', 'FHHF', 'FHFH', 'FFFG']",21,12,1.0,0.988053892081
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",52,10,1.0,0.997
1,"['SFHH', 'FHHF', 'FFHH', 'HFFG']",97,4,1.0,0.988053892081
1,"['SFHH', 'HFFF', 'HHHF', 'HHHG']",34,11,1.0,1.0
1,"['SFFF', 'FHHF', 'HHHF', 'HHHG']",87,4,1.0,0.9733217421754432
1,"['SHHF', 'FFFH', 'HHFF', 'FHHG']",91,3,0.0,0.0
1,"['SFHH', 'FHFH', 'FFHF', 'FFFG']",33,12,1.0,0.9704017769489168
1,"['SHHF', 'FHFH', 'FFFF', 'HFHG']",88,13,1.0,0.991026973
1,"['SFFH', 'HHFF', 'FHHF', 'HFHG']",23,13,0.0,0.0
1,"['SFFF', 'HHFF', 'HHHF', 'FHHG']",8,3,1.0,0.9762504936564125
1,"['SFFF', 'FHFF', 'FHFF', 'FFFG']",9,7,1.0,0.997
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",97,5,1.0,0.9762504936564125
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",11,4,0.0,0.0
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",22,0,0.0,0.0
1,"['SFFF', 'FFFH', 'HFFF', 'HFFG']",80,5,1.0,0.991026973
1,"['SFFH', 'HHFF', 'HHHF', 'HHHG']",83,11,1.0,1.0
1,"['SFFH', 'HFHH', 'FFHH', 'FFFG']",76,14,1.0,1.0
1,"['SHFF', 'FFFF', 'HHFF', 'FFHG']",5,0,0.0,0.0
1,"['SFHH', 'HFHF', 'HFFH', 'HHFG']",49,7,0.0,0.0
1,"['SFHH', 'HFFF', 'HHFF', 'FFHG']",98,13,0.0,0.0
1,"['SFHH', 'HFFF', 'FFFF', 'HHFG']",48,9,1.0,0.994009
1,"['SFHH', 'HFHF', 'HFFH', 'FHFG']",78,14,1.0,1.0
1,"['SFFF', 'HFFF', 'HFFF', 'HHFG']",82,5,1.0,0.991026973
1,"['SFFF', 'FHHF', 'FHFF', 'FHHG']",20,3,1.0,0.994009
1,"['SFFF', 'FFFF', 'HFHF', 'HFHG']",29,3,1.0,0.991026973
1,"['SFFF', 'HHFH', 'HHFH', 'HFFG']",41,2,1.0,0.9559328248389055
1,"['SHHH', 'FFFF', 'HHHF', 'FHFG']",4,4,0.0,0.0
1,"['SFFF', 'FFFH', 'FHFF', 'HFFG']",56,10,1.0,0.997
1,"['SFFH', 'FFFF', 'HHHF', 'HHHG']",88,0,1.0,0.9704017769489168
1,"['SFHH', 'HFHH', 'HFFF', 'HFHG']",54,11,1.0,1.0
1,"['SFHH', 'HFFH', 'FFHF', 'HFFG']",68,11,1.0,1.0
1,"['SFHH', 'FFHF', 'HFFF', 'FHHG']",33,4,0.0,0.0
1,"['SFFH', 'HHFF', 'HHHF', 'HHHG']",81,2,1.0,0.991026973
1,"['SFFH', 'FHFH', 'FFFF', 'HFFG']",16,4,1.0,0.7722956964947572
1,"['SFHF', 'FFHF', 'FFFF', 'HFHG']",21,10,1.0,0.997
1,"['SFHF', 'FHFH', 'FHHF', 'FFFG']",82,6,0.0,0.0
1,"['SHHH', 'FFHF', 'FFFH', 'FFFG']",79,10,1.0,0.997
1,"['SFHH', 'HFHH', 'FFFH', 'HHFG']",62,1,1.0,0.9138075656044898
1,"['SFHH', 'FHFF', 'FFHF', 'HFFG']",14,0,0.0,0.0
1,"['SFHF', 'FFHF', 'FFFH', 'FHFG']",5,14,1.0,1.0
1,"['SFHF', 'FFHF', 'HFFH', 'HHFG']",61,3,0.0,0.0
1,"['SFFF', 'HHHF', 'HHHF', 'FHHG']",35,7,1.0,0.997
1,"['SFHH', 'HFFH', 'HHFH', 'HHFG']",95,14,1.0,1.0
1,"['SFFF', 'FFHF', 'FHHF', 'HHHG']",36,5,1.0,0.985089730404757
1,"['SFFF', 'FFHF', 'FFFH', 'FHFG']",8,12,0.0,0.0
1,"['SFFH', 'HFHH', 'HFFH', 'HFFG']",61,2,1.0,0.9733217421754432
1,"['SFFH', 'HHFH', 'FHFH', 'HHFG']",39,10,1.0,0.997
1,"['SHFH', 'FHFH', 'FFFF', 'HHHG']",17,4,0.0,0.0
1,"['SHHH', 'FFFH', 'HHFF', 'FHHG']",92,6,1.0,0.994009
1,"['SHHH', 'FHHH', 'FFHH', 'HFFG']",64,4,0.0,0.0
1,"['SFFH', 'HHFF', 'FFFF', 'HFHG']",14,13,1.0,0.991026973
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",79,8,1.0,0.985089730404757
1,"['SFFH', 'HFFH', 'HFFF', 'HHFG']",82,14,1.0,1.0
1,"['SFFH', 'HFHH', 'HFFF', 'HFHG']",86,11,1.0,1.0
1,"['SFFF', 'HFHH', 'HFFF', 'FFFG']",38,13,1.0,0.997
1,"['SHHH', 'FHFF', 'FFHF', 'HFFG']",82,11,1.0,1.0
1,"['SFHF', 'FFFF', 'FHHF', 'FFFG']",73,3,1.0,0.994009
1,"['SFFF', 'HFFF', 'FFFF', 'FFFG']",73,0,1.0,0.985089730404757
1,"['SFFH', 'FHFF', 'FFHF', 'FHHG']",21,12,1.0,0.8325391341551359
1,"['SFHH', 'FFHF', 'FHHH', 'FFFG']",9,8,0.0,0.0
1,"['SHFF', 'FHFH', 'FFHF', 'FFFG']",90,0,1.0,0.9791880578299021
1,"['SHFH', 'FFHH', 'HFFF', 'FFHG']",2,11,1.0,0.997
1,"['SFHH', 'HFHH', 'HFHH', 'FFFG']",77,0,1.0,0.9473552137914398
1,"['SFHF', 'FHFF', 'FFFF', 'FFHG']",98,0,1.0,0.9733217421754432
1,"['SHHH', 'FFHH', 'FFFH', 'FFFG']",53,4,1.0,0.9821344612135428
1,"['SHHH', 'FFFH', 'HHFH', 'HFFG']",64,14,1.0,1.0
1,"['SFFF', 'HFHF', 'HHHF', 'HHHG']",88,11,1.0,1.0
1,"['SFFF', 'HFHF', 'HHFF', 'HHHG']",36,2,1.0,0.9530650263643888
1,"['SHFF', 'FFFH', 'FFFH', 'HHFG']",99,0,1.0,0.9791880578299021
1,"['SFFH', 'FFFH', 'HHFF', 'HFFG']",7,2,1.0,0.985089730404757
1,"['SFFH', 'HHFF', 'HFFF', 'HHFG']",1,9,0.0,0.0
1,"['SFFH', 'FHFF', 'HFHF', 'HHHG']",25,0,1.0,0.8947894553945313
1,"['SFFH', 'FFFH', 'FFFH', 'FHFG']",28,5,1.0,0.9502058312852957
1,"['SFHH', 'FFHH', 'HFFH', 'HHFG']",97,9,1.0,0.994009
1,"['SHFF', 'FHHH', 'FFFF', 'FFFG']",83,14,1.0,1.0
1,"['SHHH', 'FFHF', 'HFHH', 'HFFG']",47,5,1.0,0.991026973
1,"['SFHF', 'FFFF', 'FHFF', 'FHFG']",76,7,1.0,0.997
1,"['SFFF', 'FFFH', 'HHFF', 'HFFG']",49,3,1.0,0.9473552137914398
1,"['SFFF', 'FFHH', 'FHHH', 'FFFG']",10,13,1.0,0.997
1,"['SFFH', 'HFHH', 'HFHF', 'HFFG']",89,0,1.0,0.9733217421754432
1,"['SFFH', 'HFFF', 'FHFH', 'HHFG']",34,5,1.0,0.9733217421754432
1,"['SFFF', 'HHFH', 'HHFF', 'HHFG']",46,10,1.0,0.997
1,"['SFFH', 'FHFF', 'HHFH', 'FHFG']",85,4,1.0,0.93603800616986
1,"['SHFH', 'FFHH', 'HFFF', 'FHFG']",53,5,1.0,0.991026973
1,"['SFFH', 'FFFF', 'FHFF', 'FHFG']",80,12,1.0,0.9821344612135428
1,"['SHHF', 'FHHH', 'FHFH', 'FFFG']",79,12,1.0,0.994009
1,"['SFHF', 'FFHH', 'HFFH', 'FHFG']",19,5,0.0,0.0
1,"['SFHH', 'FFHF', 'HFHF', 'HFFG']",53,5,1.0,0.8502341582884777
1,"['SHFF', 'FHFF', 'FHFF', 'FFFG']",54,13,1.0,0.997
1,"['SFFH', 'FFFF', 'FFFF', 'HFHG']",10,2,1.0,0.8325391341551359
1,"['SFHH', 'FHHH', 'FFHH', 'HFFG']",80,1,1.0,0.7792882711929549
1,"['SFFH', 'HHFF', 'FFFF', 'FHFG']",90,10,1.0,0.997
1,"['SFFF', 'FHFH', 'HFFF', 'HFFG']",80,4,1.0,0.9791880578299021
1,"['SFFF', 'HHFF', 'FFFF', 'FHHG']",76,11,1.0,1.0
1,"['SFHH', 'HFHH', 'HFFF', 'HHFG']",29,11,1.0,1.0
1,"['SFHH', 'FFFH', 'HHFH', 'HHFG']",46,0,1.0,0.8709180316048211
1,"['SHHH', 'FFFF', 'HHFF', 'FHFG']",86,11,1.0,1.0
1,"['SHHF', 'FFFH', 'FFFH', 'FHFG']",7,0,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",53,2,1.0,0.985089730404757
1,"['SFFF', 'FFFH', 'FFFF', 'HFFG']",30,2,1.0,0.991026973
