Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'HFFF', 'HHHF', 'HHFG']",39,14,1.0,1.0
1,"['SHFH', 'FFFF', 'HFHF', 'FHHG']",35,11,1.0,1.0
1,"['SFHF', 'FFFH', 'FHHF', 'FFFG']",49,11,1.0,1.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",53,1,0.0,0.0
1,"['SHHH', 'FFHH', 'HFHH', 'FFFG']",50,14,1.0,1.0
1,"['SFFH', 'FFFH', 'FHFH', 'FHFG']",60,0,1.0,0.9416796087056153
1,"['SFHF', 'HFFH', 'HHFF', 'FHHG']",95,10,1.0,0.997
1,"['SFFF', 'FHHF', 'HHHF', 'FHHG']",58,7,1.0,0.997
1,"['SFHF', 'FFFH', 'FFHF', 'FFFG']",78,13,1.0,0.997
1,"['SFFH', 'HHFF', 'HHHF', 'HFHG']",64,2,1.0,0.991026973
1,"['SFFH', 'HFFF', 'HHFH', 'HHFG']",61,6,1.0,0.994009
1,"['SFFF', 'FFFF', 'FFHH', 'HFFG']",33,2,0.0,0.0
1,"['SHHF', 'FFHH', 'HFFF', 'HHHG']",43,4,0.0,0.0
1,"['SFFF', 'HHFF', 'FFFF', 'HFHG']",40,10,1.0,0.997
1,"['SHFF', 'FFFF', 'FFHF', 'FHFG']",52,6,1.0,0.994009
1,"['SHHF', 'FFHF', 'HFFF', 'FHHG']",48,0,0.0,0.0
1,"['SFFF', 'HHHF', 'FHHF', 'HFHG']",74,0,1.0,0.9762504936564125
1,"['SFHH', 'FFFH', 'FFHF', 'HFFG']",35,9,1.0,0.994009
1,"['SFHF', 'HFFF', 'FHHF', 'FHHG']",87,8,0.0,0.0
1,"['SHHF', 'FHHF', 'FFFF', 'FFHG']",69,7,1.0,0.997
1,"['SFHF', 'FHHH', 'FFFF', 'FFHG']",69,0,1.0,0.7816331707050701
1,"['SFHH', 'FFFF', 'HFFH', 'FFFG']",11,1,0.0,0.0
1,"['SFFF', 'HHFH', 'HHFF', 'HFFG']",61,10,1.0,0.997
1,"['SFFF', 'HFFH', 'HFHF', 'FFFG']",18,13,1.0,0.997
1,"['SFFF', 'HFFH', 'FFFF', 'FFHG']",36,13,1.0,0.991026973
1,"['SFHH', 'HFFH', 'HFFF', 'FFFG']",51,13,1.0,0.997
1,"['SFFH', 'HHFF', 'HHHF', 'HHHG']",36,7,1.0,0.997
1,"['SFFH', 'FHFF', 'HHFF', 'FHFG']",33,0,1.0,0.985089730404757
1,"['SHFF', 'FHHH', 'FFHH', 'HFFG']",60,13,1.0,0.997
1,"['SHFH', 'FFFH', 'FHFH', 'HHFG']",10,6,1.0,0.994009
1,"['SFHH', 'FFHF', 'HFFH', 'HHFG']",95,0,1.0,0.8788035596734672
1,"['SFHH', 'HFFF', 'FHFF', 'FFHG']",18,5,1.0,0.884100203995605
1,"['SHFH', 'FFFF', 'FFHH', 'FFFG']",61,12,1.0,0.994009
1,"['SHHH', 'FFHH', 'HFHF', 'HFFG']",63,11,1.0,1.0
1,"['SFFH', 'FHFF', 'FFFF', 'FFFG']",62,7,1.0,0.997
1,"['SHHF', 'FFFF', 'FFFH', 'FHFG']",47,3,1.0,0.9733217421754432
1,"['SHFF', 'FFHF', 'HFFH', 'HHFG']",10,3,0.0,0.0
1,"['SHHH', 'FHHF', 'FHHF', 'FFFG']",5,8,0.0,0.0
1,"['SHFF', 'FFFF', 'FHHF', 'FFHG']",74,3,1.0,0.994009
1,"['SFFF', 'FFHF', 'FHHH', 'FFFG']",23,2,0.0,0.0
1,"['SFFF', 'FFHH', 'HFHH', 'FFFG']",55,4,1.0,0.9733217421754432
1,"['SFFF', 'HHHF', 'HFFF', 'FFFG']",35,2,1.0,0.991026973
1,"['SHHF', 'FFFF', 'FHFF', 'HFFG']",71,6,1.0,0.994009
1,"['SFHH', 'FFHH', 'HFFF', 'HFHG']",26,5,0.0,0.0
1,"['SFHH', 'HFHH', 'FFHF', 'HFFG']",31,14,1.0,1.0
1,"['SFFF', 'FFFF', 'FHHH', 'FFFG']",51,4,1.0,0.988053892081
1,"['SFHF', 'FFFH', 'FFFF', 'FFHG']",3,9,0.0,0.0
1,"['SFHH', 'HFHH', 'FFHH', 'HFFG']",90,14,1.0,1.0
1,"['SFFH', 'HHFH', 'HHFH', 'FHFG']",2,0,0.0,0.0
1,"['SFFF', 'HHFF', 'FFHF', 'FFFG']",100,8,1.0,0.988053892081
1,"['SHHF', 'FFFF', 'HHFF', 'FHFG']",95,14,1.0,1.0
1,"['SFFH', 'FHFF', 'HFFH', 'FHFG']",7,12,0.0,0.0
1,"['SFFF', 'FHFF', 'HHHF', 'HHHG']",73,11,1.0,1.0
1,"['SFFF', 'FFFF', 'FHHF', 'FFHG']",50,1,1.0,0.985089730404757
1,"['SHHF', 'FFFF', 'FHHF', 'HHFG']",96,8,1.0,0.9332298921513504
1,"['SFHH', 'HFFH', 'FHFF', 'HHHG']",27,0,0.0,0.0
1,"['SHHF', 'FHHH', 'FFHH', 'FFFG']",5,13,1.0,0.997
1,"['SHHH', 'FHHH', 'FFHF', 'FFFG']",63,0,1.0,0.9674905716180701
1,"['SHFH', 'FFFH', 'HFFF', 'HFHG']",26,0,0.0,0.0
1,"['SFHF', 'FFFF', 'HFFF', 'FFHG']",82,11,1.0,1.0
1,"['SHFH', 'FHFF', 'FFFF', 'FFHG']",36,4,0.0,0.0
1,"['SFHH', 'HFFF', 'HFHF', 'FHHG']",42,6,0.0,0.0
1,"['SHHH', 'FFHH', 'HFFF', 'FHHG']",71,5,0.0,0.0
1,"['SFFH', 'HHFH', 'FHFF', 'HHFG']",75,10,1.0,0.997
1,"['SFHF', 'HFHH', 'FFFF', 'HFFG']",2,9,0.0,0.0
1,"['SFFH', 'HFFF', 'HHFF', 'FHHG']",71,10,1.0,0.997
1,"['SFFH', 'FFFF', 'HFFF', 'FFFG']",74,7,1.0,0.997
1,"['SHHH', 'FFFF', 'HHFH', 'HFFG']",80,7,1.0,0.991026973
1,"['SHFF', 'FFHF', 'FFFF', 'FFHG']",75,2,1.0,0.991026973
1,"['SFFF', 'FHFF', 'HHFF', 'HHFG']",64,1,1.0,0.988053892081
1,"['SHFF', 'FFHF', 'FHFF', 'FFFG']",61,13,1.0,0.997
1,"['SFHH', 'HFHF', 'HFHH', 'HFFG']",30,1,0.0,0.0
1,"['SFHF', 'FHFF', 'FFHH', 'FFFG']",64,13,1.0,0.997
1,"['SFHF', 'FFFF', 'HHHF', 'FHFG']",83,14,1.0,1.0
1,"['SFHF', 'HFFF', 'FFFF', 'HFFG']",64,13,1.0,0.997
1,"['SFHF', 'HFFF', 'HFFF', 'HFFG']",16,3,1.0,0.988053892081
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",65,14,1.0,1.0
1,"['SHHH', 'FHHH', 'FFFF', 'HHFG']",57,14,1.0,1.0
1,"['SHHH', 'FFFF', 'HHFF', 'HHHG']",99,4,0.0,0.0
1,"['SHFH', 'FHHH', 'FFHH', 'HFFG']",48,0,1.0,0.78398512608332
1,"['SFFH', 'FFFH', 'HHFF', 'FFFG']",52,4,1.0,0.9674905716180701
1,"['SFHH', 'FFFH', 'HFFF', 'FHFG']",22,1,1.0,0.8814479033836181
1,"['SHFH', 'FFFF', 'HHFH', 'HHFG']",44,5,1.0,0.991026973
1,"['SHFH', 'FFFH', 'HFHF', 'HFFG']",90,2,0.0,0.0
1,"['SHHF', 'FFFF', 'HFFH', 'FHFG']",55,9,1.0,0.994009
1,"['SFHH', 'FFFH', 'FHHH', 'FFFG']",45,14,1.0,1.0
1,"['SFFF', 'HHFF', 'HFFH', 'FFFG']",96,12,1.0,0.994009
