Temperature,Map,Simulations,Return,Discounted Return
1,"['SFHH', 'HFFF', 'FFHF', 'FHFG']",3,0.0,0.0
1,"['SFFH', 'HHFH', 'FHFF', 'HHFG']",55,1.0,0.9083329444789534
1,"['SHFH', 'FFHF', 'FFHF', 'HFFG']",34,0.0,0.0
1,"['SFFH', 'HHFH', 'HFFH', 'HHFG']",8,1.0,0.8201257512162927
1,"['SFFF', 'FFFF', 'FFFF', 'HFFG']",18,1.0,0.9559328248389055
1,"['SHHH', 'FFHH', 'HFHF', 'FFFG']",16,0.0,0.0
1,"['SFFF', 'HFFH', 'FFFF', 'FFFG']",95,1.0,0.9821344612135428
1,"['SFHF', 'HFHH', 'HFFF', 'HHHG']",30,1.0,0.8657003616774767
1,"['SHHH', 'FFFF', 'FHFF', 'FHHG']",73,1.0,0.8451404054461714
1,"['SHHF', 'FFFF', 'HHFH', 'FFFG']",53,0.0,0.0
1,"['SHHF', 'FFHF', 'HFFF', 'HHFG']",20,0.0,0.0
1,"['SFFH', 'FHFH', 'HHFF', 'HHFG']",76,1.0,0.9791880578299021
1,"['SFFF', 'FHFH', 'FFFF', 'HHHG']",36,1.0,0.9220814271464737
1,"['SFFF', 'HHFF', 'HFHF', 'HHHG']",70,1.0,0.9762504936564125
1,"['SFFH', 'HHFH', 'HFFF', 'HHHG']",21,1.0,0.8527925358961662
1,"['SFFH', 'FHFH', 'HFFF', 'FHHG']",76,1.0,0.9304302024748964
1,"['SHHH', 'FFFH', 'FHHH', 'FFFG']",14,0.0,0.0
1,"['SFFH', 'FFFH', 'FHFF', 'FHHG']",41,1.0,0.9616943356035061
1,"['SFFF', 'FHFF', 'HFFF', 'HHFG']",72,1.0,0.9762504936564125
1,"['SFFF', 'FHHF', 'HHFF', 'HHHG']",41,1.0,0.9821344612135428
1,"['SHFH', 'FFHH', 'FFFF', 'HHHG']",18,0.0,0.0
1,"['SFHH', 'FFHF', 'HFFF', 'FFHG']",3,0.0,0.0
1,"['SFFH', 'HFHF', 'FFFF', 'HHHG']",40,0.0,0.0
1,"['SFHH', 'FFFF', 'FFFF', 'HFFG']",70,1.0,0.9502058312852957
1,"['SHHH', 'FFFH', 'HFFH', 'HHFG']",42,0.0,0.0
1,"['SFHF', 'HFHH', 'HFFF', 'HHFG']",27,1.0,0.837556937769312
1,"['SHHF', 'FHHH', 'FFFF', 'HFHG']",84,1.0,0.9276389118674717
1,"['SHHH', 'FFFF', 'HHHF', 'HHHG']",33,0.0,0.0
1,"['SFFH', 'HFHF', 'FFFF', 'FFFG']",31,1.0,0.93603800616986
1,"['SHHF', 'FHHH', 'FHFH', 'FFFG']",67,1.0,0.985089730404757
1,"['SFFF', 'HFFF', 'HHHF', 'HHFG']",15,1.0,0.9704017769489168
1,"['SFFF', 'FFFF', 'HHFF', 'FHHG']",56,1.0,0.9733217421754432
1,"['SHFF', 'FHFF', 'FFFF', 'FHHG']",87,1.0,0.7722956964947572
1,"['SFHH', 'FFHH', 'FHFH', 'FFFG']",56,1.0,0.93603800616986
1,"['SFFF', 'FHHH', 'FFFF', 'FHFG']",76,1.0,0.9762504936564125
1,"['SHHH', 'FFHH', 'HFHH', 'HFFG']",96,1.0,0.7722956964947572
1,"['SFFF', 'HHFH', 'FHFH', 'FHFG']",18,0.0,0.0
1,"['SFFH', 'HFHF', 'FFFF', 'HHFG']",20,1.0,0.7792882711929549
1,"['SHFF', 'FFFF', 'HFFF', 'HFHG']",46,1.0,0.985089730404757
1,"['SFHF', 'HFFH', 'HHFH', 'HHFG']",52,0.0,0.0
1,"['SFHH', 'HFFH', 'FFFF', 'HHHG']",100,1.0,0.9588092525966956
1,"['SFHF', 'HFHF', 'HFFF', 'HFFG']",36,1.0,0.9502058312852957
1,"['SFHH', 'HFHH', 'HFFF', 'HFFG']",76,1.0,0.9645880999032158
1,"['SHHH', 'FFFF', 'HHHF', 'FFHG']",82,0.0,0.0
1,"['SFFF', 'FFFH', 'FFFF', 'HHFG']",7,1.0,0.8225935318117279
1,"['SFFF', 'FFHH', 'FFHF', 'FFFG']",86,1.0,0.985089730404757
1,"['SFFF', 'FFFF', 'HHFH', 'HFFG']",7,0.0,0.0
1,"['SFFH', 'FHHH', 'FFHH', 'FFFG']",51,1.0,0.9645880999032158
1,"['SHFH', 'FFFH', 'HFFH', 'HHFG']",72,1.0,0.8451404054461714
1,"['SHFF', 'FFFH', 'FFHH', 'FFFG']",19,1.0,0.9001824484431542
1,"['SFFF', 'HHFF', 'FFHF', 'HHFG']",10,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFF', 'FHHG']",77,1.0,0.8225935318117279
1,"['SFHH', 'HFFH', 'HFFH', 'HHFG']",4,0.0,0.0
1,"['SHHF', 'FHHH', 'FHHF', 'FFFG']",6,0.0,0.0
1,"['SHFF', 'FFFF', 'FFFF', 'FHHG']",30,1.0,0.9791880578299021
1,"['SFHH', 'HFFH', 'FHFF', 'HFFG']",65,1.0,0.9704017769489168
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",14,0.0,0.0
1,"['SHHH', 'FFFF', 'FHFH', 'FHFG']",36,0.0,0.0
1,"['SHHF', 'FHHH', 'FHHF', 'FFFG']",24,0.0,0.0
1,"['SFHH', 'HFHH', 'HFFF', 'HHHG']",92,1.0,0.9056079456455165
1,"['SHHH', 'FFFH', 'FFFF', 'FFHG']",43,0.0,0.0
1,"['SHHH', 'FFHH', 'HFFF', 'HHHG']",1,0.0,0.0
1,"['SFHF', 'FHFF', 'FFFH', 'HHFG']",57,0.0,0.0
1,"['SFHF', 'FFFF', 'HFFH', 'FHFG']",32,1.0,0.8476834558136123
1,"['SHFF', 'FHFH', 'FHFH', 'FFFG']",71,1.0,0.9762504936564125
1,"['SFFF', 'HHFH', 'HHFF', 'FHFG']",51,1.0,0.9674905716180701
1,"['SHFH', 'FFFF', 'FFHF', 'FHHG']",77,1.0,0.9083329444789534
1,"['SFFH', 'HHFF', 'HHHF', 'HFHG']",31,1.0,0.9733217421754432
1,"['SFHF', 'HFFF', 'HFFH', 'FFFG']",76,1.0,0.9645880999032158
1,"['SFHF', 'FHFF', 'FFHF', 'FFFG']",94,1.0,0.985089730404757
1,"['SFFH', 'HHFF', 'HFHF', 'HHHG']",6,0.0,0.0
1,"['SHFF', 'FFHF', 'FFFH', 'FHFG']",83,1.0,0.9616943356035061
1,"['SHHH', 'FHHH', 'FHFF', 'FFFG']",53,1.0,0.9733217421754432
1,"['SFFH', 'HHFF', 'HHHF', 'HFFG']",44,1.0,0.9762504936564125
1,"['SHHF', 'FFHH', 'HFFF', 'HHHG']",74,0.0,0.0
1,"['SFFH', 'HFFF', 'HHFH', 'HFFG']",38,1.0,0.9445131481500655
1,"['SFFF', 'FFHH', 'FFFF', 'FFFG']",6,1.0,0.93603800616986
1,"['SFHF', 'FFFH', 'FFFF', 'FFHG']",26,1.0,0.9220814271464737
1,"['SFHH', 'HFFH', 'HFFH', 'HHFG']",26,0.0,0.0
1,"['SFFF', 'HHHF', 'FFHF', 'FHHG']",4,0.0,0.0
1,"['SHHH', 'FFFH', 'FHFH', 'HHFG']",34,0.0,0.0
1,"['SHHF', 'FHFH', 'FHHH', 'FFFG']",27,1.0,0.9473552137914398
1,"['SHFH', 'FFHF', 'FFFF', 'FFFG']",63,1.0,0.9821344612135428
1,"['SFFF', 'FHFF', 'HHFF', 'FFFG']",93,1.0,0.9762504936564125
