,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
799829,500,0.2,0.16,0.16,-0.0799999999999999,32,227.0,164.8023782343287
586967,500,0.04,0.16,0.08,-0.12,8,148.0,119.65416956664384
203862,500,-0.12,0.08,-0.12,0.12,52,500.0,259.12410747446273
341843,500,-0.0799999999999999,-0.12,-0.16,-0.0399999999999999,31,216.0,159.13943414406606
540828,500,0.12,-0.12,-0.2,0.16,12,500.0,259.12410747446273
319534,500,-0.16,0.12,0.08,-0.0799999999999999,73,379.0,226.58926638553643
833859,500,0.2,0.2,-0.0799999999999999,-0.12,93,500.0,259.12410747446273
732603,500,0.04,0.12,-0.12,-0.2,82,452.0,247.61172670829453
562960,500,0.08,0.16,0.2,0.12,63,238.0,170.2812232492581
335966,500,0.0,-0.2,0.04,-0.0799999999999999,2,266.0,183.437052934862
906039,500,0.2,-0.12,-0.12,-0.0399999999999999,35,264.0,182.53361180317484
1046443,500,0.08,-0.12,0.04,0.08,63,500.0,259.12410747446273
803994,500,-0.2,0.16,0.12,-0.16,4,202.0,151.65600938437632
551745,500,0.08,-0.0799999999999999,-0.0799999999999999,0.0,79,346.0,215.46326885227384
764772,500,-0.16,0.16,-0.0799999999999999,-0.16,20,500.0,259.12410747446273
668989,500,-0.0799999999999999,-0.2,0.12,0.04,71,500.0,259.12410747446273
905743,500,0.16,-0.16,-0.2,-0.0399999999999999,79,261.0,181.1682302245217
148338,500,-0.16,-0.16,-0.12,-0.2,99,179.0,138.6574817806778
216640,500,0.0,0.16,0.12,0.12,32,232.0,167.31522020999867
625142,500,0.16,-0.0399999999999999,0.0,0.04,30,485.0,255.7031652601988
1003780,500,-0.0399999999999999,0.04,-0.0399999999999999,0.2,72,500.0,259.12410747446273
317988,500,-0.2,0.12,0.2,0.0,46,193.0,146.6763256075064
126756,500,-0.0799999999999999,-0.0399999999999999,-0.0399999999999999,0.0,87,500.0,259.12410747446273
588007,500,0.08,-0.0799999999999999,0.04,-0.2,12,500.0,259.12410747446273
967300,500,-0.12,0.2,0.12,-0.12,34,413.0,236.95506298042687
701098,500,0.2,-0.0399999999999999,-0.16,-0.12,35,214.0,158.08954862990785
645380,500,-0.16,-0.12,0.2,0.2,83,262.0,181.6247255338481
509389,500,-0.0399999999999999,0.08,-0.0799999999999999,0.0,91,500.0,259.12410747446273
404288,500,0.04,-0.16,0.08,0.2,80,500.0,259.12410747446273
255316,500,-0.16,-0.0399999999999999,0.16,0.2,8,158.0,125.97869311717926
817228,500,-0.0799999999999999,-0.0399999999999999,-0.0399999999999999,0.0,34,309.0,201.6039485373445
322362,500,-0.16,0.16,-0.12,0.0,79,418.0,238.39208897451192
938794,500,0.0,0.08,0.04,-0.12,63,500.0,259.12410747446273
453076,500,-0.16,0.16,-0.0799999999999999,0.04,94,500.0,259.12410747446273
495381,500,-0.2,0.04,0.12,0.0,72,399.0,232.814622138286
45333,500,-0.0799999999999999,-0.16,-0.0799999999999999,-0.12,31,254.0,177.93406973728491
172783,500,0.2,-0.0399999999999999,-0.12,0.08,8,500.0,259.12410747446273
932173,500,0.2,-0.16,0.2,-0.12,91,326.0,208.16330374856025
1030158,500,0.0,0.0,0.16,0.12,63,271.0,185.67204688692735
383832,500,-0.0399999999999999,-0.0399999999999999,-0.2,-0.12,44,278.0,188.74516504121223
460173,500,0.04,0.08,0.2,0.2,83,175.0,136.3037450558792
677509,500,-0.12,0.2,0.16,0.16,73,179.0,138.6574817806778
600393,500,0.16,-0.2,0.16,0.2,100,318.0,205.1182590280022
532809,500,-0.12,0.12,-0.0399999999999999,-0.12,44,500.0,259.12410747446273
558337,500,-0.0799999999999999,0.2,0.04,-0.0799999999999999,76,364.0,221.6685131972684
216026,500,-0.2,0.2,-0.0399999999999999,-0.0799999999999999,68,500.0,259.12410747446273
297527,500,-0.0399999999999999,-0.12,0.04,-0.12,72,500.0,259.12410747446273
539797,500,-0.12,0.0,-0.2,-0.0799999999999999,7,252.0,176.997461529307
203203,500,0.2,0.08,0.0,-0.12,8,500.0,259.12410747446273
32957,500,0.04,0.2,-0.0799999999999999,-0.2,33,500.0,259.12410747446273
122478,500,0.0,0.16,0.04,-0.0799999999999999,73,372.0,224.3204975514454
145761,500,0.16,-0.0799999999999999,0.2,-0.0799999999999999,71,417.0,238.10640819910924
973625,500,-0.16,-0.0799999999999999,-0.12,0.2,68,284.0,191.32831056989795
974116,500,-0.0399999999999999,-0.2,-0.16,-0.12,28,194.0,147.23629663068388
2935,500,-0.12,0.08,0.2,0.12,42,149.0,120.29520705794393
764327,500,0.2,0.04,0.04,-0.16,97,500.0,259.12410747446273
370742,500,0.12,0.12,0.08,0.08,95,500.0,259.12410747446273
1050747,500,-0.12,0.2,-0.2,0.0,58,280.0,189.61139275745032
224688,500,0.16,0.16,-0.12,-0.12,57,283.0,190.90101361073013
207838,500,-0.12,-0.16,-0.0399999999999999,0.08,17,353.0,217.91637381783931
500370,500,-0.12,0.16,-0.16,-0.16,30,500.0,259.12410747446273
1002898,500,0.2,-0.12,-0.16,0.2,36,500.0,259.12410747446273
79236,500,0.0,-0.0799999999999999,0.04,0.04,88,500.0,259.12410747446273
601491,500,0.2,-0.16,-0.12,0.08,23,500.0,259.12410747446273
540658,500,-0.0799999999999999,-0.2,-0.0799999999999999,-0.0799999999999999,73,362.0,220.9954972211201
774064,500,0.2,-0.16,0.08,-0.16,79,500.0,259.12410747446273
1011222,500,0.16,0.12,0.12,-0.2,17,500.0,259.12410747446273
564296,500,-0.16,-0.16,-0.0799999999999999,0.0,22,326.0,208.16330374856025
447133,500,0.16,-0.12,-0.2,0.12,2,211.0,156.5028438735621
194116,500,0.2,-0.0399999999999999,0.0,-0.12,39,447.0,246.314248696427
