,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
945253,500,-0.12,-0.16,-0.0399999999999999,0.0,6,179.0,138.6574817806778
288303,500,0.08,-0.12,-0.0799999999999999,0.04,81,498.0,258.67684042545164
742256,500,-0.16,-0.12,0.08,0.04,63,500.0,259.12410747446273
406381,500,0.12,-0.0799999999999999,0.12,-0.2,77,468.0,251.63506805524293
901741,500,-0.0799999999999999,0.16,-0.0799999999999999,-0.12,57,500.0,259.12410747446273
424497,500,0.08,0.2,0.16,-0.2,97,295.0,195.94481268730016
141812,500,-0.0399999999999999,0.08,0.0,0.2,76,500.0,259.12410747446273
878139,500,0.0,0.04,-0.16,0.12,58,500.0,259.12410747446273
458084,500,0.08,0.2,0.08,-0.0399999999999999,33,423.0,239.8076885236098
993519,500,0.08,0.04,0.16,-0.0799999999999999,19,500.0,259.12410747446273
680007,500,0.16,0.08,-0.16,0.04,51,477.0,253.81463544015085
145802,500,0.04,-0.0399999999999999,0.2,-0.2,94,407.0,235.201891907462
444501,500,0.04,0.12,0.0,-0.0799999999999999,19,264.0,182.53361180317484
192196,500,0.0,0.08,0.2,-0.0399999999999999,1,27.0,25.97285761784212
503301,500,0.12,0.04,-0.0399999999999999,-0.12,92,403.0,234.0154295101008
715446,500,-0.0799999999999999,-0.12,0.12,-0.12,20,500.0,259.12410747446273
422033,500,0.2,0.12,-0.12,0.2,77,500.0,259.12410747446273
590803,500,0.08,-0.16,-0.0799999999999999,-0.0799999999999999,8,172.0,134.5197857252259
723753,500,-0.0399999999999999,-0.0399999999999999,0.0,-0.2,54,421.0,239.24399932355723
11186,500,0.12,0.0,-0.2,-0.0399999999999999,87,203.0,152.2010413562232
798674,500,0.08,-0.12,0.04,0.2,68,494.0,257.7742028990175
686371,500,0.04,-0.0799999999999999,-0.0799999999999999,-0.2,56,227.0,164.8023782343287
335038,500,-0.16,-0.0399999999999999,-0.16,-0.0399999999999999,37,239.0,170.77037957951032
347026,500,0.04,-0.0799999999999999,0.04,0.08,68,500.0,259.12410747446273
225160,500,0.2,0.0,-0.2,0.08,79,301.0,198.39933263171585
587455,500,-0.0399999999999999,0.08,0.2,-0.0399999999999999,44,184.0,141.56015121101143
125197,500,0.2,-0.0799999999999999,-0.0799999999999999,-0.2,64,500.0,259.12410747446273
27649,500,-0.12,0.08,-0.12,0.2,73,500.0,259.12410747446273
635064,500,-0.0799999999999999,0.08,-0.12,0.04,7,242.0,172.22906135274312
436701,500,0.08,-0.12,0.08,-0.16,23,500.0,259.12410747446273
18807,500,0.16,-0.2,-0.2,0.16,39,216.0,159.13943414406606
19632,500,-0.0799999999999999,-0.16,-0.12,-0.0399999999999999,93,259.0,180.25111465240423
67558,500,-0.0799999999999999,0.08,0.0,0.0,20,500.0,259.12410747446273
16318,500,0.16,-0.2,0.04,0.2,36,500.0,259.12410747446273
549634,500,-0.0399999999999999,0.04,0.16,-0.0799999999999999,68,500.0,259.12410747446273
115700,500,0.2,-0.0799999999999999,0.04,-0.0399999999999999,45,500.0,259.12410747446273
562053,500,0.04,-0.2,0.0,-0.12,51,425.0,240.3680006616649
1028614,500,-0.0399999999999999,0.2,-0.0799999999999999,0.0,39,398.0,232.51215861412837
522188,500,0.2,-0.16,-0.0399999999999999,-0.0399999999999999,81,500.0,259.12410747446273
332017,500,-0.16,0.12,0.12,-0.16,15,500.0,259.12410747446273
261006,500,0.0,-0.0399999999999999,0.08,-0.0799999999999999,49,500.0,259.12410747446273
30038,500,-0.0799999999999999,-0.12,-0.0399999999999999,-0.0399999999999999,16,310.0,201.9991366917325
729543,500,-0.0399999999999999,0.2,0.12,0.08,82,203.0,152.2010413562232
58559,500,0.08,0.04,0.0,-0.12,91,500.0,259.12410747446273
92087,500,0.0,-0.12,-0.16,0.16,82,249.0,175.58195414455886
247740,500,0.0,0.16,-0.0399999999999999,0.12,42,312.0,202.78595986381237
541249,500,-0.2,0.0,0.08,-0.16,66,342.0,214.03815578709015
645212,500,-0.2,-0.12,-0.2,0.2,19,219.0,160.70248070472664
522308,500,0.2,0.04,-0.2,0.12,44,305.0,200.01126876603976
724330,500,0.08,-0.16,-0.12,0.08,61,273.0,186.5566856540278
665862,500,0.12,-0.0399999999999999,-0.0399999999999999,-0.16,12,178.0,138.0716968712917
284554,500,-0.0399999999999999,0.16,0.12,-0.16,95,500.0,259.12410747446273
661363,500,0.2,-0.2,0.04,-0.0799999999999999,51,500.0,259.12410747446273
997977,500,0.12,-0.0799999999999999,0.08,-0.0399999999999999,51,283.0,190.90101361073013
976270,500,0.04,-0.2,-0.2,-0.16,15,124.0,103.67702682230876
252202,500,0.16,0.2,-0.16,-0.16,33,500.0,259.12410747446273
50668,500,0.0,-0.2,0.16,-0.0799999999999999,32,500.0,259.12410747446273
838167,500,-0.16,-0.16,-0.16,0.2,35,189.0,144.41954105759285
730967,500,0.12,0.12,-0.12,-0.0399999999999999,7,500.0,259.12410747446273
418766,500,-0.2,0.12,0.16,0.04,37,389.0,229.7487010884371
777023,500,-0.2,0.04,-0.2,-0.12,99,224.0,163.27645325787586
854593,500,0.12,0.2,-0.12,-0.16,62,500.0,259.12410747446273
63551,500,-0.16,-0.0799999999999999,0.08,-0.0399999999999999,91,500.0,259.12410747446273
930497,500,-0.2,-0.0399999999999999,-0.16,0.12,49,500.0,259.12410747446273
202007,500,0.16,0.16,0.08,-0.12,62,500.0,259.12410747446273
436298,500,0.08,-0.2,0.12,0.08,45,500.0,259.12410747446273
1020134,500,0.12,-0.12,-0.0799999999999999,0.2,44,500.0,259.12410747446273
341500,500,0.2,-0.0799999999999999,0.16,0.04,22,500.0,259.12410747446273
166517,500,-0.12,-0.16,0.08,-0.2,44,500.0,259.12410747446273
430124,500,-0.0799999999999999,0.08,-0.0799999999999999,-0.0399999999999999,61,500.0,259.12410747446273
259981,500,0.0,-0.16,-0.0799999999999999,-0.0399999999999999,52,266.0,183.437052934862
625676,500,0.04,-0.0399999999999999,-0.0399999999999999,0.16,31,500.0,259.12410747446273
277681,500,0.2,0.16,0.0,-0.0799999999999999,94,500.0,259.12410747446273
464826,500,0.08,-0.12,0.16,0.16,63,261.0,181.1682302245217
712348,500,0.0,-0.2,-0.0399999999999999,0.0,8,269.0,184.78207630607707
373335,500,0.12,-0.12,0.04,-0.0399999999999999,8,306.0,200.41123495974165
126663,500,-0.0399999999999999,0.04,0.04,-0.0799999999999999,99,500.0,259.12410747446273
923518,500,-0.0399999999999999,0.12,-0.16,-0.12,44,261.0,181.1682302245217
37726,500,0.04,-0.16,-0.2,-0.12,71,168.0,132.11602200897406
762972,500,-0.2,-0.0799999999999999,-0.16,-0.16,97,162.0,128.45577402670685
233991,500,0.04,-0.0799999999999999,0.0,0.0,44,500.0,259.12410747446273
1000906,500,0.12,0.16,0.12,-0.12,16,350.0,216.87135736298407
805097,500,0.08,-0.12,-0.16,0.2,22,500.0,259.12410747446273
98390,500,0.12,0.12,0.08,0.08,81,500.0,259.12410747446273
711137,500,-0.16,-0.2,-0.16,0.2,22,245.0,173.6746543350403
674553,500,0.04,-0.12,-0.2,0.2,46,463.0,250.3984871396552
1031637,500,0.08,0.2,0.12,0.16,88,199.0,150.0110536187962
672263,500,0.16,-0.16,-0.12,0.08,36,391.0,230.36927662021623
166062,500,-0.12,-0.16,-0.0399999999999999,0.2,15,422.0,239.52626732558656
392944,500,-0.12,-0.12,0.12,-0.0799999999999999,24,497.0,258.45219701650115
376257,500,0.0,-0.0799999999999999,0.2,-0.16,63,432.0,242.30278978905156
856421,500,0.04,-0.0399999999999999,0.08,0.16,93,350.0,216.87135736298407
134856,500,0.2,-0.0799999999999999,0.12,-0.12,7,500.0,259.12410747446273
163892,500,-0.0399999999999999,0.08,-0.0399999999999999,0.16,63,500.0,259.12410747446273
329847,500,0.16,-0.0399999999999999,-0.2,-0.16,95,197.0,148.90615036563673
486563,500,0.12,0.16,0.12,0.2,34,196.0,148.35120397756944
176383,500,0.04,0.2,-0.16,-0.16,24,500.0,259.12410747446273
211527,500,0.2,-0.0399999999999999,0.08,0.0,82,363.0,221.33251072945677
193121,500,0.12,0.08,-0.0799999999999999,0.04,74,500.0,259.12410747446273
37891,500,0.12,-0.0399999999999999,-0.0799999999999999,-0.16,83,500.0,259.12410747446273
784966,500,-0.2,0.04,-0.0399999999999999,0.16,42,500.0,259.12410747446273
849835,500,0.0,0.12,-0.0799999999999999,0.04,57,500.0,259.12410747446273
768056,500,0.12,-0.12,0.08,0.0,45,500.0,259.12410747446273
644896,500,0.08,0.12,-0.16,-0.16,36,429.0,241.47857455848637
468585,500,0.04,0.08,0.0,0.04,20,500.0,259.12410747446273
579458,500,-0.0399999999999999,-0.2,-0.0399999999999999,-0.0399999999999999,91,275.0,187.4360245502745
696387,500,-0.16,0.2,0.2,-0.0399999999999999,58,214.0,158.08954862990785
777717,500,0.08,0.08,0.2,0.12,83,162.0,128.45577402670685
566466,500,0.2,0.04,0.08,-0.16,12,244.0,173.1942370461788
249861,500,0.0,0.0,0.12,0.0,16,419.0,238.6769127075884
58067,500,-0.2,0.12,0.16,0.0,4,183.0,140.98310051254907
673412,500,0.0,0.2,-0.0799999999999999,-0.0399999999999999,4,341.0,213.67919336719171
529546,500,0.16,-0.12,-0.12,-0.16,23,290.0,193.86530681194984
818568,500,0.16,-0.0799999999999999,0.16,0.12,92,363.0,221.33251072945677
114873,500,-0.16,-0.12,-0.0399999999999999,-0.2,95,309.0,201.6039485373445
540886,500,-0.0799999999999999,0.0,-0.0799999999999999,-0.0399999999999999,46,294.0,195.53140690802425
982978,500,-0.0399999999999999,-0.0399999999999999,-0.0399999999999999,0.04,15,481.0,254.76457438676115
195329,500,-0.0799999999999999,-0.0399999999999999,0.16,0.2,72,264.0,182.53361180317484
562960,500,0.08,0.16,0.2,0.12,63,238.0,170.2812232492581
312613,500,-0.2,-0.12,0.12,0.12,51,500.0,259.12410747446273
328191,500,-0.12,-0.0399999999999999,0.0,-0.2,23,351.0,217.22074329089511
929607,500,-0.2,0.12,0.16,0.08,56,201.0,151.10933739656602
952166,500,-0.12,-0.16,-0.16,-0.16,57,160.0,127.22095476671424
539434,500,0.08,0.12,-0.12,0.2,57,500.0,259.12410747446273
5776,500,-0.0399999999999999,-0.16,-0.0399999999999999,0.0,92,500.0,259.12410747446273
1502,500,0.08,0.16,-0.2,0.16,66,257.0,179.32847152531238
417657,500,0.0,-0.12,-0.12,-0.12,97,220.0,161.22037326261247
483339,500,-0.0399999999999999,-0.12,-0.0799999999999999,-0.16,57,281.0,190.042558579178
29734,500,0.08,0.2,0.04,0.16,82,361.0,220.65746963001013
42440,500,0.04,-0.0799999999999999,0.04,-0.0399999999999999,56,500.0,259.12410747446273
707470,500,-0.0399999999999999,0.0,-0.16,0.16,61,323.0,207.0299803520688
30957,500,0.16,-0.0399999999999999,0.04,0.04,77,500.0,259.12410747446273
363715,500,0.08,0.16,-0.16,-0.2,77,500.0,259.12410747446273
751291,500,0.2,-0.0399999999999999,-0.12,0.12,77,327.0,208.5388138373145
710556,500,0.2,0.12,-0.12,0.12,50,500.0,259.12410747446273
638141,500,0.04,-0.12,-0.16,-0.0799999999999999,73,234.0,168.30983472572058
123774,500,-0.12,0.04,0.0,0.08,97,500.0,259.12410747446273
1009590,500,-0.12,0.16,0.0,0.16,44,412.0,236.66505815489157
1018787,500,-0.2,0.0,0.12,0.12,20,187.0,143.28093715207092
293273,500,0.0,0.0,0.08,-0.16,52,500.0,259.12410747446273
700676,500,0.12,0.08,0.04,0.04,64,284.0,191.32831056989795
56126,500,0.04,0.16,-0.12,-0.2,82,470.0,252.12452236252395
985576,500,0.04,0.2,-0.16,0.2,56,500.0,259.12410747446273
10728,500,0.04,0.2,0.0,-0.0799999999999999,100,500.0,259.12410747446273
227670,500,-0.12,-0.0399999999999999,-0.16,-0.0799999999999999,80,186.0,142.70906434510624
992730,500,0.16,-0.12,-0.0799999999999999,0.0,76,500.0,259.12410747446273
685218,500,0.08,-0.12,-0.2,-0.0399999999999999,92,213.0,157.5622353359156
35354,500,0.08,-0.0399999999999999,-0.2,0.08,77,266.0,183.437052934862
596746,500,0.08,-0.12,0.04,0.04,71,500.0,259.12410747446273
358260,500,0.0,0.0,0.08,0.2,33,350.0,216.87135736298407
96729,500,-0.0399999999999999,0.0,0.2,-0.12,45,230.0,166.31461104476787
208127,500,0.2,0.04,0.16,-0.12,23,359.0,219.97835998467835
44628,500,-0.2,-0.2,0.16,0.04,71,396.0,231.9044984644287
782993,500,0.08,-0.2,0.12,-0.0399999999999999,92,500.0,259.12410747446273
658511,500,-0.12,0.12,-0.12,0.12,97,500.0,259.12410747446273
333089,500,0.12,0.12,0.0,-0.16,88,500.0,259.12410747446273
420777,500,-0.16,0.0,0.04,-0.2,68,500.0,259.12410747446273
573770,500,-0.0799999999999999,-0.12,0.08,-0.12,44,500.0,259.12410747446273
669306,500,-0.0399999999999999,0.04,0.2,0.08,92,202.0,151.65600938437632
539196,500,0.2,-0.0399999999999999,-0.12,-0.12,50,500.0,259.12410747446273
893765,500,-0.12,-0.16,0.04,-0.2,46,241.0,171.74429423544947
370438,500,0.12,0.04,0.16,0.12,56,232.0,167.31522020999867
83709,500,0.08,-0.0799999999999999,-0.16,0.16,37,263.0,182.07985135724655
875608,500,0.16,0.08,0.04,0.08,66,310.0,201.9991366917325
426383,500,0.04,-0.2,0.2,-0.0799999999999999,82,290.0,193.86530681194984
1027663,500,0.12,0.12,0.2,0.16,83,149.0,120.29520705794393
189885,500,-0.0799999999999999,0.08,0.08,0.04,32,500.0,259.12410747446273
452139,500,0.0,0.2,-0.0399999999999999,0.04,20,327.0,208.5388138373145
796877,500,0.0,0.08,0.12,0.04,88,243.0,172.71237416868487
841003,500,0.08,0.0,-0.0799999999999999,0.12,66,500.0,259.12410747446273
780349,500,-0.0799999999999999,0.04,0.04,0.12,66,360.0,220.3184249047243
22740,500,0.16,0.12,-0.0399999999999999,0.16,8,287.0,192.60252547328983
522692,500,-0.16,0.08,-0.16,0.2,31,299.0,197.58607078176945
