,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
580592,500,-0.0399999999999999,0.12,-0.0799999999999999,-0.0799999999999999,34,500.0,259.12410747446273
749569,500,-0.2,-0.12,-0.2,0.12,94,251.0,176.52704265727883
781345,500,0.0,-0.12,-0.0799999999999999,-0.0799999999999999,95,500.0,259.12410747446273
697751,500,0.08,-0.0799999999999999,-0.0399999999999999,0.2,33,367.0,222.6704846432994
762385,500,-0.12,0.0,-0.0399999999999999,-0.0399999999999999,66,500.0,259.12410747446273
246297,500,-0.2,-0.2,0.16,-0.12,97,500.0,259.12410747446273
968017,500,-0.0799999999999999,-0.12,0.16,0.04,79,386.0,228.81081773385503
540268,500,-0.16,0.2,-0.0799999999999999,-0.0799999999999999,74,500.0,259.12410747446273
79175,500,0.16,-0.0399999999999999,0.16,0.04,8,500.0,259.12410747446273
163134,500,0.2,-0.0799999999999999,0.08,0.12,56,482.0,255.00028066360085
1024955,500,-0.0399999999999999,-0.16,0.04,-0.2,61,500.0,259.12410747446273
737979,500,-0.0799999999999999,0.16,-0.0799999999999999,-0.0799999999999999,39,500.0,259.12410747446273
929024,500,0.04,-0.0399999999999999,0.2,0.04,17,286.0,192.1790626612737
661831,500,-0.16,0.2,-0.2,-0.16,100,259.0,180.25111465240423
7980,500,0.08,0.2,-0.0399999999999999,-0.12,7,460.0,249.64757254861843
667950,500,-0.2,-0.0799999999999999,0.2,-0.12,76,452.0,247.61172670829453
718173,500,-0.2,0.04,0.16,-0.2,11,468.0,251.63506805524293
666161,500,0.08,0.08,0.0,-0.2,83,426.0,240.64689665967987
671604,500,-0.2,-0.0399999999999999,0.08,0.2,97,293.0,195.1167571795629
548761,500,-0.16,-0.0399999999999999,0.0,0.2,34,441.0,244.73132609963545
549645,500,-0.12,0.08,-0.0399999999999999,-0.0799999999999999,95,500.0,259.12410747446273
817240,500,-0.12,0.2,-0.0799999999999999,0.12,23,500.0,259.12410747446273
