,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
428087,500,-0.12,0.04,-0.0799999999999999,-0.12,49,500.0,259.12410747446273
721218,500,0.12,-0.16,0.2,-0.0799999999999999,33,500.0,259.12410747446273
956949,500,0.04,-0.12,-0.12,-0.0399999999999999,4,240.0,171.25806844077178
533788,500,0.0,0.16,0.0,0.16,44,500.0,259.12410747446273
348893,500,-0.0799999999999999,-0.2,0.16,0.12,56,500.0,259.12410747446273
258127,500,-0.16,0.04,-0.12,0.0,23,260.0,180.71036130844703
732252,500,-0.2,0.12,0.0,-0.0399999999999999,74,477.0,253.81463544015085
382582,500,-0.12,0.2,0.2,0.2,23,197.0,148.90615036563673
830174,500,-0.0399999999999999,-0.16,0.12,-0.16,22,409.0,235.7897973730444
887345,500,0.12,0.04,-0.0399999999999999,0.04,17,500.0,259.12410747446273
1045617,500,-0.2,0.12,0.16,-0.0399999999999999,15,183.0,140.98310051254907
58363,500,0.04,-0.0799999999999999,-0.12,-0.0399999999999999,61,500.0,259.12410747446273
902733,500,0.12,0.04,0.0,0.04,12,500.0,259.12410747446273
711656,500,0.0,0.08,0.2,-0.16,62,272.0,186.1150307462666
546657,500,0.04,0.12,0.12,-0.0399999999999999,93,480.0,254.5281588633512
713436,500,-0.0799999999999999,-0.0399999999999999,0.08,0.0,37,500.0,259.12410747446273
115570,500,0.08,0.16,-0.2,-0.2,63,323.0,207.0299803520688
663412,500,0.16,-0.2,0.2,0.0,11,500.0,259.12410747446273
20889,500,0.16,-0.16,0.2,0.12,76,203.0,152.2010413562232
29910,500,-0.12,-0.16,0.04,0.0,54,500.0,259.12410747446273
95718,500,0.12,0.16,0.04,-0.0399999999999999,64,500.0,259.12410747446273
742434,500,-0.0799999999999999,0.2,-0.0399999999999999,-0.0799999999999999,79,500.0,259.12410747446273
931116,500,0.12,0.16,-0.16,0.16,6,255.0,178.40026752807307
915897,500,-0.0799999999999999,0.04,0.16,-0.2,45,500.0,259.12410747446273
120154,500,-0.0799999999999999,0.16,-0.12,0.08,91,500.0,259.12410747446273
597039,500,0.0,0.12,-0.0799999999999999,0.16,44,500.0,259.12410747446273
22479,500,0.12,0.12,0.04,0.12,99,244.0,173.1942370461788
819850,500,-0.0399999999999999,0.2,0.0,0.0,17,209.0,155.43706734402016
1019717,500,-0.0399999999999999,-0.2,0.0,0.16,37,500.0,259.12410747446273
481960,500,0.04,0.04,0.04,0.08,4,235.0,168.8049052215434
405536,500,-0.2,-0.16,-0.12,0.2,40,500.0,259.12410747446273
590147,500,-0.16,-0.2,-0.0399999999999999,0.12,68,500.0,259.12410747446273
103938,500,0.2,-0.0799999999999999,-0.0799999999999999,-0.2,1,34.0,32.3696260638067
939470,500,0.12,-0.0799999999999999,0.2,0.0,51,226.0,164.29526402640792
921190,500,0.16,-0.16,-0.0399999999999999,-0.12,32,211.0,156.5028438735621
820990,500,-0.16,-0.16,-0.0799999999999999,-0.12,83,227.0,164.8023782343287
11487,500,0.0,0.12,0.04,0.16,24,267.0,183.88674177605745
211627,500,-0.12,-0.0799999999999999,0.2,0.16,49,500.0,259.12410747446273
628948,500,-0.0399999999999999,0.0,-0.0799999999999999,0.16,61,500.0,259.12410747446273
