,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
147389,500,-0.03,-0.0099999999999999,-0.0199999999999999,-0.0199999999999999,1,15.0,14.689058387031462
45876,500,0.04,0.04,0.04,-0.04,20,449.0,246.8355800324867
38801,500,-0.04,0.0,-0.03,0.02,33,436.0,243.3902504861568
18152,500,0.01,0.0,0.0,0.02,62,500.0,259.12410747446273
258021,500,-0.0099999999999999,0.02,0.0,-0.0199999999999999,46,396.0,231.9044984644287
137781,500,0.01,0.01,-0.0099999999999999,-0.0199999999999999,73,412.0,236.66505815489157
284628,500,-0.0199999999999999,0.02,-0.0199999999999999,-0.03,11,500.0,259.12410747446273
32652,500,0.02,-0.0099999999999999,-0.0099999999999999,-0.05,99,500.0,259.12410747446273
242949,500,-0.05,0.01,-0.03,-0.03,24,466.0,251.1426637537919
85610,500,0.04,0.0,-0.0199999999999999,-0.03,31,500.0,259.12410747446273
1065,500,-0.0199999999999999,0.05,0.0,-0.03,64,500.0,259.12410747446273
147918,500,0.03,0.05,0.04,0.02,51,265.0,182.9860109677653
109683,500,0.03,-0.04,0.02,-0.04,49,500.0,259.12410747446273
117909,500,-0.0199999999999999,0.0,-0.03,-0.04,57,500.0,259.12410747446273
46388,500,-0.04,-0.04,-0.0099999999999999,0.05,10,331.0,210.0296226349137
280269,500,0.01,-0.0099999999999999,0.05,-0.05,20,500.0,259.12410747446273
19738,500,-0.03,-0.0199999999999999,0.05,-0.0099999999999999,42,500.0,259.12410747446273
12323,500,0.05,0.0,0.0,-0.0199999999999999,94,500.0,259.12410747446273
231713,500,-0.03,0.0,0.0,-0.04,49,417.0,238.10640819910924
72938,500,0.04,-0.05,-0.0199999999999999,0.01,11,395.0,231.5992963534892
271594,500,-0.0199999999999999,-0.0199999999999999,-0.05,-0.0099999999999999,17,500.0,259.12410747446273
106352,500,0.01,-0.0099999999999999,-0.05,-0.04,77,500.0,259.12410747446273
170661,500,-0.0199999999999999,-0.0099999999999999,-0.0199999999999999,0.03,79,500.0,259.12410747446273
228859,500,-0.0099999999999999,-0.04,-0.05,0.01,12,445.0,245.7897752398892
127249,500,-0.03,-0.0099999999999999,-0.0099999999999999,0.03,83,475.0,253.33536762760784
204592,500,-0.03,0.02,0.01,-0.0099999999999999,15,388.0,229.43701212481156
86884,500,-0.0099999999999999,0.0,0.03,-0.03,8,331.0,210.0296226349137
218377,500,-0.03,0.04,0.01,-0.03,95,490.0,256.86065199489315
269487,500,-0.04,0.04,-0.05,0.03,15,463.0,250.3984871396552
192716,500,0.01,-0.0099999999999999,-0.05,0.01,2,202.0,151.65600938437632
299155,500,-0.0099999999999999,0.03,0.04,-0.04,42,450.0,247.09507329238923
100802,500,-0.05,0.03,0.01,-0.0099999999999999,83,500.0,259.12410747446273
71651,500,-0.03,0.05,0.01,-0.0099999999999999,95,500.0,259.12410747446273
125725,500,-0.0199999999999999,-0.0099999999999999,-0.04,0.03,97,421.0,239.24399932355723
123701,500,-0.04,0.05,0.0,0.01,63,500.0,259.12410747446273
196254,500,0.01,-0.0199999999999999,0.02,0.0,77,500.0,259.12410747446273
72215,500,0.05,0.0,-0.0199999999999999,0.03,52,500.0,259.12410747446273
297457,500,0.04,0.01,0.02,-0.0099999999999999,33,500.0,259.12410747446273
161877,500,0.01,0.03,0.01,-0.0199999999999999,51,500.0,259.12410747446273
203216,500,0.0,-0.05,-0.04,0.04,15,500.0,259.12410747446273
55831,500,-0.0099999999999999,0.02,0.03,-0.04,28,418.0,238.39208897451192
