,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
185769,500,0.04,0.04,-0.0199999999999999,0.01,73,500.0,259.12410747446273
61096,500,0.01,-0.03,0.0,0.03,92,500.0,259.12410747446273
84669,500,0.05,-0.05,0.01,-0.05,36,426.0,240.64689665967987
58682,500,0.02,-0.0199999999999999,0.02,-0.05,62,500.0,259.12410747446273
127198,500,0.01,0.0,0.01,0.01,20,458.0,249.1431893962916
186220,500,-0.0099999999999999,-0.04,0.03,0.05,23,424.0,240.088265458039
254506,500,0.05,0.03,-0.04,-0.05,24,500.0,259.12410747446273
261220,500,0.02,-0.03,0.01,0.02,83,500.0,259.12410747446273
66443,500,-0.03,0.02,0.05,0.04,77,500.0,259.12410747446273
62402,500,-0.05,-0.04,0.02,0.03,74,500.0,259.12410747446273
73575,500,0.05,-0.04,-0.03,0.02,62,500.0,259.12410747446273
169817,500,0.01,0.05,-0.03,0.05,72,466.0,251.1426637537919
189797,500,-0.0099999999999999,0.01,0.04,0.01,4,201.0,151.10933739656602
164809,500,-0.0099999999999999,-0.04,0.0,-0.04,63,500.0,259.12410747446273
114207,500,-0.04,0.04,-0.03,0.0,32,500.0,259.12410747446273
81665,500,0.05,-0.0099999999999999,0.04,-0.0099999999999999,71,318.0,205.1182590280022
73240,500,0.01,0.04,0.03,-0.0099999999999999,52,297.0,196.76790731449051
17546,500,0.02,0.04,0.01,0.0,1,12.0,11.803966698928043
6318,500,-0.03,-0.05,0.03,-0.04,92,500.0,259.12410747446273
73727,500,0.01,-0.03,0.0,0.01,92,500.0,259.12410747446273
176221,500,0.03,0.04,-0.0099999999999999,0.03,10,337.0,212.23250986091043
119190,500,-0.03,0.05,0.04,-0.0099999999999999,12,288.0,193.02471789687
26297,500,-0.05,0.05,0.01,-0.0199999999999999,4,275.0,187.4360245502745
168084,500,-0.0199999999999999,0.04,0.05,0.0,30,437.0,243.6600797346983
287345,500,0.01,-0.05,-0.0099999999999999,0.01,8,287.0,192.60252547328983
195458,500,-0.03,-0.03,-0.05,0.05,91,500.0,259.12410747446273
9994,500,0.01,-0.0099999999999999,0.03,-0.0199999999999999,52,500.0,259.12410747446273
189911,500,0.0,0.05,-0.03,0.02,37,500.0,259.12410747446273
59207,500,-0.0099999999999999,0.03,-0.03,0.05,44,500.0,259.12410747446273
292139,500,0.0,0.03,-0.03,0.03,36,500.0,259.12410747446273
51398,500,-0.05,-0.0199999999999999,0.01,0.01,15,258.0,179.79048611073645
296445,500,-0.05,-0.03,0.0,0.02,100,500.0,259.12410747446273
17050,500,0.03,0.05,0.05,0.05,23,252.0,176.997461529307
231601,500,0.04,0.03,0.04,0.02,6,500.0,259.12410747446273
32808,500,0.0,-0.0199999999999999,-0.04,0.02,36,500.0,259.12410747446273
145643,500,-0.03,-0.0099999999999999,0.0,0.03,83,500.0,259.12410747446273
213524,500,0.05,0.05,0.04,0.02,7,500.0,259.12410747446273
188928,500,0.0,0.04,0.0,-0.03,46,500.0,259.12410747446273
27995,500,0.05,-0.0099999999999999,-0.0199999999999999,0.04,68,500.0,259.12410747446273
275023,500,-0.04,-0.0099999999999999,-0.03,-0.04,62,471.0,252.3681487954364
166061,500,-0.0099999999999999,0.0,0.01,-0.04,24,427.0,240.9249559697008
29457,500,-0.03,0.03,0.0,-0.03,71,500.0,259.12410747446273
111845,500,0.0,-0.0099999999999999,-0.04,-0.03,57,303.0,199.20772222991923
134264,500,0.04,0.04,-0.05,-0.05,4,421.0,239.24399932355723
100228,500,0.03,-0.0199999999999999,0.04,-0.04,62,500.0,259.12410747446273
298898,500,-0.03,-0.03,-0.0099999999999999,-0.03,63,500.0,259.12410747446273
112229,500,0.0,-0.03,0.04,-0.0099999999999999,23,500.0,259.12410747446273
26037,500,-0.05,0.02,-0.04,-0.0099999999999999,15,500.0,259.12410747446273
130294,500,0.04,0.02,-0.0199999999999999,0.02,7,462.0,250.14893394147964
13643,500,0.03,0.05,0.03,0.0,10,325.0,207.7866637397796
169007,500,-0.03,-0.03,-0.04,0.0,2,380.0,226.9094985863798
257120,500,0.04,0.01,-0.04,0.04,37,500.0,259.12410747446273
29627,500,-0.04,0.04,-0.0199999999999999,0.03,63,500.0,259.12410747446273
15097,500,0.02,-0.0199999999999999,-0.0099999999999999,0.04,30,500.0,259.12410747446273
19929,500,0.05,-0.05,0.04,-0.04,31,500.0,259.12410747446273
34638,500,-0.0099999999999999,-0.05,0.0,-0.03,63,500.0,259.12410747446273
53260,500,-0.0099999999999999,0.04,-0.05,0.03,77,500.0,259.12410747446273
172541,500,0.0,-0.0099999999999999,0.04,-0.05,58,500.0,259.12410747446273
143248,500,0.03,0.04,0.01,0.0,49,342.0,214.03815578709015
169831,500,0.0,0.0,-0.05,0.03,95,500.0,259.12410747446273
156412,500,0.05,0.04,-0.0199999999999999,0.04,33,460.0,249.64757254861843
244874,500,0.05,-0.0099999999999999,0.01,-0.0199999999999999,91,500.0,259.12410747446273
197107,500,-0.03,-0.0199999999999999,-0.0099999999999999,0.05,93,500.0,259.12410747446273
107756,500,-0.05,-0.0199999999999999,0.0,0.02,99,500.0,259.12410747446273
225054,500,0.02,0.04,-0.04,-0.03,57,297.0,196.76790731449051
280610,500,-0.05,-0.0199999999999999,-0.05,0.01,39,484.0,255.4695739821452
135339,500,0.0,0.05,-0.0099999999999999,-0.0099999999999999,77,494.0,257.7742028990175
233245,500,-0.03,0.04,-0.0099999999999999,0.02,40,500.0,259.12410747446273
96893,500,0.0,0.01,0.03,-0.03,50,500.0,259.12410747446273
290546,500,-0.0199999999999999,-0.05,-0.0199999999999999,0.05,100,500.0,259.12410747446273
54410,500,0.05,0.01,0.0,-0.0099999999999999,37,500.0,259.12410747446273
37822,500,-0.0199999999999999,-0.03,0.05,-0.0199999999999999,68,500.0,259.12410747446273
244577,500,-0.0199999999999999,0.02,-0.0199999999999999,-0.04,99,500.0,259.12410747446273
245789,500,0.04,-0.04,0.05,-0.04,63,500.0,259.12410747446273
254590,500,-0.05,0.02,0.01,0.04,93,335.0,211.5026220697302
64152,500,0.02,-0.0199999999999999,0.01,-0.0199999999999999,23,500.0,259.12410747446273
145071,500,-0.0099999999999999,0.02,-0.03,0.03,45,500.0,259.12410747446273
17357,500,0.02,0.02,-0.05,-0.0099999999999999,56,500.0,259.12410747446273
136568,500,0.04,0.0,0.01,-0.0099999999999999,82,500.0,259.12410747446273
75591,500,0.0,0.03,-0.05,0.01,74,500.0,259.12410747446273
130066,500,0.05,0.0,0.04,0.02,93,500.0,259.12410747446273
100130,500,-0.03,0.05,0.0,-0.0199999999999999,77,500.0,259.12410747446273
287355,500,0.01,-0.04,0.02,0.0,34,500.0,259.12410747446273
99024,500,0.0,-0.03,0.04,0.01,80,500.0,259.12410747446273
212081,500,-0.04,0.03,-0.0099999999999999,-0.04,37,500.0,259.12410747446273
89381,500,-0.0099999999999999,-0.0099999999999999,-0.03,0.05,93,500.0,259.12410747446273
148859,500,-0.03,0.03,0.04,0.04,46,481.0,254.76457438676115
23722,500,0.0,0.01,-0.0199999999999999,-0.03,45,434.0,242.8481537754253
181390,500,-0.0199999999999999,-0.05,0.05,-0.03,58,500.0,259.12410747446273
224589,500,-0.03,-0.03,-0.0099999999999999,-0.04,42,332.0,210.399533767009
129872,500,-0.05,0.0,-0.04,-0.05,11,200.0,150.56102045793983
216889,500,0.05,0.05,-0.0099999999999999,0.04,12,404.0,234.3133832215705
24459,500,-0.05,0.04,-0.0199999999999999,0.02,92,500.0,259.12410747446273
141914,500,0.03,0.03,-0.05,-0.05,28,500.0,259.12410747446273
165350,500,-0.03,-0.03,-0.0099999999999999,0.05,64,500.0,259.12410747446273
180898,500,0.02,0.03,0.02,0.01,87,469.0,251.8801628510772
99313,500,-0.0099999999999999,0.03,-0.05,-0.03,57,500.0,259.12410747446273
87099,500,-0.03,-0.04,0.02,0.02,64,500.0,259.12410747446273
238022,500,0.0,-0.04,0.0,-0.0199999999999999,28,478.0,254.0531915338304
273748,500,-0.03,-0.04,-0.04,0.03,32,500.0,259.12410747446273
79663,500,0.0,0.02,-0.05,-0.04,52,500.0,259.12410747446273
77163,500,0.05,0.01,0.03,0.01,8,500.0,259.12410747446273
169591,500,0.03,-0.05,0.0,0.03,30,500.0,259.12410747446273
85218,500,0.03,0.02,-0.03,0.02,12,500.0,259.12410747446273
265731,500,0.03,0.04,-0.0199999999999999,0.02,82,500.0,259.12410747446273
202119,500,-0.04,-0.05,-0.05,0.04,15,500.0,259.12410747446273
18130,500,-0.05,0.0,-0.0099999999999999,-0.0099999999999999,88,500.0,259.12410747446273
55829,500,-0.0199999999999999,-0.04,0.0,0.01,40,500.0,259.12410747446273
226539,500,-0.03,0.02,0.04,0.03,8,271.0,185.67204688692735
138477,500,0.0,0.02,-0.05,-0.05,62,500.0,259.12410747446273
136938,500,-0.04,0.0,0.02,0.04,36,500.0,259.12410747446273
1068,500,-0.03,0.02,0.02,0.01,56,500.0,259.12410747446273
79028,500,0.01,-0.0199999999999999,0.05,0.02,58,359.0,219.97835998467835
95732,500,0.04,0.03,0.03,0.0,79,500.0,259.12410747446273
228900,500,-0.0199999999999999,0.01,0.02,0.05,30,500.0,259.12410747446273
209455,500,0.04,-0.05,-0.0099999999999999,-0.04,12,250.0,176.0552082821252
268404,500,-0.04,0.04,-0.0099999999999999,-0.05,46,376.0,225.62277665225207
29805,500,-0.0199999999999999,0.04,0.0,0.03,32,500.0,259.12410747446273
171715,500,0.01,0.03,-0.03,-0.03,56,500.0,259.12410747446273
232459,500,0.03,-0.03,-0.0199999999999999,-0.0099999999999999,15,235.0,168.8049052215434
286836,500,-0.0199999999999999,0.0,0.04,-0.04,34,500.0,259.12410747446273
245436,500,0.05,-0.0199999999999999,-0.0199999999999999,-0.0199999999999999,97,500.0,259.12410747446273
27903,500,0.05,-0.0099999999999999,-0.05,-0.04,54,500.0,259.12410747446273
824,500,0.0,0.05,-0.0199999999999999,-0.05,30,500.0,259.12410747446273
106362,500,0.01,-0.04,-0.03,0.01,8,500.0,259.12410747446273
56325,500,0.0,0.01,0.02,0.05,34,500.0,259.12410747446273
205356,500,0.05,-0.05,-0.0099999999999999,0.05,24,374.0,224.97359345061471
115184,500,-0.05,0.02,0.03,-0.03,45,500.0,259.12410747446273
29228,500,-0.04,0.0,0.01,-0.04,39,500.0,259.12410747446273
47693,500,-0.0099999999999999,0.05,0.05,-0.0199999999999999,10,381.0,227.22877009062069
300184,500,0.05,-0.0099999999999999,-0.0199999999999999,0.02,97,500.0,259.12410747446273
95540,500,-0.05,-0.0199999999999999,0.04,-0.0099999999999999,83,500.0,259.12410747446273
56862,500,-0.0099999999999999,-0.0199999999999999,0.04,0.01,51,500.0,259.12410747446273
186038,500,-0.0099999999999999,0.02,0.01,0.01,83,418.0,238.39208897451192
148205,500,0.01,-0.03,0.01,0.05,23,500.0,259.12410747446273
245722,500,0.0,-0.0099999999999999,0.03,0.02,83,500.0,259.12410747446273
251033,500,0.05,0.03,-0.0099999999999999,0.0,10,500.0,259.12410747446273
257599,500,0.03,0.04,0.05,0.01,33,500.0,259.12410747446273
127256,500,0.02,0.05,-0.0199999999999999,0.04,46,500.0,259.12410747446273
253895,500,-0.0199999999999999,0.0,0.04,0.0,95,500.0,259.12410747446273
228746,500,0.02,-0.04,0.04,-0.0199999999999999,52,500.0,259.12410747446273
234959,500,0.01,-0.0099999999999999,-0.03,0.05,58,500.0,259.12410747446273
112283,500,0.0,0.04,0.02,-0.0099999999999999,82,500.0,259.12410747446273
85508,500,-0.04,-0.04,0.05,-0.0099999999999999,45,500.0,259.12410747446273
252571,500,0.0,-0.03,-0.05,0.02,15,269.0,184.78207630607707
62166,500,-0.0099999999999999,-0.0199999999999999,0.0,-0.04,15,500.0,259.12410747446273
13394,500,0.04,-0.03,0.02,-0.04,52,478.0,254.0531915338304
38847,500,-0.04,-0.03,-0.04,0.05,95,500.0,259.12410747446273
153198,500,0.02,0.05,-0.05,0.03,83,500.0,259.12410747446273
94956,500,-0.0199999999999999,-0.05,-0.03,-0.05,77,500.0,259.12410747446273
275289,500,-0.05,-0.0199999999999999,-0.05,-0.03,45,500.0,259.12410747446273
81808,500,-0.03,0.05,-0.03,-0.04,28,500.0,259.12410747446273
79470,500,-0.0199999999999999,0.0,-0.04,0.02,8,223.0,162.76474750037698
112045,500,0.0,0.0,0.05,0.01,88,500.0,259.12410747446273
49377,500,-0.03,0.02,-0.03,0.04,66,500.0,259.12410747446273
219084,500,-0.0199999999999999,0.02,0.02,0.04,7,290.0,193.86530681194984
64995,500,0.02,0.02,0.01,-0.05,17,366.0,222.3374971347035
130829,500,0.0,-0.03,0.01,-0.03,6,339.0,212.9580248943337
177705,500,-0.03,-0.0099999999999999,0.04,-0.05,94,500.0,259.12410747446273
233030,500,0.05,0.0,-0.04,0.03,1,21.0,20.38181004016717
184416,500,-0.03,0.05,-0.0199999999999999,-0.05,16,241.0,171.74429423544947
265598,500,-0.03,0.04,-0.05,0.03,80,500.0,259.12410747446273
23032,500,0.02,-0.04,0.01,0.0,24,500.0,259.12410747446273
206026,500,-0.0199999999999999,-0.0199999999999999,-0.05,0.05,37,500.0,259.12410747446273
171476,500,0.02,-0.0099999999999999,0.01,-0.04,45,500.0,259.12410747446273
116369,500,0.0,0.04,0.01,0.01,52,500.0,259.12410747446273
123340,500,0.02,0.05,0.0,-0.0099999999999999,2,64.0,58.31042065806491
57209,500,-0.03,0.03,0.02,0.04,99,500.0,259.12410747446273
