,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
183658,500,0.03,-0.04,-0.03,-0.03,58,500.0,259.12410747446273
126933,500,-0.03,0.03,-0.04,-0.05,35,500.0,259.12410747446273
206564,500,0.03,0.03,-0.05,0.05,52,500.0,259.12410747446273
275918,500,-0.04,-0.04,0.02,-0.0199999999999999,34,500.0,259.12410747446273
36851,500,0.04,0.02,-0.03,0.02,24,297.0,196.76790731449051
35177,500,0.0,0.02,-0.03,0.03,39,500.0,259.12410747446273
259672,500,0.01,0.04,-0.03,0.05,2,434.0,242.8481537754253
25860,500,0.0,-0.0099999999999999,0.0,-0.03,88,500.0,259.12410747446273
34372,500,-0.0199999999999999,0.04,0.02,0.0,32,500.0,259.12410747446273
25550,500,-0.0199999999999999,0.01,0.03,-0.04,32,500.0,259.12410747446273
19294,500,0.02,0.05,-0.0199999999999999,0.05,1,41.0,38.63326533479836
125458,500,0.04,0.03,0.03,0.03,92,451.0,247.3537880725121
244801,500,-0.0199999999999999,-0.0099999999999999,0.03,-0.05,4,241.0,171.74429423544947
156398,500,0.0,-0.03,-0.04,0.01,72,500.0,259.12410747446273
155481,500,-0.0099999999999999,0.03,-0.03,-0.05,20,500.0,259.12410747446273
213360,500,-0.0099999999999999,-0.05,0.04,0.05,87,500.0,259.12410747446273
229137,500,-0.03,-0.0099999999999999,0.04,0.02,49,303.0,199.20772222991923
159844,500,-0.05,-0.05,0.01,-0.0199999999999999,74,500.0,259.12410747446273
127005,500,-0.0099999999999999,-0.0199999999999999,0.04,0.05,76,500.0,259.12410747446273
96208,500,-0.04,-0.03,-0.03,0.04,50,500.0,259.12410747446273
8858,500,0.05,0.02,-0.0099999999999999,-0.05,52,500.0,259.12410747446273
297285,500,0.05,-0.05,0.02,-0.05,28,500.0,259.12410747446273
204106,500,-0.05,0.0,0.01,0.05,68,398.0,232.51215861412837
147059,500,0.01,-0.04,-0.0199999999999999,0.05,35,500.0,259.12410747446273
61628,500,-0.03,-0.05,-0.0199999999999999,-0.0099999999999999,73,500.0,259.12410747446273
228033,500,-0.0199999999999999,0.04,-0.0199999999999999,-0.05,32,446.0,246.0524059141695
91490,500,0.03,-0.03,0.02,0.02,82,500.0,259.12410747446273
38030,500,0.0,0.02,0.0,0.01,34,500.0,259.12410747446273
252303,500,0.02,0.02,0.0,0.04,81,500.0,259.12410747446273
13907,500,-0.05,0.01,-0.05,0.0,49,495.0,258.0008802903204
