,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
429228,500,0.2,0.16,0.12,0.2,12,500.0,259.12410747446273
470284,500,-0.2,0.0,0.16,-0.12,51,500.0,259.12410747446273
833236,500,-0.2,0.0,0.0,0.08,12,413.0,236.95506298042687
336309,500,0.16,-0.16,-0.0399999999999999,-0.0399999999999999,37,500.0,259.12410747446273
886503,500,-0.2,0.08,0.12,-0.12,30,452.0,247.61172670829453
14295,500,0.04,-0.0399999999999999,-0.16,0.08,93,500.0,259.12410747446273
524137,500,0.2,-0.0799999999999999,0.12,-0.0799999999999999,32,500.0,259.12410747446273
104615,500,-0.16,0.12,-0.12,0.2,50,353.0,217.91637381783931
41625,500,-0.0799999999999999,-0.0799999999999999,0.2,0.0,73,289.0,193.44564374317935
62737,500,-0.0399999999999999,-0.12,0.12,-0.16,1,22.0,21.320664610046677
697960,500,-0.2,-0.0799999999999999,-0.16,-0.12,92,195.0,147.79458774079183
877326,500,0.0,-0.12,0.16,-0.0799999999999999,71,312.0,202.78595986381237
944378,500,0.12,-0.0399999999999999,-0.2,-0.0799999999999999,6,145.0,117.71946046381106
382922,500,0.08,0.04,-0.0399999999999999,-0.0399999999999999,52,500.0,259.12410747446273
521240,500,-0.0799999999999999,-0.12,0.2,-0.0799999999999999,50,500.0,259.12410747446273
31093,500,0.12,0.2,0.0,-0.16,4,500.0,259.12410747446273
492983,500,0.0,0.0,-0.16,0.08,11,193.0,146.6763256075064
609482,500,-0.16,-0.16,0.2,0.04,35,316.0,204.34549287582124
855745,500,-0.12,-0.12,-0.0399999999999999,0.16,8,434.0,242.8481537754253
673904,500,-0.0399999999999999,0.0,0.0,0.12,99,500.0,259.12410747446273
617391,500,-0.2,-0.16,-0.12,0.0,87,354.0,218.2626246963858
540467,500,0.12,0.16,-0.2,0.12,56,500.0,259.12410747446273
182059,500,-0.12,-0.16,-0.12,0.2,81,337.0,212.23250986091043
502156,500,-0.12,0.0,0.12,0.0,39,500.0,259.12410747446273
217853,500,-0.0399999999999999,-0.12,-0.0399999999999999,0.08,20,500.0,259.12410747446273
1011129,500,-0.0399999999999999,0.04,-0.16,-0.16,81,179.0,138.6574817806778
431733,500,-0.0799999999999999,-0.16,-0.12,0.2,7,433.0,242.5758814196844
555281,500,-0.0399999999999999,-0.12,-0.2,-0.16,54,239.0,170.77037957951032
388474,500,0.2,0.04,0.08,-0.0399999999999999,46,500.0,259.12410747446273
829404,500,-0.0399999999999999,-0.16,-0.0399999999999999,0.08,72,500.0,259.12410747446273
1022734,500,-0.12,-0.0799999999999999,0.12,-0.16,74,500.0,259.12410747446273
117649,500,0.0,-0.16,-0.2,-0.2,22,156.0,124.72894422201334
234916,500,0.08,0.16,-0.0799999999999999,-0.2,45,484.0,255.4695739821452
495881,500,0.0,-0.12,-0.16,-0.0799999999999999,83,183.0,140.98310051254907
859674,500,-0.2,-0.12,0.04,0.12,77,500.0,259.12410747446273
258763,500,-0.0799999999999999,-0.12,-0.16,0.12,72,427.0,240.9249559697008
215746,500,-0.2,0.12,0.16,-0.12,68,500.0,259.12410747446273
143570,500,-0.16,0.12,-0.0799999999999999,0.2,100,500.0,259.12410747446273
261110,500,0.0,-0.12,0.16,-0.12,40,500.0,259.12410747446273
920356,500,-0.16,0.16,-0.0399999999999999,-0.0799999999999999,2,346.0,215.46326885227384
76877,500,-0.0399999999999999,0.0,0.0,0.2,7,402.0,233.71657924784432
520719,500,0.08,-0.12,0.12,-0.0399999999999999,88,500.0,259.12410747446273
655206,500,-0.2,0.2,0.2,0.12,42,149.0,120.29520705794393
960186,500,-0.0399999999999999,0.12,0.0,0.0,62,500.0,259.12410747446273
146687,500,-0.16,0.08,0.16,0.2,46,217.0,159.66201584163386
851788,500,-0.0399999999999999,-0.12,-0.16,-0.12,61,181.0,139.8237848073298
1025851,500,0.2,0.2,-0.2,-0.2,19,500.0,259.12410747446273
427798,500,-0.0799999999999999,-0.2,-0.0799999999999999,0.0,50,332.0,210.399533767009
134048,500,-0.2,0.08,0.08,-0.2,87,500.0,259.12410747446273
116696,500,0.04,0.12,-0.12,0.16,50,500.0,259.12410747446273
630415,500,-0.0399999999999999,-0.0799999999999999,0.04,-0.0399999999999999,23,500.0,259.12410747446273
36543,500,-0.2,0.2,-0.2,-0.0799999999999999,49,500.0,259.12410747446273
919243,500,-0.0799999999999999,-0.2,-0.0799999999999999,0.08,73,322.0,206.6499301424963
863358,500,0.16,0.2,-0.2,-0.0399999999999999,91,500.0,259.12410747446273
1015156,500,0.0,0.0,-0.12,0.2,22,500.0,259.12410747446273
282200,500,0.2,0.12,-0.0799999999999999,0.0,36,500.0,259.12410747446273
917455,500,0.04,0.16,-0.0399999999999999,0.12,54,500.0,259.12410747446273
230746,500,0.16,0.16,-0.0399999999999999,0.12,62,500.0,259.12410747446273
95345,500,-0.0399999999999999,0.12,0.08,-0.12,87,426.0,240.64689665967987
1006215,500,-0.0399999999999999,0.16,0.2,0.12,100,146.0,118.36630208241962
600980,500,-0.16,0.08,-0.0399999999999999,-0.16,87,396.0,231.9044984644287
452859,500,0.08,-0.0799999999999999,-0.16,-0.12,74,191.0,145.55132358711683
176820,500,0.2,0.08,-0.16,-0.0399999999999999,40,500.0,259.12410747446273
378137,500,0.12,-0.12,-0.16,0.08,33,500.0,259.12410747446273
825699,500,-0.0399999999999999,0.12,0.2,-0.2,88,374.0,224.97359345061471
996843,500,-0.16,0.0,-0.0399999999999999,-0.16,72,500.0,259.12410747446273
752431,500,-0.0399999999999999,-0.16,-0.2,0.04,11,171.0,133.92155037635496
732172,500,0.16,0.12,-0.12,-0.12,28,404.0,234.3133832215705
617957,500,-0.2,0.2,0.0,-0.2,91,500.0,259.12410747446273
955227,500,0.08,0.0,-0.0399999999999999,0.16,42,500.0,259.12410747446273
437778,500,0.04,0.04,0.12,0.08,81,316.0,204.34549287582124
414670,500,0.2,0.12,-0.2,-0.0799999999999999,68,270.0,185.22773007715884
351072,500,-0.12,0.2,0.04,-0.2,8,256.0,178.86506672548884
663777,500,-0.0799999999999999,0.16,-0.0799999999999999,-0.2,80,378.0,226.26807059732843
955366,500,0.16,-0.16,0.16,-0.12,83,500.0,259.12410747446273
411541,500,-0.0799999999999999,0.04,0.2,0.16,12,500.0,259.12410747446273
914535,500,-0.2,0.08,-0.0399999999999999,-0.0799999999999999,94,451.0,247.3537880725121
306387,500,0.0,-0.16,-0.2,-0.16,23,168.0,132.11602200897406
91258,500,0.04,0.08,0.2,0.0,51,425.0,240.3680006616649
287099,500,-0.0399999999999999,0.16,0.08,-0.0399999999999999,6,197.0,148.90615036563673
557386,500,0.0,-0.16,0.2,-0.12,33,250.0,176.0552082821252
623634,500,-0.2,-0.0399999999999999,-0.16,0.16,54,375.0,225.29867267026287
801621,500,0.2,0.2,-0.2,0.04,28,500.0,259.12410747446273
283724,500,0.2,0.0,-0.16,-0.0799999999999999,64,215.0,158.61527998401812
403977,500,-0.2,-0.0399999999999999,-0.0399999999999999,0.0,23,253.0,177.46646914471907
195753,500,-0.0399999999999999,0.04,0.0,-0.2,45,500.0,259.12410747446273
653317,500,-0.12,-0.2,0.2,-0.0799999999999999,30,291.0,194.283710891514
905133,500,-0.0399999999999999,0.12,-0.2,-0.0399999999999999,79,500.0,259.12410747446273
295553,500,0.16,0.04,-0.2,0.0,63,303.0,199.20772222991923
242118,500,-0.0399999999999999,0.0,-0.0799999999999999,-0.0799999999999999,33,500.0,259.12410747446273
568930,500,0.16,0.0,-0.0799999999999999,0.04,49,500.0,259.12410747446273
1023989,500,0.0,0.16,0.08,-0.16,94,396.0,231.9044984644287
491938,500,-0.16,0.04,-0.12,-0.0799999999999999,45,364.0,221.6685131972684
563627,500,0.04,-0.16,0.12,-0.0799999999999999,45,500.0,259.12410747446273
751291,500,0.2,-0.0399999999999999,-0.12,0.12,77,327.0,208.5388138373145
650678,500,0.04,0.08,0.0,0.04,32,268.0,184.33508155072929
697499,500,-0.0799999999999999,0.04,-0.12,-0.12,66,370.0,223.663465372492
80803,500,0.08,0.08,0.08,0.04,16,500.0,259.12410747446273
572913,500,0.08,0.08,-0.0799999999999999,-0.0399999999999999,63,500.0,259.12410747446273
749372,500,-0.16,0.0,0.04,0.16,1,40.0,37.7465048493464
877294,500,0.12,0.2,-0.2,0.0,50,408.0,235.4962862317396
394775,500,-0.12,0.04,0.12,-0.12,64,500.0,259.12410747446273
53093,500,0.16,0.2,0.0,0.16,61,410.0,236.08242798092525
779436,500,0.08,0.04,-0.0799999999999999,-0.0399999999999999,52,500.0,259.12410747446273
580954,500,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,0.08,45,500.0,259.12410747446273
646779,500,0.08,-0.12,0.0,-0.16,22,500.0,259.12410747446273
657193,500,0.2,0.04,0.04,-0.0399999999999999,49,395.0,231.5992963534892
197922,500,0.0,-0.16,0.12,-0.0399999999999999,77,500.0,259.12410747446273
26430,500,0.04,0.12,0.2,-0.12,50,305.0,200.01126876603976
977140,500,0.12,0.16,-0.0399999999999999,-0.12,74,500.0,259.12410747446273
888482,500,-0.0799999999999999,0.0,0.0,-0.2,15,500.0,259.12410747446273
