Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return
500,-0.025084592401981354,0.03707578405737877,0.020128272473812103,0.03517105057835579,41,465.0
500,-0.04039740562438965,-0.036301542073488235,0.012409418821334839,0.013179945759475231,79,335.0
500,-0.03854234889149666,0.03356090188026428,-0.014610233716666698,0.028538992628455162,60,405.0
500,0.014632976613938808,0.01738368347287178,0.042934972792863846,-0.03428509086370468,48,339.0
500,0.039103616029024124,0.04570328816771507,-0.04856313765048981,-0.03377660736441612,39,283.0
500,-0.020771775394678116,0.015486803837120533,-0.02514033019542694,0.048471398651599884,58,500.0
500,-0.04451637342572212,0.036570072174072266,0.04677364230155945,-0.029505085200071335,9,321.0
500,-0.04359230399131775,-0.0051097990944981575,-0.04820304363965988,-0.03327919542789459,2,109.0
500,0.010800711810588837,0.043998025357723236,-0.03201616555452347,0.02308417111635208,28,288.0
500,-0.0391596294939518,0.038850825279951096,0.040332794189453125,-0.03246236592531204,99,415.0
