Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SHHH', 'FHHH', 'FFHH', 'HFFG']",24,9,1.0,0.994009
1,"['SHHF', 'FFHF', 'FFFH', 'FFFG']",11,10,1.0,0.997
1,"['SFFF', 'HFFH', 'HFFH', 'HFFG']",52,2,1.0,0.9821344612135428
1,"['SFFF', 'HFHF', 'HHFF', 'FFHG']",56,11,1.0,1.0
1,"['SHHF', 'FHHH', 'FFHH', 'FFFG']",36,12,1.0,0.988053892081
1,"['SFFF', 'HFHF', 'FFFF', 'FFFG']",86,3,1.0,0.994009
1,"['SFHF', 'FHHH', 'FFFF', 'HHHG']",32,10,1.0,0.997
1,"['SFFF', 'FHFF', 'FFHF', 'FFFG']",44,3,1.0,0.9821344612135428
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",82,6,1.0,0.994009
1,"['SFFH', 'HFFH', 'HHFF', 'FHHG']",56,11,1.0,1.0
1,"['SFFF', 'FHFF', 'HFHF', 'FFFG']",91,9,1.0,0.994009
1,"['SFFH', 'HHFH', 'HFFH', 'FFFG']",41,6,1.0,0.994009
1,"['SFHH', 'HFFF', 'FHHF', 'FHHG']",64,7,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFF', 'FHFG']",64,1,1.0,0.9388545698794984
1,"['SFHH', 'FHHH', 'FFHH', 'HFFG']",26,0,0.0,0.0
1,"['SHHH', 'FFFF', 'HHHF', 'FHFG']",22,11,1.0,1.0
1,"['SFFH', 'HFFF', 'FFFF', 'FHFG']",49,2,1.0,0.991026973
1,"['SFHH', 'HFFH', 'HFFF', 'FHFG']",28,11,1.0,1.0
1,"['SFHH', 'FFHF', 'FFFF', 'HHHG']",62,1,1.0,0.9445131481500655
1,"['SFHH', 'FFHH', 'FFHF', 'HFFG']",97,11,1.0,1.0
1,"['SFFF', 'HFHF', 'FFFF', 'FFHG']",32,10,1.0,0.997
1,"['SFHF', 'HFHH', 'HFFF', 'HHHG']",60,11,1.0,1.0
1,"['SFHF', 'FFHH', 'FFFH', 'FFFG']",95,0,1.0,0.9791880578299021
1,"['SFHH', 'FHHH', 'FHHH', 'FFFG']",10,12,1.0,0.991026973
1,"['SHFH', 'FFFH', 'HHFH', 'HFFG']",76,6,1.0,0.985089730404757
1,"['SFFF', 'HFFH', 'HFFF', 'HFHG']",17,11,1.0,1.0
1,"['SFFF', 'HHFF', 'FHHF', 'FFFG']",34,12,1.0,0.994009
1,"['SHHF', 'FFHH', 'FFHH', 'HFFG']",47,14,1.0,1.0
1,"['SFFH', 'FHFF', 'FFFH', 'FHFG']",57,10,1.0,0.997
1,"['SHHH', 'FHHF', 'FFHH', 'FFFG']",90,14,1.0,1.0
1,"['SFHF', 'FFFH', 'FFFF', 'HFFG']",20,6,1.0,0.994009
1,"['SFFF', 'HFFF', 'HFFF', 'FHFG']",6,3,1.0,0.991026973
1,"['SHHH', 'FHHF', 'FFFF', 'FHHG']",81,0,1.0,0.8657003616774767
1,"['SHFH', 'FFFF', 'FFHF', 'FFHG']",38,12,0.0,0.0
1,"['SHFF', 'FFFF', 'HHHF', 'FFFG']",93,2,1.0,0.991026973
1,"['SFFF', 'FFFF', 'FHHH', 'FFFG']",25,2,0.0,0.0
1,"['SFFF', 'HFFF', 'FFFH', 'FHFG']",5,5,1.0,0.7792882711929549
1,"['SFFH', 'HHFH', 'FFFH', 'HHFG']",39,10,1.0,0.997
1,"['SFFF', 'HFHF', 'HHHF', 'HHHG']",100,0,1.0,0.985089730404757
1,"['SFFH', 'FHFF', 'FFFF', 'HHHG']",52,6,1.0,0.994009
1,"['SHHH', 'FHHH', 'FFFH', 'HHFG']",89,10,1.0,0.997
1,"['SFFF', 'FHFF', 'HHFH', 'FHFG']",16,3,0.0,0.0
1,"['SFFF', 'HFFF', 'FHFF', 'FFFG']",53,12,1.0,0.994009
1,"['SFFF', 'HFFF', 'FHHF', 'HHFG']",11,14,1.0,1.0
1,"['SHFF', 'FFHF', 'FFFF', 'FHHG']",84,0,1.0,0.9445131481500655
1,"['SHFF', 'FFFF', 'FFHF', 'FHHG']",37,11,1.0,1.0
1,"['SFFF', 'HHHF', 'HHFF', 'HFFG']",86,14,1.0,1.0
1,"['SHFH', 'FHHH', 'FFHH', 'HFFG']",44,14,1.0,1.0
1,"['SHFH', 'FFFF', 'HFHF', 'HHFG']",20,4,0.0,0.0
1,"['SHHF', 'FFFF', 'FHHF', 'HFHG']",93,13,0.0,0.0
1,"['SHFH', 'FFFH', 'FFFH', 'FFFG']",66,2,1.0,0.991026973
1,"['SFFF', 'HFHF', 'HHHF', 'FHFG']",9,12,0.0,0.0
1,"['SFFF', 'HHHF', 'FHHF', 'HHHG']",34,3,1.0,0.994009
1,"['SFFF', 'HFHF', 'HFHF', 'FFHG']",47,11,1.0,1.0
1,"['SHHH', 'FFFF', 'HHHF', 'HHHG']",23,0,0.0,0.0
1,"['SFFF', 'HFHH', 'HFFF', 'HHHG']",3,3,0.0,0.0
1,"['SFFF', 'FFFH', 'FFHF', 'HFFG']",22,6,0.0,0.0
1,"['SHFF', 'FHFF', 'FFFF', 'HHFG']",28,7,1.0,0.997
1,"['SFFH', 'HFFF', 'HHHF', 'FHHG']",56,0,1.0,0.9502058312852957
1,"['SFFF', 'FHFF', 'HFFF', 'HFFG']",57,7,1.0,0.997
1,"['SFHH', 'FFFH', 'HHFF', 'HFFG']",10,10,1.0,0.997
1,"['SFFF', 'HHFH', 'HHFH', 'HHFG']",7,2,0.0,0.0
1,"['SHFH', 'FFFH', 'FHFF', 'HHHG']",29,8,0.0,0.0
1,"['SFFF', 'FHHF', 'FFFH', 'HFFG']",9,4,0.0,0.0
1,"['SHHF', 'FHFF', 'FFFF', 'HHHG']",94,9,1.0,0.994009
1,"['SHHH', 'FHHH', 'FFFH', 'HHFG']",5,14,1.0,1.0
1,"['SHHF', 'FHFH', 'FFHH', 'FFFG']",88,13,1.0,0.997
1,"['SHHF', 'FHHH', 'FHHF', 'FFFG']",90,4,1.0,0.988053892081
1,"['SHFH', 'FFHH', 'HFFH', 'HFFG']",81,0,0.0,0.0
1,"['SFHF', 'FHFF', 'FFFH', 'FFFG']",6,6,0.0,0.0
1,"['SFHH', 'HFFF', 'FHFH', 'FFFG']",54,1,1.0,0.988053892081
1,"['SFFH', 'HHFF', 'FHFF', 'FHFG']",13,14,1.0,1.0
1,"['SHFF', 'FFHH', 'HFFH', 'HHFG']",74,0,1.0,0.8225935318117279
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",29,5,0.0,0.0
1,"['SFHH', 'HFFF', 'FFFF', 'HHHG']",61,10,1.0,0.997
1,"['SFHH', 'HFHH', 'HFFH', 'FHFG']",96,1,1.0,0.9445131481500655
1,"['SHHF', 'FFFF', 'FHHF', 'FHHG']",42,7,1.0,0.997
1,"['SFHF', 'HFHF', 'HFFH', 'HHFG']",13,5,0.0,0.0
1,"['SFHH', 'HFFH', 'FFFH', 'HHFG']",56,8,0.0,0.0
1,"['SFHH', 'FFFF', 'FFHF', 'HHHG']",80,11,1.0,1.0
1,"['SFFF', 'HHFF', 'HFFF', 'HFHG']",38,3,1.0,0.988053892081
1,"['SFFH', 'HHFF', 'HFHF', 'HHHG']",49,6,1.0,0.994009
1,"['SFHF', 'FFFH', 'FFFF', 'FFFG']",39,8,1.0,0.991026973
1,"['SFFF', 'FHHF', 'HHFF', 'HFFG']",23,11,1.0,1.0
1,"['SHHH', 'FFFH', 'HFHH', 'HFFG']",71,14,1.0,1.0
1,"['SHFH', 'FFFF', 'HFHF', 'FHHG']",36,9,1.0,0.988053892081
1,"['SHHF', 'FHHH', 'FHHH', 'FFFG']",18,8,0.0,0.0
1,"['SHFH', 'FFFH', 'HHFF', 'HHHG']",19,6,1.0,0.79346393184295
1,"['SFFH', 'HHFH', 'FFFH', 'HFFG']",71,1,1.0,0.9645880999032158
1,"['SHHH', 'FFFH', 'HHFF', 'FFHG']",23,11,1.0,1.0
1,"['SFFF', 'HHHF', 'FHFF', 'FHHG']",69,10,1.0,0.997
1,"['SFHF', 'HFFH', 'FFHH', 'HFFG']",80,13,1.0,0.997
1,"['SHHH', 'FHHF', 'FFFF', 'HHHG']",6,4,0.0,0.0
1,"['SHFH', 'FFFH', 'HFFF', 'FHFG']",78,11,1.0,1.0
1,"['SFFF', 'FHFF', 'FHHF', 'FFFG']",87,2,1.0,0.988053892081
1,"['SHHH', 'FFFF', 'HHHF', 'FFHG']",10,13,0.0,0.0
1,"['SFFF', 'HFFH', 'HHFF', 'FFFG']",83,0,1.0,0.9733217421754432
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",2,13,1.0,0.997
1,"['SFFH', 'HFFH', 'HHFF', 'HHHG']",81,2,1.0,0.991026973
1,"['SHHH', 'FFHF', 'FFFH', 'HHFG']",73,14,1.0,1.0
1,"['SFFH', 'FFFH', 'FFFF', 'FFHG']",85,4,1.0,0.988053892081
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",86,13,0.0,0.0
1,"['SFHH', 'FHHH', 'FFFH', 'HHFG']",21,4,0.0,0.0
1,"['SFFF', 'HHHF', 'HHHF', 'HHHG']",11,11,1.0,1.0
1,"['SFFF', 'HHHF', 'FFHF', 'HHHG']",39,1,1.0,0.9762504936564125
1,"['SHFH', 'FFHF', 'FFHH', 'HFFG']",46,7,0.0,0.0
1,"['SHHF', 'FFFF', 'FFFF', 'FFFG']",57,12,1.0,0.994009
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",57,11,1.0,1.0
1,"['SHFH', 'FFHH', 'FFHF', 'FFFG']",40,12,1.0,0.994009
1,"['SFHF', 'HFHF', 'HFFF', 'FFFG']",41,10,1.0,0.997
1,"['SFFF', 'HHFF', 'HFHF', 'HFHG']",42,6,1.0,0.994009
1,"['SFHH', 'HFFF', 'FHHF', 'FHHG']",27,11,1.0,1.0
1,"['SFFF', 'HFFF', 'FFHF', 'FFHG']",99,9,1.0,0.9791880578299021
1,"['SHHF', 'FHHH', 'FFFH', 'FFFG']",15,8,1.0,0.9762504936564125
1,"['SFFF', 'HHHF', 'HHHF', 'HHHG']",50,11,1.0,1.0
1,"['SFFF', 'HHFF', 'FFFF', 'FFFG']",44,3,1.0,0.985089730404757
1,"['SFFF', 'FFHF', 'HFHF', 'FFHG']",38,0,1.0,0.9762504936564125
1,"['SFFH', 'HHFF', 'HHHF', 'HHFG']",97,7,1.0,0.997
