Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'HFHH', 'HFHH', 'HFFG']",57,9,1.0,0.994009
1,"['SHFH', 'FFFF', 'HHHF', 'HHHG']",72,5,0.0,0.0
1,"['SFHF', 'FFFF', 'HHFH', 'FFFG']",90,4,1.0,0.9704017769489168
1,"['SHHF', 'FHHF', 'FFFH', 'FHFG']",32,0,0.0,0.0
1,"['SFHH', 'FFFH', 'HHFF', 'HHFG']",4,11,1.0,1.0
1,"['SFFF', 'HFFF', 'FHFF', 'HFFG']",5,13,1.0,0.994009
1,"['SFHF', 'FFHH', 'HFHH', 'HFFG']",15,9,1.0,0.7494371162085136
1,"['SHFH', 'FFFH', 'HHFF', 'HHHG']",7,2,1.0,0.803057341509771
1,"['SFFF', 'HFHF', 'FHFF', 'FHFG']",93,5,1.0,0.9791880578299021
1,"['SFFF', 'HHFH', 'HFFF', 'HHHG']",45,1,1.0,0.9704017769489168
1,"['SFHF', 'FFHF', 'FFFF', 'HFFG']",6,9,1.0,0.994009
1,"['SHHF', 'FFHF', 'FFFF', 'FFHG']",55,5,1.0,0.9733217421754432
1,"['SFFF', 'FHHF', 'FHHF', 'HHHG']",41,7,1.0,0.997
1,"['SHFH', 'FHFH', 'FHFH', 'FFFG']",50,6,1.0,0.994009
1,"['SFHH', 'FHHH', 'FFHF', 'HFFG']",71,4,1.0,0.8527925358961662
1,"['SFFF', 'HHFF', 'HFFF', 'FFHG']",93,6,1.0,0.994009
1,"['SHHH', 'FFHF', 'FFFH', 'FHFG']",63,12,0.0,0.0
1,"['SFHH', 'FFFF', 'HFHF', 'HHHG']",65,0,1.0,0.985089730404757
1,"['SHHH', 'FFHH', 'HFFF', 'FHHG']",47,9,1.0,0.994009
1,"['SFHH', 'FHHF', 'FFFH', 'FFFG']",11,14,1.0,1.0
1,"['SFHF', 'HFHH', 'HFHH', 'FFFG']",83,14,1.0,1.0
1,"['SHFF', 'FFFF', 'HHHF', 'HHFG']",99,14,1.0,1.0
1,"['SFFF', 'HHHF', 'HFFF', 'FFHG']",11,2,1.0,0.9588092525966956
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",88,8,0.0,0.0
1,"['SFHF', 'HFFF', 'HHHF', 'FHFG']",24,0,1.0,0.747188804859888
1,"['SHFF', 'FHHH', 'FHHF', 'FFFG']",63,12,1.0,0.994009
1,"['SHHF', 'FHFH', 'FFFH', 'HHFG']",33,6,1.0,0.994009
1,"['SFHF', 'FHFF', 'FFFF', 'HHFG']",64,11,1.0,1.0
1,"['SHHH', 'FHFH', 'FFFF', 'HHHG']",89,4,1.0,0.988053892081
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",46,0,0.0,0.0
1,"['SFFH', 'FHFF', 'FHHF', 'HHHG']",37,6,1.0,0.994009
1,"['SFFH', 'HHFH', 'HHFF', 'HFFG']",96,14,1.0,1.0
1,"['SFFF', 'HHFH', 'FHFF', 'FFHG']",92,3,1.0,0.9645880999032158
1,"['SFFF', 'HHFF', 'FHHF', 'HHFG']",70,14,1.0,1.0
1,"['SHFF', 'FFHH', 'HFFF', 'HFHG']",19,4,0.0,0.0
1,"['SFFF', 'FFFF', 'FHFF', 'HFFG']",60,13,1.0,0.997
1,"['SFHH', 'FFFF', 'HFHF', 'FHHG']",68,11,1.0,1.0
1,"['SFFH', 'FHFF', 'HFHF', 'FHFG']",25,7,1.0,0.997
1,"['SHHF', 'FHFF', 'FFFH', 'FFFG']",26,3,1.0,0.8225935318117279
1,"['SFHH', 'FHHF', 'FFHH', 'HFFG']",93,13,1.0,0.997
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",96,13,0.0,0.0
1,"['SFFF', 'HFHF', 'FFHH', 'FFFG']",58,7,1.0,0.8225935318117279
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",88,0,1.0,0.884100203995605
1,"['SFFH', 'HFHH', 'HFHH', 'HFFG']",73,13,1.0,0.997
1,"['SFFF', 'FHHH', 'FFFH', 'HHFG']",97,3,0.0,0.0
1,"['SFFH', 'FFFH', 'HFFH', 'HHFG']",34,1,1.0,0.9304302024748964
1,"['SFHH', 'HFHH', 'HFHH', 'FFFG']",82,5,1.0,0.9762504936564125
1,"['SFHF', 'HFHH', 'HFHH', 'HFFG']",91,0,1.0,0.9733217421754432
1,"['SHHH', 'FFFH', 'HHFF', 'HHHG']",37,0,0.0,0.0
1,"['SHFH', 'FFHF', 'HFFH', 'HHFG']",63,2,0.0,0.0
1,"['SFHF', 'HFFH', 'HFHH', 'HFFG']",95,14,1.0,1.0
1,"['SHFF', 'FFHH', 'HFFF', 'FHHG']",87,12,0.0,0.0
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",49,6,1.0,0.994009
1,"['SFHF', 'HFHH', 'HFFF', 'HHHG']",21,10,1.0,0.997
1,"['SHHF', 'FFFF', 'HFFF', 'FFFG']",10,4,1.0,0.988053892081
1,"['SFHH', 'HFFF', 'FHHF', 'FFHG']",82,7,1.0,0.997
1,"['SFFH', 'FFFF', 'FHFF', 'FHFG']",50,2,1.0,0.988053892081
1,"['SHHF', 'FFFH', 'FFFF', 'FHFG']",3,0,0.0,0.0
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",82,12,1.0,0.994009
1,"['SFHH', 'FFFH', 'HFFF', 'FHHG']",31,9,1.0,0.994009
1,"['SFFF', 'FFFH', 'HFFH', 'FHFG']",94,3,1.0,0.9645880999032158
1,"['SHFF', 'FFFH', 'FFFH', 'FHFG']",41,6,1.0,0.9674905716180701
1,"['SFHH', 'HFFF', 'HHFH', 'HHFG']",43,7,0.0,0.0
1,"['SFFF', 'HHHF', 'HHHF', 'FHHG']",15,2,1.0,0.9276389118674717
1,"['SFFH', 'FHFH', 'HHFF', 'FFHG']",100,4,1.0,0.9530650263643888
1,"['SFHH', 'FFFF', 'HHFH', 'FHFG']",42,14,1.0,1.0
1,"['SFFF', 'FHFH', 'FHFH', 'HHFG']",91,1,1.0,0.9674905716180701
1,"['SFHF', 'FFHF', 'FFFH', 'FHFG']",33,8,1.0,0.7792882711929549
1,"['SFFH', 'HFFH', 'HFFH', 'HHFG']",94,14,1.0,1.0
1,"['SHHH', 'FFFF', 'FHFH', 'HFFG']",63,5,0.0,0.0
1,"['SFFH', 'HHFH', 'FFFF', 'HHHG']",54,2,1.0,0.985089730404757
1,"['SFHF', 'HFHH', 'HFHH', 'HFFG']",74,3,0.0,0.0
1,"['SFHF', 'FFFH', 'HFHH', 'HFFG']",88,4,1.0,0.9791880578299021
1,"['SFFH', 'HHFF', 'FHFH', 'HHFG']",58,7,0.0,0.0
1,"['SFFF', 'FFHF', 'HHHF', 'HHHG']",46,5,1.0,0.9704017769489168
1,"['SFHH', 'FFHF', 'HFFH', 'HHFG']",39,14,1.0,1.0
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",12,0,0.0,0.0
1,"['SFHF', 'HFFH', 'HHFF', 'HHFG']",17,6,1.0,0.994009
1,"['SFHF', 'HFFH', 'HFFF', 'FHFG']",18,10,1.0,0.997
1,"['SHFF', 'FFFF', 'FHFF', 'FHHG']",47,6,1.0,0.994009
1,"['SHHH', 'FHFF', 'FFFF', 'HHHG']",93,7,1.0,0.997
1,"['SFFF', 'HHFH', 'HHFH', 'HFFG']",1,2,0.0,0.0
1,"['SFFH', 'FFHF', 'HFFH', 'HFFG']",36,14,1.0,1.0
1,"['SFHH', 'HFFH', 'HFFF', 'HHHG']",61,5,1.0,0.991026973
1,"['SFFH', 'HHFH', 'HHFF', 'HHHG']",75,2,1.0,0.991026973
1,"['SFHH', 'FFHH', 'FFFF', 'HFHG']",6,9,0.0,0.0
1,"['SFFH', 'FHFH', 'FHFF', 'FFHG']",93,13,0.0,0.0
