Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SHHH', 'FFFF', 'HHFH', 'FFFG']",16,7,0.0,0.0
1,"['SFFF', 'FFFF', 'HFFH', 'FFFG']",50,4,1.0,0.9762504936564125
1,"['SFHF', 'FHHF', 'FHHH', 'FFFG']",40,12,1.0,0.994009
1,"['SFFH', 'HHFH', 'HHFF', 'HFHG']",32,6,1.0,0.994009
1,"['SFFF', 'FHFF', 'FFFF', 'FHFG']",66,7,1.0,0.997
1,"['SFHH', 'HFFH', 'FHFH', 'HFFG']",98,8,0.0,0.0
1,"['SFFF', 'FHFF', 'FFFF', 'HFHG']",62,6,1.0,0.994009
1,"['SFHF', 'FHHH', 'FFHF', 'FFFG']",20,13,1.0,0.997
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",41,5,1.0,0.7539540549517295
1,"['SHHF', 'FFFF', 'FHHF', 'FFFG']",99,13,1.0,0.997
1,"['SFHH', 'FFFF', 'FHFF', 'HFFG']",77,1,1.0,0.985089730404757
1,"['SHFF', 'FFFF', 'FFHH', 'HFFG']",52,3,0.0,0.0
1,"['SFFH', 'HHFH', 'FHFH', 'HFFG']",88,8,0.0,0.0
1,"['SFHH', 'HFFF', 'HHHF', 'HHHG']",100,6,1.0,0.994009
1,"['SFFF', 'FHFF', 'FHHF', 'HHFG']",88,8,1.0,0.9704017769489168
1,"['SFFF', 'HFHF', 'HFHF', 'HHFG']",58,9,1.0,0.9821344612135428
1,"['SFFH', 'FFFF', 'HFHF', 'FFHG']",70,9,1.0,0.9791880578299021
1,"['SHFH', 'FFFF', 'HFHF', 'FHHG']",39,2,1.0,0.988053892081
1,"['SFHF', 'HFFH', 'HHFH', 'HFFG']",97,14,1.0,1.0
1,"['SHFF', 'FFHH', 'HFFF', 'FHHG']",73,3,0.0,0.0
1,"['SFFH', 'FHFH', 'FFFF', 'HFHG']",63,10,1.0,0.997
1,"['SFFH', 'HHFH', 'FHFF', 'FHFG']",59,1,1.0,0.9762504936564125
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",14,1,0.0,0.0
1,"['SHHH', 'FHFF', 'FFHF', 'FFFG']",44,7,1.0,0.997
1,"['SFHH', 'HFHF', 'HFFH', 'HHFG']",10,9,0.0,0.0
1,"['SHHF', 'FFHH', 'HFFH', 'HHFG']",20,5,0.0,0.0
1,"['SFFH', 'FFHH', 'HFFH', 'HHFG']",92,9,1.0,0.994009
1,"['SFFH', 'HHFH', 'FFFF', 'HFFG']",13,10,1.0,0.997
1,"['SFHH', 'FFFF', 'FFFH', 'HHFG']",67,6,1.0,0.994009
1,"['SFHH', 'HFFF', 'HHHF', 'FHHG']",80,6,1.0,0.994009
1,"['SFFH', 'HFHH', 'HFFF', 'HHFG']",65,2,1.0,0.9791880578299021
1,"['SHHF', 'FFFH', 'FHFF', 'HFFG']",5,8,0.0,0.0
1,"['SFHF', 'FHHH', 'FFFF', 'FFHG']",46,10,1.0,0.997
1,"['SHHF', 'FHFH', 'FFFF', 'FHFG']",14,14,1.0,1.0
1,"['SHHH', 'FHFH', 'FFHH', 'HFFG']",6,6,0.0,0.0
1,"['SHFF', 'FHFF', 'FHFF', 'FFFG']",76,13,1.0,0.997
1,"['SFFF', 'HFHF', 'FFHF', 'HFFG']",75,1,1.0,0.9821344612135428
1,"['SFFH', 'HFFF', 'FHHF', 'HHHG']",88,6,1.0,0.994009
1,"['SFHF', 'HFHH', 'HFFF', 'HFHG']",32,3,0.0,0.0
1,"['SHHF', 'FFFF', 'FHHF', 'FHFG']",7,4,0.0,0.0
1,"['SHFF', 'FFFH', 'HFFF', 'HFHG']",86,10,1.0,0.997
1,"['SFHF', 'HFHH', 'HFHF', 'HFFG']",11,5,0.0,0.0
1,"['SFHH', 'HFFF', 'FFHF', 'HFFG']",43,7,1.0,0.997
1,"['SFHH', 'FFFF', 'HHHF', 'HFHG']",86,13,0.0,0.0
1,"['SHHF', 'FFFF', 'HFHF', 'HHHG']",59,5,0.0,0.0
1,"['SFFF', 'HHFF', 'HFFF', 'FHHG']",66,7,1.0,0.997
1,"['SFFF', 'HFHF', 'HFFF', 'FHFG']",2,12,0.0,0.0
1,"['SHHH', 'FFHH', 'FFFF', 'HHHG']",90,9,1.0,0.994009
1,"['SHHH', 'FFFF', 'HHHF', 'HHFG']",35,14,1.0,1.0
1,"['SFFF', 'HHFF', 'FFHF', 'FFHG']",73,13,0.0,0.0
1,"['SHHF', 'FFFF', 'HHHF', 'HFHG']",24,13,0.0,0.0
1,"['SFHH', 'HFFF', 'HHHF', 'FHHG']",58,1,1.0,0.9674905716180701
1,"['SFFF', 'FHHF', 'HFFF', 'FFHG']",97,11,1.0,1.0
1,"['SHHH', 'FFHH', 'FFFF', 'HHHG']",61,4,0.0,0.0
1,"['SHFF', 'FFFH', 'HFFF', 'HHFG']",30,6,1.0,0.994009
1,"['SHFH', 'FFFF', 'HHFF', 'HFHG']",76,5,1.0,0.991026973
1,"['SHHH', 'FFFF', 'FHFF', 'FHHG']",8,4,0.0,0.0
1,"['SFHH', 'HFHH', 'HFFH', 'HFFG']",47,14,1.0,1.0
1,"['SFFF', 'HHHF', 'FHHF', 'HFHG']",28,1,1.0,0.9733217421754432
1,"['SFFH', 'FHFF', 'HHFF', 'FFFG']",43,2,1.0,0.991026973
1,"['SFHF', 'HFHH', 'HFFF', 'HFHG']",4,5,0.0,0.0
1,"['SFFH', 'HFFF', 'FHFH', 'HFFG']",26,13,1.0,0.997
1,"['SFHH', 'FFFH', 'FHHH', 'FFFG']",39,8,1.0,0.9762504936564125
1,"['SHFH', 'FFHH', 'FFFF', 'HHHG']",27,8,0.0,0.0
1,"['SFFF', 'FHFH', 'FHFF', 'FFHG']",100,4,1.0,0.9502058312852957
1,"['SFFH', 'FHFF', 'FFHH', 'HFFG']",63,6,0.0,0.0
1,"['SFHF', 'HFFH', 'HFFH', 'HHFG']",89,1,1.0,0.9704017769489168
1,"['SFHH', 'FFFF', 'FFHF', 'FFFG']",10,14,1.0,1.0
1,"['SHHH', 'FFHH', 'HFFF', 'HHHG']",77,0,0.0,0.0
1,"['SHHF', 'FFFF', 'HHHF', 'HHHG']",38,5,1.0,0.991026973
1,"['SFFF', 'HHHF', 'HFHF', 'HFHG']",34,2,1.0,0.9304302024748964
1,"['SHFF', 'FFHF', 'FFFF', 'HFHG']",19,5,0.0,0.0
1,"['SFHF', 'HFHF', 'HFFF', 'FHHG']",20,1,1.0,0.8553586117313603
1,"['SHHH', 'FFFF', 'HFFF', 'FHHG']",29,11,1.0,1.0
1,"['SFFF', 'FFFH', 'FHFF', 'FFFG']",32,12,1.0,0.994009
1,"['SFHH', 'HFHH', 'HFHH', 'HFFG']",41,1,1.0,0.7746195551602378
1,"['SHHF', 'FFHH', 'HFHH', 'HFFG']",94,5,1.0,0.991026973
1,"['SHHH', 'FHFH', 'FFFH', 'HHFG']",68,9,1.0,0.994009
1,"['SFFH', 'HHFF', 'HHFF', 'FFFG']",71,10,1.0,0.997
1,"['SFFF', 'FHFF', 'HFFH', 'HHFG']",67,10,1.0,0.997
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",38,0,1.0,0.9645880999032158
1,"['SHHH', 'FFHH', 'HFHH', 'FFFG']",5,14,1.0,1.0
1,"['SHHF', 'FHFH', 'FHHH', 'FFFG']",98,12,1.0,0.994009
1,"['SHHH', 'FFHH', 'FFFF', 'FHHG']",35,8,1.0,0.8451404054461714
1,"['SFFF', 'HFHF', 'FHFF', 'HHHG']",46,8,0.0,0.0
