Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",61,14,1.0,1.0
1,"['SHFF', 'FHFH', 'FFHF', 'HFFG']",16,4,0.0,0.0
1,"['SHFH', 'FFHF', 'FHFH', 'FFFG']",65,4,1.0,0.988053892081
1,"['SFFF', 'HHFH', 'HHFF', 'HFFG']",1,14,0.0,0.0
1,"['SHHF', 'FFFH', 'FFHF', 'HFFG']",37,14,1.0,1.0
1,"['SFHH', 'HFHH', 'FFFF', 'HHFG']",24,10,1.0,0.997
1,"['SHHH', 'FFHH', 'FFFF', 'FFFG']",37,5,1.0,0.991026973
1,"['SFFH', 'HFFH', 'FFHF', 'HFFG']",37,1,0.0,0.0
1,"['SFFF', 'HFFF', 'HFHF', 'FFHG']",45,3,1.0,0.988053892081
1,"['SHHH', 'FFFF', 'FHFF', 'FFHG']",60,8,1.0,0.78398512608332
1,"['SFHF', 'FFHF', 'FFFF', 'FHHG']",17,11,1.0,1.0
1,"['SFHF', 'FFHF', 'HFFF', 'FFHG']",14,9,1.0,0.994009
1,"['SHFF', 'FFFF', 'FHFF', 'FHHG']",23,6,1.0,0.994009
1,"['SFFF', 'HFFH', 'FFHH', 'FFFG']",59,12,1.0,0.988053892081
1,"['SHFH', 'FFFH', 'FHFF', 'FFFG']",47,0,1.0,0.9762504936564125
1,"['SHHH', 'FHHF', 'FFFH', 'FHFG']",83,12,1.0,0.988053892081
1,"['SFHH', 'FFHH', 'FFFF', 'FHHG']",89,0,1.0,0.9674905716180701
1,"['SHFH', 'FFFH', 'HHFF', 'FFHG']",6,2,0.0,0.0
1,"['SHHH', 'FFFH', 'HHFF', 'HHFG']",4,14,1.0,1.0
1,"['SFHF', 'FFHF', 'HFHF', 'HFFG']",64,1,1.0,0.985089730404757
1,"['SFFH', 'FFFH', 'HHFH', 'FFFG']",45,1,1.0,0.9733217421754432
1,"['SHFH', 'FFHF', 'FFHF', 'FFFG']",80,5,1.0,0.991026973
1,"['SHHF', 'FFFH', 'HHFF', 'HHFG']",56,5,0.0,0.0
1,"['SFHF', 'HFFH', 'FFFF', 'FHHG']",93,10,1.0,0.997
1,"['SFHF', 'HFFF', 'HFHH', 'FFFG']",82,9,1.0,0.994009
1,"['SHHF', 'FHHH', 'FFFH', 'FHFG']",22,4,0.0,0.0
1,"['SFHH', 'HFHH', 'HFHH', 'HFFG']",82,13,1.0,0.997
1,"['SHFF', 'FHFH', 'FFHH', 'HFFG']",39,3,0.0,0.0
1,"['SFHH', 'HFHH', 'FFFH', 'HHFG']",97,0,1.0,0.860513950810667
1,"['SFFF', 'FFFH', 'FFFF', 'FHHG']",76,5,1.0,0.991026973
1,"['SFFH', 'HHFH', 'HHFF', 'HHFG']",5,6,0.0,0.0
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",85,12,1.0,0.994009
1,"['SFFF', 'HHFF', 'FFHF', 'FFFG']",83,6,1.0,0.994009
1,"['SHHF', 'FFFF', 'HHHF', 'HHFG']",100,11,1.0,1.0
1,"['SFFH', 'HFFF', 'FHHF', 'FHHG']",47,12,0.0,0.0
1,"['SFFF', 'FFHH', 'HFFF', 'FHHG']",34,5,0.0,0.0
1,"['SFFF', 'FHHF', 'HHFF', 'HHFG']",93,4,1.0,0.9559328248389055
1,"['SFHH', 'FFHF', 'FFFF', 'HFHG']",29,11,1.0,1.0
1,"['SHHH', 'FHFH', 'FHFH', 'FFFG']",82,0,1.0,0.9056079456455165
1,"['SHHF', 'FHFF', 'FFFH', 'FFFG']",75,14,1.0,1.0
1,"['SFFH', 'HFHH', 'HFFF', 'FHHG']",95,10,1.0,0.997
1,"['SFHF', 'HFFF', 'FFHH', 'HFFG']",73,1,1.0,0.9704017769489168
1,"['SFFH', 'HFFH', 'FHFF', 'HHFG']",13,6,1.0,0.994009
1,"['SFFF', 'FFFF', 'HHFF', 'FHFG']",13,2,1.0,0.9733217421754432
1,"['SFFH', 'HHFF', 'HFFH', 'HHFG']",69,9,1.0,0.994009
1,"['SFFF', 'HFFF', 'FHFH', 'FHFG']",88,3,1.0,0.9733217421754432
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",92,3,1.0,0.994009
1,"['SFFH', 'FFHF', 'FFFF', 'FFFG']",18,7,1.0,0.994009
1,"['SFFH', 'HHFH', 'HHFF', 'HFFG']",78,13,1.0,0.997
1,"['SFHH', 'FFFF', 'HHHF', 'FHHG']",31,1,1.0,0.860513950810667
1,"['SHFH', 'FFHH', 'HFHH', 'HFFG']",74,2,0.0,0.0
1,"['SFHH', 'FFFF', 'HHFH', 'HFFG']",92,0,1.0,0.985089730404757
1,"['SFHF', 'FFHH', 'HFFF', 'HFFG']",84,5,1.0,0.991026973
1,"['SFFH', 'HHFF', 'FHFF', 'HHHG']",32,10,1.0,0.997
1,"['SFFF', 'HFHF', 'FHHF', 'HFHG']",50,11,1.0,1.0
1,"['SFHF', 'HFFF', 'HHFH', 'FHFG']",100,6,1.0,0.994009
1,"['SHHH', 'FFFF', 'FHFF', 'HHFG']",31,7,1.0,0.997
1,"['SHFF', 'FFHH', 'FFFH', 'HHFG']",79,5,0.0,0.0
1,"['SHHH', 'FFFH', 'FHFH', 'HFFG']",57,0,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFH', 'HHFG']",80,10,1.0,0.997
1,"['SFHF', 'HFFH', 'FHFF', 'FFHG']",14,0,0.0,0.0
1,"['SFFH', 'FHFF', 'HFFF', 'HHFG']",17,9,1.0,0.994009
1,"['SFFH', 'HFFF', 'FHHF', 'HHHG']",44,0,1.0,0.9445131481500655
1,"['SHHH', 'FFFF', 'FFFF', 'HHFG']",84,11,1.0,1.0
1,"['SFHF', 'HFFF', 'FFHH', 'FFFG']",56,7,1.0,0.8225935318117279
1,"['SFFF', 'FFFF', 'HHFF', 'FFHG']",32,5,1.0,0.9821344612135428
1,"['SHHH', 'FHHF', 'FFFH', 'HHFG']",42,7,0.0,0.0
1,"['SHHF', 'FFHF', 'HFHF', 'HFFG']",10,7,1.0,0.997
1,"['SHFF', 'FFFF', 'HFFH', 'FHFG']",53,10,1.0,0.997
1,"['SFHF', 'HFHH', 'FFFF', 'HHHG']",69,3,0.0,0.0
1,"['SFHH', 'HFFH', 'HFFH', 'HHFG']",66,14,1.0,1.0
1,"['SHHH', 'FHHH', 'FFFH', 'HFFG']",79,0,1.0,0.93603800616986
1,"['SFFF', 'FHHF', 'FHFF', 'FFFG']",36,0,1.0,0.9762504936564125
1,"['SFFH', 'FHHH', 'FFFH', 'FFFG']",30,2,1.0,0.8761671489944468
1,"['SFFH', 'FHHF', 'FFFF', 'HHFG']",74,11,1.0,1.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",99,0,1.0,0.8527925358961662
