Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFH', 'FHFF', 'FHFF', 'HHFG']",87,7,1.0,0.997
1,"['SFFF', 'FFHF', 'FFHF', 'HFHG']",73,2,1.0,0.988053892081
1,"['SHFH', 'FFFH', 'HHFH', 'HHFG']",11,2,1.0,0.9110661429076764
1,"['SHFH', 'FFFF', 'HHFF', 'FHFG']",11,4,1.0,0.988053892081
1,"['SFFF', 'HFFF', 'FHHF', 'HHFG']",64,1,1.0,0.9762504936564125
1,"['SFHH', 'HFFH', 'HHFH', 'HFFG']",90,0,1.0,0.9388545698794984
1,"['SHHF', 'FFFF', 'FHFF', 'HFHG']",94,6,1.0,0.994009
1,"['SFHF', 'FFFH', 'HFFF', 'HHFG']",51,5,1.0,0.985089730404757
1,"['SFFH', 'FHFF', 'HHFF', 'HFFG']",93,10,1.0,0.997
1,"['SHHH', 'FFFH', 'HFHH', 'FFFG']",45,14,1.0,1.0
1,"['SFHF', 'FFFH', 'FHFF', 'HHFG']",25,4,1.0,0.8657003616774767
1,"['SFFH', 'FHFF', 'FFHF', 'FHHG']",70,12,1.0,0.9248559951318693
1,"['SHFF', 'FFHF', 'FHHF', 'FFFG']",56,2,1.0,0.988053892081
1,"['SFFH', 'HHFH', 'HFFF', 'HHFG']",83,9,1.0,0.994009
1,"['SFFH', 'FHFF', 'HFFF', 'HFFG']",50,11,1.0,1.0
1,"['SFHH', 'HFHH', 'FFHH', 'FFFG']",87,12,1.0,0.991026973
1,"['SFFH', 'FHHF', 'FFHH', 'FFFG']",69,4,1.0,0.988053892081
1,"['SFFF', 'FFHF', 'HFHH', 'HFFG']",41,13,1.0,0.997
1,"['SHFH', 'FFHH', 'FFFF', 'HFHG']",61,11,1.0,1.0
1,"['SFFF', 'HFFF', 'HFHF', 'HHHG']",17,6,1.0,0.994009
1,"['SHHH', 'FHHH', 'FHFF', 'FFFG']",14,0,1.0,0.7863441585589971
1,"['SFHH', 'HFHH', 'HFFH', 'HHFG']",57,0,1.0,0.9304302024748964
1,"['SHHH', 'FFHH', 'HFHF', 'HFFG']",54,13,1.0,0.997
1,"['SFHF', 'FFFF', 'FHFF', 'HFFG']",8,5,0.0,0.0
1,"['SFFF', 'FFFH', 'HFFH', 'FFFG']",38,13,1.0,0.997
1,"['SHFH', 'FFFF', 'HHHF', 'HHHG']",29,4,0.0,0.0
1,"['SFFF', 'FHHF', 'HHFF', 'FFHG']",6,1,1.0,0.8814479033836181
1,"['SFFH', 'HFHH', 'HFFF', 'HHHG']",78,5,1.0,0.9165572373164391
1,"['SFFH', 'HHFH', 'HHFF', 'FFFG']",82,2,1.0,0.991026973
1,"['SFHF', 'FFFF', 'FHFH', 'FFFG']",75,8,1.0,0.991026973
1,"['SFFF', 'HHFH', 'HFFH', 'HHFG']",26,1,1.0,0.9530650263643888
1,"['SFFF', 'HFHF', 'HFFH', 'HHFG']",43,0,0.0,0.0
1,"['SHHH', 'FHFH', 'FHHF', 'FFFG']",58,8,1.0,0.988053892081
1,"['SFHF', 'HFFF', 'HHHF', 'HHHG']",53,11,1.0,1.0
1,"['SFFF', 'FHHF', 'FFHH', 'HFFG']",70,7,0.0,0.0
1,"['SFHH', 'HFFH', 'FHFF', 'FFHG']",22,12,0.0,0.0
