Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFFF', 'HHFF', 'HHFF', 'FFHG']",76,13,0.0,0.0
1,"['SFFF', 'FHFF', 'HHHF', 'FFHG']",37,12,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHFG']",49,1,1.0,0.9645880999032158
1,"['SFHF', 'HFHH', 'FFFF', 'HHFG']",20,9,1.0,0.994009
1,"['SFHH', 'HFHH', 'HFFF', 'FFHG']",24,0,0.0,0.0
1,"['SFFH', 'FFFF', 'HFFF', 'FHHG']",41,2,1.0,0.9388545698794984
1,"['SFHF', 'HFHF', 'HFFH', 'HHFG']",34,1,1.0,0.9588092525966956
1,"['SFHH', 'HFHH', 'HFFH', 'HFFG']",8,13,1.0,0.997
1,"['SFFF', 'HHFF', 'FHFH', 'HHFG']",17,2,1.0,0.8683052775100066
1,"['SHFF', 'FFFF', 'HHHF', 'FFFG']",47,3,1.0,0.991026973
1,"['SFFF', 'FHHF', 'HHHF', 'HFHG']",93,0,1.0,0.9821344612135428
1,"['SHFH', 'FHFF', 'FFFF', 'FFFG']",80,8,1.0,0.988053892081
1,"['SHHH', 'FFHH', 'HFFF', 'FFFG']",90,5,1.0,0.991026973
1,"['SHFH', 'FFHH', 'FFFH', 'FFFG']",27,14,1.0,1.0
1,"['SFFF', 'FHHF', 'HFHF', 'HHFG']",20,9,0.0,0.0
1,"['SFHF', 'HFFH', 'HFFF', 'HHFG']",83,1,1.0,0.985089730404757
1,"['SFFH', 'FFFF', 'FHFH', 'HHFG']",62,8,1.0,0.9502058312852957
1,"['SHHH', 'FFHH', 'HFHF', 'FFFG']",47,0,1.0,0.9645880999032158
1,"['SFFF', 'FHHH', 'FFFH', 'HHFG']",68,8,1.0,0.8006481694852418
1,"['SFFF', 'FFFH', 'HFFF', 'HFFG']",62,6,1.0,0.994009
1,"['SHHH', 'FFHH', 'FFFF', 'HHHG']",12,4,0.0,0.0
1,"['SFHF', 'FFFF', 'HFFF', 'FHFG']",82,1,1.0,0.988053892081
1,"['SFFF', 'FHHF', 'HHHF', 'HHHG']",1,7,0.0,0.0
1,"['SFFH', 'FFFH', 'FHFF', 'FHHG']",67,12,1.0,0.9674905716180701
1,"['SFHH', 'FHHF', 'FHHF', 'FFFG']",17,7,1.0,0.997
1,"['SFHH', 'HFHF', 'FFFF', 'HHFG']",5,8,0.0,0.0
1,"['SFHF', 'FFHF', 'FHFH', 'FFFG']",10,13,1.0,0.997
1,"['SFFF', 'FHFF', 'HHFF', 'FHHG']",26,4,1.0,0.9762504936564125
1,"['SHFH', 'FFFF', 'HHFF', 'HHHG']",80,11,1.0,1.0
1,"['SFFH', 'HFHH', 'HFFF', 'FFFG']",9,14,1.0,1.0
1,"['SFFH', 'HFHH', 'HFHH', 'HFFG']",90,1,1.0,0.988053892081
1,"['SFHF', 'FFHH', 'FFFH', 'FHFG']",79,14,1.0,1.0
1,"['SFFH', 'FHFF', 'HHHF', 'FHHG']",85,12,0.0,0.0
1,"['SFFF', 'HHFH', 'HFFH', 'HFFG']",29,14,1.0,1.0
1,"['SHHH', 'FFFH', 'HHFF', 'HHHG']",97,11,1.0,1.0
1,"['SFHF', 'FHFH', 'FHFH', 'FFFG']",35,8,1.0,0.9762504936564125
1,"['SHHF', 'FHFH', 'FFFF', 'HFFG']",94,11,1.0,1.0
1,"['SFFF', 'HHFF', 'HHFF', 'HHHG']",60,10,1.0,0.997
1,"['SHFH', 'FFHH', 'HFFF', 'HFHG']",89,9,1.0,0.994009
1,"['SFHF', 'FFFF', 'FFFF', 'HHFG']",28,7,1.0,0.997
1,"['SFFH', 'FHFH', 'HHFH', 'FHFG']",77,10,1.0,0.997
1,"['SFFF', 'HHHF', 'HFHF', 'FHHG']",89,0,1.0,0.9473552137914398
