Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFHH', 'HFFF', 'HHHF', 'HFHG']",90,7,1.0,0.997
1,"['SFFF', 'FHFF', 'HFFF', 'FFFG']",52,12,1.0,0.994009
1,"['SFHH', 'HFFH', 'FHFH', 'HHFG']",23,14,1.0,1.0
1,"['SFHH', 'FFFH', 'HFFF', 'FFHG']",10,0,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFF', 'FHHG']",57,1,1.0,0.835044266956004
1,"['SFFF', 'HFFF', 'HHFF', 'FHFG']",26,6,1.0,0.994009
1,"['SFFH', 'FHFF', 'FFFF', 'FFHG']",99,12,1.0,0.988053892081
1,"['SHFH', 'FHFH', 'FFFH', 'HFFG']",19,14,1.0,1.0
1,"['SHHF', 'FFFH', 'HFFF', 'HFFG']",7,14,1.0,1.0
1,"['SFFH', 'FHFF', 'FFHF', 'FHFG']",4,1,0.0,0.0
1,"['SFFF', 'FFHH', 'FHHH', 'FFFG']",90,5,1.0,0.9304302024748964
1,"['SFHH', 'FHHH', 'FHHH', 'FFFG']",14,12,1.0,0.991026973
1,"['SFHH', 'FFFF', 'FFFF', 'HFFG']",66,0,1.0,0.9821344612135428
1,"['SFFH', 'HHFH', 'HHFH', 'HFFG']",29,0,1.0,0.9332298921513504
1,"['SFHF', 'HFFF', 'HHHF', 'HHHG']",76,6,1.0,0.994009
1,"['SFFF', 'HFHF', 'HFHF', 'HFFG']",71,0,1.0,0.9791880578299021
1,"['SFFH', 'HFFF', 'HHHF', 'HFHG']",57,7,1.0,0.997
1,"['SFHH', 'FFFF', 'HFHF', 'HFFG']",83,14,1.0,1.0
1,"['SFHH', 'FHHH', 'FFFF', 'FHHG']",63,1,0.0,0.0
1,"['SFFH', 'FFHH', 'HFFF', 'HHHG']",63,9,1.0,0.994009
1,"['SFHH', 'FFHH', 'HFFH', 'FHFG']",92,10,1.0,0.997
1,"['SFFF', 'HHHF', 'HHHF', 'HFHG']",64,0,1.0,0.9332298921513504
1,"['SHHH', 'FFFH', 'HHFF', 'HHHG']",18,5,0.0,0.0
1,"['SHHH', 'FFFF', 'FFFF', 'FHFG']",56,7,1.0,0.997
1,"['SFHF', 'HFFH', 'FHFH', 'HHFG']",70,3,0.0,0.0
1,"['SFFF', 'FHFF', 'FFFF', 'HHHG']",96,6,1.0,0.994009
1,"['SHHF', 'FFFF', 'HHHF', 'HHHG']",23,6,1.0,0.994009
1,"['SFFH', 'HFFH', 'HFFF', 'HHHG']",75,6,1.0,0.994009
1,"['SHFH', 'FFFF', 'HFHF', 'FFFG']",16,14,1.0,1.0
1,"['SFHH', 'FFHH', 'HFFF', 'HHHG']",75,11,1.0,1.0
1,"['SFHF', 'FFHF', 'FHFH', 'FFFG']",61,3,0.0,0.0
1,"['SFFH', 'FHHF', 'FFFF', 'HFFG']",84,11,1.0,1.0
1,"['SFHH', 'HFFH', 'FHFF', 'HFHG']",49,0,1.0,0.7630697687590515
1,"['SHHF', 'FFHF', 'HFFF', 'HHHG']",100,7,1.0,0.997
1,"['SFFH', 'HHFH', 'FHFF', 'HHHG']",98,0,1.0,0.9821344612135428
1,"['SFFF', 'FHFF', 'FFFF', 'FHFG']",26,7,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFF', 'FHFG']",29,0,1.0,0.8947894553945313
1,"['SFFF', 'HFFH', 'FFHF', 'FFFG']",89,8,1.0,0.991026973
1,"['SHHH', 'FFFH', 'FFFH', 'HFFG']",65,10,1.0,0.997
1,"['SFFF', 'FFHF', 'FFFF', 'FFHG']",53,5,1.0,0.9704017769489168
1,"['SHHF', 'FFHF', 'FHFF', 'FFFG']",69,7,1.0,0.997
1,"['SFFH', 'HHFF', 'HHFF', 'HHHG']",64,1,1.0,0.9762504936564125
1,"['SFFH', 'HHFF', 'HFHF', 'HFFG']",57,9,1.0,0.994009
1,"['SFHH', 'FHFH', 'FFFH', 'HFFG']",30,14,1.0,1.0
1,"['SHHF', 'FFHH', 'HFFF', 'FHHG']",14,11,1.0,1.0
