Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SFHH', 'HFFF', 'FHFF', 'HHHG']",35,0,1.0,0.9056079456455165
1,"['SFFF', 'HFFH', 'HFFF', 'HHFG']",38,3,1.0,0.9821344612135428
1,"['SHHF', 'FFFH', 'FFFH', 'FHFG']",39,14,1.0,1.0
1,"['SFFH', 'FFFF', 'FFFF', 'FFFG']",99,12,1.0,0.994009
1,"['SFHH', 'HFFH', 'FFFF', 'FHHG']",68,6,1.0,0.994009
1,"['SFFH', 'HFFF', 'HFFF', 'FFFG']",25,10,1.0,0.997
1,"['SFFH', 'FHFF', 'HFHF', 'HHHG']",24,2,1.0,0.9674905716180701
1,"['SFHH', 'FHHH', 'FHHH', 'FFFG']",86,12,1.0,0.991026973
1,"['SFHF', 'HFHH', 'HFFH', 'HFFG']",29,9,1.0,0.994009
1,"['SHFH', 'FFFH', 'HHFF', 'HFFG']",82,2,1.0,0.988053892081
1,"['SFFF', 'FFFF', 'FFFF', 'FFHG']",100,4,1.0,0.9762504936564125
1,"['SHFF', 'FHFF', 'FFHH', 'HFFG']",66,9,1.0,0.994009
1,"['SHFH', 'FFFH', 'FHFF', 'FHHG']",23,2,1.0,0.9791880578299021
1,"['SFHH', 'FFFH', 'HFFF', 'HHHG']",22,11,1.0,1.0
1,"['SFHH', 'FFHH', 'FFFF', 'HHHG']",36,8,1.0,0.7792882711929549
1,"['SFHH', 'FFHH', 'HFFF', 'HFFG']",90,4,1.0,0.9762504936564125
1,"['SHHH', 'FFFF', 'FFFH', 'HHFG']",63,10,1.0,0.997
1,"['SFHH', 'HFFF', 'HFFF', 'HHFG']",73,11,1.0,1.0
1,"['SHHH', 'FFHH', 'HFFF', 'HHFG']",84,4,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHHG']",15,5,0.0,0.0
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",38,4,1.0,0.985089730404757
1,"['SFFF', 'HHHF', 'FFFF', 'FHFG']",76,2,1.0,0.988053892081
1,"['SHHH', 'FHHH', 'FHHH', 'FFFG']",91,13,1.0,0.997
1,"['SFHH', 'HFHH', 'FFFH', 'HHFG']",10,1,0.0,0.0
1,"['SFFF', 'HFFF', 'FHFH', 'HFFG']",14,3,0.0,0.0
1,"['SFHH', 'HFHH', 'HFFH', 'HFFG']",8,1,0.0,0.0
1,"['SFFF', 'FFFH', 'FHHH', 'FFFG']",36,1,0.0,0.0
1,"['SHHH', 'FHFH', 'FFHH', 'HFFG']",11,4,0.0,0.0
1,"['SFFF', 'FHHF', 'HFFF', 'FFFG']",82,14,1.0,1.0
1,"['SHFH', 'FFFF', 'FFHH', 'FFFG']",60,12,1.0,0.994009
1,"['SFHH', 'HFHH', 'HFFF', 'HHHG']",79,1,1.0,0.9502058312852957
1,"['SHHH', 'FHFF', 'FHHH', 'FFFG']",60,0,1.0,0.9248559951318693
1,"['SFFH', 'FFFF', 'FFHF', 'HFFG']",45,0,1.0,0.9821344612135428
1,"['SFHH', 'FFHF', 'HFFF', 'HFHG']",6,4,0.0,0.0
1,"['SHFH', 'FFHH', 'FHFF', 'FFFG']",41,14,1.0,1.0
1,"['SHHH', 'FFFF', 'HFFH', 'HHFG']",65,6,1.0,0.994009
1,"['SFFF', 'FHFF', 'FHFH', 'FHFG']",24,3,1.0,0.8078974551636565
1,"['SHFF', 'FHHH', 'FFFF', 'HHHG']",80,9,1.0,0.994009
1,"['SHHH', 'FFHH', 'HFFH', 'HHFG']",98,5,1.0,0.991026973
1,"['SFHH', 'FFFH', 'HFHH', 'HFFG']",30,5,1.0,0.90289112180858
1,"['SFFF', 'HHHF', 'HHFF', 'HHHG']",27,1,1.0,0.9821344612135428
1,"['SFHH', 'FFHH', 'HFFF', 'HHHG']",94,0,1.0,0.9332298921513504
1,"['SFFH', 'FFFH', 'FHFF', 'FFHG']",71,5,1.0,0.9645880999032158
1,"['SHHH', 'FHFH', 'FFFH', 'FFFG']",24,10,1.0,0.997
1,"['SFFH', 'FHFF', 'HHHF', 'HHHG']",34,4,1.0,0.9645880999032158
1,"['SFHH', 'FHHH', 'FHFH', 'FFFG']",5,14,1.0,1.0
1,"['SFHH', 'FFFF', 'FFFH', 'HFFG']",22,7,0.0,0.0
1,"['SFFF', 'HFHH', 'FFFH', 'HHFG']",95,8,1.0,0.991026973
1,"['SFFH', 'HHFF', 'HFFH', 'HFFG']",18,14,1.0,1.0
1,"['SHHH', 'FFHH', 'HFFF', 'FFFG']",76,14,1.0,1.0
1,"['SHHH', 'FFFH', 'HHFH', 'HHFG']",45,10,1.0,0.997
1,"['SFFF', 'HFFF', 'FFFF', 'FHFG']",58,1,1.0,0.985089730404757
1,"['SFFH', 'FFFF', 'FHHF', 'HFFG']",4,2,0.0,0.0
1,"['SFFH', 'FFFF', 'HHFF', 'FHHG']",23,7,1.0,0.997
1,"['SHHF', 'FFHF', 'HFFF', 'HHHG']",18,4,0.0,0.0
1,"['SFHH', 'FHFH', 'FHHH', 'FFFG']",4,4,0.0,0.0
1,"['SHHH', 'FHFF', 'FHFH', 'FFFG']",68,4,1.0,0.988053892081
1,"['SFFF', 'HHFH', 'FHFH', 'FHFG']",52,6,1.0,0.988053892081
1,"['SFHH', 'FFHH', 'HFHH', 'HFFG']",82,0,1.0,0.9645880999032158
1,"['SFHH', 'HFFF', 'FFHF', 'FFHG']",60,0,1.0,0.9791880578299021
1,"['SHHH', 'FFFH', 'FFFF', 'HHHG']",26,5,0.0,0.0
1,"['SFFH', 'FHFF', 'FFHF', 'HFFG']",92,14,1.0,1.0
1,"['SFHH', 'FHFH', 'FFFH', 'HFFG']",13,9,0.0,0.0
1,"['SHHH', 'FFFH', 'HHFH', 'HFFG']",14,6,0.0,0.0
1,"['SFHH', 'FFFF', 'FFFF', 'FFHG']",87,13,1.0,0.9762504936564125
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",8,14,1.0,1.0
1,"['SFHF', 'FFFF', 'FHFF', 'FHFG']",86,8,1.0,0.9530650263643888
1,"['SHHH', 'FFHH', 'HFFF', 'FFHG']",45,0,0.0,0.0
1,"['SFHH', 'HFFH', 'HHFF', 'HHFG']",70,5,1.0,0.991026973
1,"['SFHH', 'HFHH', 'HFFF', 'HHHG']",91,5,1.0,0.9674905716180701
1,"['SFHH', 'HFHH', 'FFHF', 'HFFG']",49,11,1.0,1.0
1,"['SFHH', 'FFFF', 'HHFF', 'FHHG']",44,11,1.0,1.0
1,"['SFHH', 'FFFF', 'HHHF', 'FFHG']",8,11,1.0,1.0
1,"['SHHH', 'FFHF', 'FFFF', 'HHFG']",47,4,0.0,0.0
1,"['SFFF', 'FFFF', 'FFFH', 'FFFG']",34,4,1.0,0.988053892081
1,"['SFFH', 'FHFF', 'FHFH', 'HHFG']",39,7,0.0,0.0
1,"['SFFF', 'HFFH', 'FFFH', 'FHFG']",22,9,1.0,0.9559328248389055
1,"['SFHH', 'HFHF', 'FFFF', 'FFFG']",66,5,1.0,0.991026973
