,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
1046817,500,0.12,0.2,0.16,0.04,88,199.0,150.0110536187962
802640,500,0.16,-0.16,0.2,0.16,61,304.0,199.61009906322943
794391,500,0.04,0.12,0.04,0.04,77,500.0,259.12410747446273
440743,500,0.0,0.16,0.08,0.08,2,438.0,243.9290994954942
884009,500,-0.16,0.12,-0.0799999999999999,-0.0399999999999999,52,500.0,259.12410747446273
709351,500,0.16,0.08,-0.16,0.2,50,500.0,259.12410747446273
250850,500,0.04,-0.0799999999999999,0.12,0.16,91,294.0,195.53140690802425
817931,500,0.04,0.2,-0.2,-0.0399999999999999,93,500.0,259.12410747446273
519459,500,-0.16,0.04,-0.12,0.2,35,404.0,234.3133832215705
961403,500,0.08,-0.0799999999999999,-0.2,-0.12,81,174.0,135.71087768894606
688298,500,-0.0399999999999999,0.08,0.2,-0.0799999999999999,4,156.0,124.72894422201334
162800,500,0.12,-0.2,0.0,0.08,73,500.0,259.12410747446273
363278,500,0.2,0.12,-0.0799999999999999,0.0,51,500.0,259.12410747446273
373530,500,-0.0399999999999999,0.16,0.16,0.08,45,244.0,173.1942370461788
809215,500,-0.2,-0.12,0.04,-0.0399999999999999,66,500.0,259.12410747446273
404600,500,-0.0399999999999999,0.08,-0.0799999999999999,0.08,81,500.0,259.12410747446273
327819,500,-0.2,0.0,0.04,0.12,33,500.0,259.12410747446273
178601,500,0.04,-0.0399999999999999,-0.0799999999999999,0.12,88,500.0,259.12410747446273
988499,500,-0.16,0.12,-0.2,-0.16,91,172.0,134.5197857252259
578253,500,0.04,-0.2,0.12,0.0,64,500.0,259.12410747446273
1041231,500,0.16,-0.2,-0.0799999999999999,-0.0399999999999999,50,239.0,170.77037957951032
97662,500,0.2,0.12,0.04,-0.2,6,500.0,259.12410747446273
441310,500,-0.0799999999999999,0.16,-0.12,0.2,56,500.0,259.12410747446273
979435,500,0.08,0.12,0.0,-0.0799999999999999,4,201.0,151.10933739656602
76516,500,-0.0399999999999999,-0.0799999999999999,0.04,0.16,83,500.0,259.12410747446273
1022219,500,-0.0399999999999999,-0.0799999999999999,-0.2,0.04,37,221.0,161.73671214282464
271069,500,-0.2,0.16,0.0,-0.16,82,500.0,259.12410747446273
283028,500,-0.16,0.16,-0.0399999999999999,-0.0799999999999999,1,24.0,23.18993250836788
696140,500,-0.0399999999999999,0.16,-0.0399999999999999,-0.0399999999999999,58,500.0,259.12410747446273
399830,500,0.2,-0.12,0.16,0.16,19,500.0,259.12410747446273
519920,500,-0.0399999999999999,0.16,0.04,0.04,56,500.0,259.12410747446273
236638,500,0.12,-0.16,0.2,0.0,37,342.0,214.03815578709015
968216,500,-0.2,0.12,-0.0799999999999999,-0.0399999999999999,61,500.0,259.12410747446273
78932,500,0.04,0.2,-0.2,-0.16,94,449.0,246.8355800324867
711040,500,0.16,0.0,0.2,0.04,49,194.0,147.23629663068388
736689,500,0.16,0.12,0.0,0.16,93,500.0,259.12410747446273
352981,500,0.2,-0.12,-0.0799999999999999,0.04,88,482.0,255.00028066360085
533515,500,-0.0399999999999999,-0.16,-0.2,-0.2,100,137.0,112.47416422605836
65627,500,-0.2,0.08,0.16,0.08,63,340.0,213.3191508196507
262833,500,0.08,0.12,-0.0399999999999999,-0.0399999999999999,8,294.0,195.53140690802425
556992,500,0.12,0.0,0.08,0.12,72,455.0,248.3809089990244
125508,500,-0.0799999999999999,0.0,0.2,-0.16,81,411.0,236.37418069698248
447719,500,-0.0399999999999999,-0.16,0.0,0.2,36,500.0,259.12410747446273
314017,500,0.2,0.2,0.0,0.16,42,399.0,232.814622138286
442211,500,0.2,0.16,0.08,0.08,56,253.0,177.46646914471907
420419,500,0.08,-0.2,0.0,0.16,93,500.0,259.12410747446273
301126,500,-0.16,0.0,0.08,-0.0799999999999999,35,500.0,259.12410747446273
470523,500,0.04,-0.0399999999999999,-0.12,-0.16,63,286.0,192.1790626612737
1017732,500,-0.0799999999999999,0.12,0.08,-0.2,10,237.0,169.79059503436116
