,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
41582,500,-0.0399999999999999,0.08,0.04,-0.16,56,500.0,259.12410747446273
83467,500,0.12,0.04,0.0,-0.16,30,372.0,224.3204975514454
374814,500,0.2,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,63,500.0,259.12410747446273
895092,500,-0.0799999999999999,0.0,-0.12,0.12,93,500.0,259.12410747446273
547498,500,0.0,-0.16,0.0,-0.16,37,500.0,259.12410747446273
28956,500,0.16,0.16,0.12,0.2,49,163.0,129.07040670462672
22125,500,0.08,-0.0399999999999999,0.2,-0.2,23,489.0,256.6305436257705
79892,500,0.0,-0.0799999999999999,-0.2,0.2,1,10.0,9.86607435036106
803538,500,-0.0399999999999999,0.12,0.0,-0.12,74,500.0,259.12410747446273
993486,500,-0.12,0.04,-0.16,-0.2,31,220.0,161.22037326261247
293001,500,-0.0799999999999999,0.12,-0.12,0.16,77,500.0,259.12410747446273
118951,500,-0.0399999999999999,0.0,0.04,0.12,44,461.0,249.89862983097257
930090,500,-0.0399999999999999,0.04,0.04,-0.2,44,465.0,250.89534980320155
281155,500,-0.0799999999999999,0.04,0.2,-0.0399999999999999,99,227.0,164.8023782343287
858067,500,-0.0799999999999999,-0.0799999999999999,-0.0799999999999999,0.0,62,500.0,259.12410747446273
696372,500,0.0,0.16,-0.2,0.08,87,500.0,259.12410747446273
953380,500,-0.0399999999999999,0.04,-0.0399999999999999,-0.2,99,500.0,259.12410747446273
910842,500,-0.0799999999999999,-0.0399999999999999,-0.16,0.0,81,233.0,167.81327454936869
397123,500,-0.12,-0.0799999999999999,-0.0799999999999999,0.2,1,32.0,30.555685173682228
845717,500,0.04,0.2,-0.16,0.16,99,500.0,259.12410747446273
591211,500,-0.0799999999999999,0.04,-0.12,-0.2,11,307.0,200.8100012548624
804692,500,0.16,-0.16,0.16,-0.0399999999999999,56,500.0,259.12410747446273
290556,500,-0.0399999999999999,0.16,0.0,-0.12,46,500.0,259.12410747446273
915182,500,-0.2,0.16,-0.12,0.0,8,500.0,259.12410747446273
979494,500,-0.16,-0.2,0.0,0.2,30,500.0,259.12410747446273
768582,500,-0.12,0.2,0.08,0.08,73,301.0,198.39933263171585
758579,500,0.0,0.2,-0.12,0.12,82,500.0,259.12410747446273
335674,500,0.16,0.0,-0.0399999999999999,0.0,81,500.0,259.12410747446273
887187,500,-0.12,-0.2,-0.2,0.2,49,195.0,147.79458774079183
233979,500,0.04,-0.16,0.2,0.16,91,296.0,196.35697824923827
93180,500,0.08,-0.0399999999999999,0.16,0.04,99,368.0,223.0024731893695
8197,500,0.2,0.12,0.04,-0.16,82,462.0,250.14893394147964
25533,500,0.08,0.08,-0.16,0.08,2,143.0,116.41993227808908
551806,500,0.08,-0.0799999999999999,-0.16,0.2,57,324.0,207.4088904110126
726416,500,-0.12,0.16,-0.12,0.08,19,500.0,259.12410747446273
320543,500,-0.0799999999999999,0.04,0.2,-0.0399999999999999,37,163.0,129.07040670462672
230645,500,-0.12,-0.0799999999999999,-0.0399999999999999,0.08,36,500.0,259.12410747446273
627568,500,-0.16,0.16,-0.16,-0.0799999999999999,30,500.0,259.12410747446273
912244,500,-0.2,-0.12,-0.16,0.16,19,500.0,259.12410747446273
520197,500,0.04,0.16,-0.0399999999999999,0.08,93,500.0,259.12410747446273
263898,500,-0.0399999999999999,0.16,-0.0799999999999999,0.08,42,500.0,259.12410747446273
79068,500,0.16,0.04,0.16,-0.0399999999999999,88,240.0,171.25806844077178
699776,500,-0.0399999999999999,0.16,-0.0799999999999999,0.12,6,359.0,219.97835998467835
941229,500,-0.0399999999999999,-0.12,-0.0799999999999999,-0.0799999999999999,54,348.0,216.16942840857988
893853,500,-0.16,0.16,0.12,-0.2,99,500.0,259.12410747446273
689782,500,0.2,0.04,0.2,-0.0799999999999999,99,235.0,168.8049052215434
704117,500,0.0,0.04,-0.2,0.12,45,500.0,259.12410747446273
1045953,500,-0.12,-0.16,-0.12,0.2,52,500.0,259.12410747446273
430578,500,0.08,-0.0799999999999999,0.16,0.08,63,228.0,165.30797109962572
673229,500,0.12,0.08,-0.2,-0.16,36,500.0,259.12410747446273
938024,500,-0.12,-0.16,0.04,-0.0399999999999999,30,328.0,208.9131973958026
66302,500,0.16,-0.12,-0.16,-0.0399999999999999,42,244.0,173.1942370461788
526563,500,0.08,-0.2,0.0,0.04,28,500.0,259.12410747446273
607042,500,0.16,-0.0399999999999999,0.0,0.2,83,500.0,259.12410747446273
358864,500,-0.2,-0.0799999999999999,0.2,-0.16,39,314.0,203.56806917826825
827800,500,0.0,0.0,0.12,0.16,24,262.0,181.6247255338481
206663,500,0.2,-0.0799999999999999,-0.16,0.04,11,323.0,207.0299803520688
1044851,500,-0.16,0.08,0.12,-0.2,35,500.0,259.12410747446273
830798,500,-0.0399999999999999,0.08,-0.0399999999999999,-0.2,74,500.0,259.12410747446273
797031,500,-0.2,-0.16,0.16,-0.2,81,482.0,255.00028066360085
567554,500,-0.0399999999999999,0.2,0.0,-0.0799999999999999,95,500.0,259.12410747446273
113286,500,-0.0799999999999999,-0.12,0.2,0.16,51,205.0,153.28620491745806
675732,500,0.0,0.16,-0.2,0.16,76,500.0,259.12410747446273
1016744,500,0.08,0.04,-0.0399999999999999,0.16,71,500.0,259.12410747446273
194442,500,0.16,0.08,-0.0799999999999999,-0.12,46,500.0,259.12410747446273
707178,500,-0.2,-0.16,-0.12,-0.12,73,216.0,159.13943414406606
786153,500,-0.2,0.04,0.08,-0.16,32,349.0,216.52092012335413
1023434,500,-0.12,0.12,0.0,0.0,93,500.0,259.12410747446273
562041,500,0.04,0.16,0.0,0.0,16,240.0,171.25806844077178
887732,500,0.04,0.12,0.12,0.04,30,276.0,187.87371647662368
720428,500,0.04,0.2,-0.0399999999999999,-0.0399999999999999,99,500.0,259.12410747446273
303108,500,-0.0799999999999999,-0.0799999999999999,0.12,0.08,23,500.0,259.12410747446273
1050878,500,-0.2,-0.12,0.2,0.08,58,500.0,259.12410747446273
673241,500,0.12,0.12,0.16,0.16,77,150.0,120.93432143677008
127929,500,-0.12,0.0,0.2,-0.0799999999999999,10,166.0,130.9032634603651
32074,500,0.04,-0.0399999999999999,-0.16,-0.16,81,216.0,159.13943414406606
397631,500,0.12,-0.2,0.16,-0.16,31,500.0,259.12410747446273
168514,500,-0.0399999999999999,0.04,0.0,-0.2,88,500.0,259.12410747446273
791923,500,0.04,-0.0399999999999999,-0.12,-0.0799999999999999,71,356.0,218.95201331182977
559040,500,0.16,0.2,0.0,0.0,46,500.0,259.12410747446273
894391,500,0.2,-0.12,0.0,0.16,64,500.0,259.12410747446273
1040475,500,-0.2,0.0,0.0,0.12,100,500.0,259.12410747446273
888310,500,0.16,-0.2,0.12,0.04,30,359.0,219.97835998467835
1032698,500,0.12,-0.0799999999999999,-0.12,0.12,6,500.0,259.12410747446273
678281,500,0.2,-0.0399999999999999,0.16,0.12,58,500.0,259.12410747446273
802542,500,0.2,-0.2,0.08,-0.0399999999999999,15,310.0,201.9991366917325
735874,500,0.08,0.2,-0.16,0.08,54,500.0,259.12410747446273
71560,500,-0.12,0.2,0.16,-0.0399999999999999,33,303.0,199.20772222991923
392182,500,-0.12,0.2,-0.2,0.16,30,420.0,238.9608819694656
74412,500,-0.0399999999999999,0.16,0.04,-0.0799999999999999,10,179.0,138.6574817806778
976366,500,0.16,0.08,0.16,-0.2,97,329.0,209.2864578036152
11318,500,-0.0399999999999999,-0.2,-0.0399999999999999,0.12,77,418.0,238.39208897451192
143345,500,-0.2,-0.0799999999999999,-0.12,0.12,56,307.0,200.8100012548624
497197,500,0.0,0.08,0.12,0.0,50,500.0,259.12410747446273
448574,500,-0.2,0.04,0.12,-0.0399999999999999,100,372.0,224.3204975514454
524041,500,-0.12,-0.0799999999999999,0.16,-0.2,37,500.0,259.12410747446273
541430,500,-0.2,-0.0399999999999999,0.2,-0.2,1,18.0,17.548262069520053
547390,500,-0.16,-0.16,-0.0399999999999999,-0.16,64,281.0,190.042558579178
247471,500,0.16,0.0,-0.0399999999999999,-0.0399999999999999,52,342.0,214.03815578709015
315638,500,-0.12,0.04,0.08,-0.2,99,500.0,259.12410747446273
680009,500,0.2,-0.12,0.0,-0.0399999999999999,33,265.0,182.9860109677653
950284,500,-0.12,-0.0399999999999999,0.0,-0.16,64,402.0,233.71657924784432
381624,500,-0.0399999999999999,0.2,-0.2,0.16,54,408.0,235.4962862317396
931114,500,-0.0399999999999999,0.0,-0.16,-0.2,37,211.0,156.5028438735621
643203,500,0.04,0.12,0.2,-0.16,22,243.0,172.71237416868487
395219,500,0.12,0.04,0.08,0.08,94,500.0,259.12410747446273
718543,500,0.2,-0.0799999999999999,0.0,0.12,54,500.0,259.12410747446273
73863,500,0.0,-0.16,-0.0399999999999999,-0.12,73,256.0,178.86506672548884
619830,500,0.16,-0.16,0.08,0.08,7,500.0,259.12410747446273
924340,500,0.04,-0.0399999999999999,-0.0799999999999999,0.08,51,500.0,259.12410747446273
20398,500,0.2,0.0,0.08,0.16,50,500.0,259.12410747446273
737572,500,0.16,0.04,-0.2,0.2,39,500.0,259.12410747446273
10078,500,0.12,-0.16,0.0,0.08,31,500.0,259.12410747446273
653116,500,-0.2,0.04,0.2,0.2,81,200.0,150.56102045793983
145844,500,-0.0399999999999999,-0.0799999999999999,-0.16,0.16,8,341.0,213.67919336719171
394894,500,-0.12,-0.0399999999999999,0.16,-0.16,74,329.0,209.2864578036152
537423,500,0.08,-0.0399999999999999,0.04,0.04,23,500.0,259.12410747446273
630809,500,-0.16,-0.2,-0.0399999999999999,-0.0799999999999999,80,326.0,208.16330374856025
236239,500,0.16,0.12,-0.0399999999999999,-0.2,33,500.0,259.12410747446273
880787,500,0.12,-0.0799999999999999,0.16,0.16,44,249.0,175.58195414455886
475717,500,-0.0799999999999999,0.16,-0.16,0.16,99,500.0,259.12410747446273
645785,500,-0.12,0.08,0.08,-0.2,64,394.0,231.29317588113256
1021556,500,0.08,-0.2,0.2,0.0,100,500.0,259.12410747446273
443240,500,-0.2,-0.2,-0.12,0.0,22,219.0,160.70248070472664
101494,500,0.0,0.0,-0.2,0.0,10,462.0,250.14893394147964
456684,500,0.04,-0.2,0.16,0.2,81,348.0,216.16942840857988
623046,500,-0.16,-0.2,0.16,0.2,91,322.0,206.6499301424963
640165,500,0.0,-0.0799999999999999,0.04,-0.2,33,500.0,259.12410747446273
234540,500,-0.12,0.0,-0.2,0.16,71,413.0,236.95506298042687
178771,500,0.04,-0.0399999999999999,0.08,0.08,35,397.0,232.20878496903543
5877,500,0.08,-0.16,-0.0799999999999999,0.0,63,323.0,207.0299803520688
162998,500,0.04,0.2,-0.0399999999999999,0.04,4,222.0,162.25150200639618
313435,500,0.2,-0.0799999999999999,-0.12,0.16,100,500.0,259.12410747446273
930955,500,-0.0399999999999999,-0.0799999999999999,-0.0799999999999999,-0.12,92,346.0,215.46326885227384
111761,500,0.04,0.2,0.04,0.08,62,397.0,232.20878496903543
747282,500,0.2,0.16,0.16,-0.16,24,500.0,259.12410747446273
890606,500,-0.0799999999999999,-0.0799999999999999,-0.12,0.04,83,500.0,259.12410747446273
135996,500,0.12,-0.12,0.0,-0.12,42,500.0,259.12410747446273
60179,500,-0.0799999999999999,-0.16,-0.12,-0.0399999999999999,32,253.0,177.46646914471907
924961,500,-0.12,-0.0799999999999999,0.0,0.04,1,16.0,15.644991211870368
432430,500,-0.0399999999999999,-0.12,0.12,-0.0799999999999999,58,448.0,246.5753059503377
588554,500,0.12,-0.12,-0.0399999999999999,0.16,51,500.0,259.12410747446273
132042,500,0.12,-0.12,-0.0399999999999999,-0.0799999999999999,52,497.0,258.45219701650115
241319,500,0.16,-0.12,-0.0399999999999999,-0.12,93,444.0,245.5263543027976
792546,500,0.12,0.0,-0.2,0.0,68,222.0,162.25150200639618
689890,500,0.0,0.16,-0.12,0.08,79,500.0,259.12410747446273
378838,500,0.0,-0.0799999999999999,0.2,-0.0799999999999999,46,500.0,259.12410747446273
109191,500,-0.12,-0.0399999999999999,0.08,0.2,95,282.0,190.47243090344045
413760,500,0.08,0.04,-0.12,0.16,30,393.0,230.9861342839845
90992,500,-0.0799999999999999,-0.16,0.2,-0.16,17,500.0,259.12410747446273
322934,500,0.16,-0.16,-0.16,-0.0799999999999999,64,203.0,152.2010413562232
136382,500,-0.0799999999999999,-0.0799999999999999,0.2,-0.16,24,402.0,233.71657924784432
746086,500,-0.2,0.04,0.08,-0.2,34,500.0,259.12410747446273
816494,500,-0.2,-0.0799999999999999,0.04,0.0,8,500.0,259.12410747446273
38537,500,-0.0399999999999999,0.08,-0.0399999999999999,-0.16,39,382.0,227.54708378034883
600678,500,-0.0399999999999999,0.04,-0.12,-0.16,88,312.0,202.78595986381237
772819,500,0.12,-0.16,-0.2,0.04,12,135.0,111.14302207128743
128244,500,0.16,0.04,0.0,-0.0799999999999999,58,453.0,247.86889152816968
327036,500,-0.2,-0.0399999999999999,-0.2,-0.12,62,186.0,142.70906434510624
593477,500,0.08,-0.2,0.0,-0.12,22,500.0,259.12410747446273
522277,500,-0.16,-0.0799999999999999,0.08,0.2,77,500.0,259.12410747446273
127823,500,0.2,0.2,0.08,0.0,31,376.0,225.62277665225207
859553,500,-0.2,-0.2,0.0,0.04,45,500.0,259.12410747446273
318878,500,-0.2,-0.16,-0.0399999999999999,-0.0799999999999999,31,500.0,259.12410747446273
156495,500,0.16,0.2,0.12,0.2,93,202.0,151.65600938437632
58965,500,-0.12,-0.12,-0.16,-0.0399999999999999,77,195.0,147.79458774079183
190823,500,-0.16,0.08,-0.2,0.04,61,500.0,259.12410747446273
340326,500,0.08,0.0,0.2,-0.0799999999999999,56,217.0,159.66201584163386
643082,500,-0.16,-0.0399999999999999,0.2,-0.16,8,304.0,199.61009906322943
34521,500,0.12,-0.2,0.08,0.16,2,82.0,72.78894309830996
857480,500,-0.0799999999999999,0.04,-0.0399999999999999,0.2,28,408.0,235.4962862317396
39966,500,-0.0799999999999999,0.04,0.16,-0.2,50,500.0,259.12410747446273
408562,500,0.0,0.04,0.12,0.0,44,255.0,178.40026752807307
540866,500,-0.2,0.04,0.16,0.08,61,214.0,158.08954862990785
85225,500,-0.0399999999999999,0.0,0.2,0.16,73,199.0,150.0110536187962
29582,500,-0.2,0.12,0.16,-0.2,7,500.0,259.12410747446273
371892,500,-0.0799999999999999,0.0,0.08,0.12,99,500.0,259.12410747446273
1041570,500,0.16,0.08,0.12,0.16,58,500.0,259.12410747446273
874939,500,0.2,0.0,0.16,-0.12,2,499.0,258.9008099041753
1006076,500,0.0,-0.16,-0.12,0.12,10,191.0,145.55132358711683
174479,500,-0.12,0.12,0.08,0.04,45,500.0,259.12410747446273
905592,500,-0.2,0.0,-0.12,0.12,32,500.0,259.12410747446273
893011,500,-0.16,-0.0799999999999999,0.16,0.12,33,500.0,259.12410747446273
979864,500,-0.12,0.04,-0.2,0.12,68,450.0,247.09507329238923
512727,500,-0.0399999999999999,-0.16,-0.12,0.2,40,500.0,259.12410747446273
320687,500,0.0,0.12,-0.0799999999999999,0.16,91,500.0,259.12410747446273
817072,500,0.16,0.2,-0.12,0.08,77,500.0,259.12410747446273
263712,500,-0.12,-0.2,0.12,-0.12,46,500.0,259.12410747446273
126582,500,0.2,0.12,-0.0399999999999999,-0.2,52,500.0,259.12410747446273
183694,500,0.04,0.12,0.12,0.04,42,227.0,164.8023782343287
530186,500,0.0,-0.12,0.2,0.16,20,190.0,144.98628243442008
859305,500,0.0,-0.0399999999999999,0.12,0.12,88,226.0,164.29526402640792
924582,500,0.0,-0.0399999999999999,0.12,0.2,94,290.0,193.86530681194984
611368,500,0.16,-0.0399999999999999,0.16,0.08,77,317.0,204.73245639719377
934228,500,-0.0799999999999999,0.0,-0.2,-0.0799999999999999,34,245.0,173.6746543350403
385395,500,-0.12,0.12,0.16,0.12,8,401.0,233.41682973705548
993917,500,-0.2,0.04,-0.2,-0.0399999999999999,66,229.0,165.81204718632685
405263,500,0.08,0.16,-0.12,-0.0399999999999999,16,340.0,213.3191508196507
447793,500,-0.2,0.0,-0.16,0.08,64,382.0,227.54708378034883
502772,500,-0.16,-0.12,-0.0399999999999999,-0.16,4,500.0,259.12410747446273
977134,500,-0.16,-0.2,0.0,0.08,37,276.0,187.87371647662368
82753,500,-0.16,-0.0399999999999999,0.12,0.12,95,398.0,232.51215861412837
189080,500,0.08,0.16,0.04,0.04,79,500.0,259.12410747446273
306199,500,0.16,-0.0799999999999999,-0.12,0.08,46,500.0,259.12410747446273
495641,500,0.12,0.16,-0.16,0.08,20,500.0,259.12410747446273
471821,500,-0.2,0.08,-0.2,-0.2,49,213.0,157.5622353359156
814853,500,-0.12,0.04,0.08,0.2,22,500.0,259.12410747446273
85293,500,0.04,0.04,0.12,0.08,61,315.0,203.95736497073344
506730,500,-0.0399999999999999,0.12,0.0,-0.2,28,500.0,259.12410747446273
878061,500,-0.2,0.2,0.16,-0.16,30,500.0,259.12410747446273
862697,500,0.08,0.04,-0.12,0.16,2,191.0,145.55132358711683
521785,500,0.04,-0.0799999999999999,0.2,0.12,15,207.0,154.36486726379758
157357,500,-0.12,-0.12,0.04,0.04,94,500.0,259.12410747446273
525750,500,-0.0799999999999999,-0.0799999999999999,-0.16,0.16,7,500.0,259.12410747446273
352479,500,0.0,0.16,0.12,-0.0799999999999999,58,500.0,259.12410747446273
436064,500,-0.2,0.08,0.16,0.2,51,215.0,158.61527998401812
324785,500,0.12,0.08,0.16,0.2,7,131.0,108.45662059241444
116097,500,-0.16,0.12,-0.0399999999999999,0.2,8,342.0,214.03815578709015
181976,500,0.2,0.08,0.0,-0.2,34,500.0,259.12410747446273
396390,500,0.0,-0.0799999999999999,0.04,0.04,66,500.0,259.12410747446273
1004572,500,-0.12,0.12,0.08,0.16,68,500.0,259.12410747446273
658562,500,0.0,-0.2,-0.0799999999999999,-0.0799999999999999,49,452.0,247.61172670829453
770036,500,0.12,0.2,-0.0799999999999999,0.16,82,451.0,247.3537880725121
247097,500,-0.16,0.0,-0.0799999999999999,0.16,63,500.0,259.12410747446273
964981,500,-0.16,0.08,-0.0399999999999999,0.0,58,500.0,259.12410747446273
136206,500,-0.12,0.08,-0.16,0.0,8,250.0,176.0552082821252
175509,500,0.0,-0.0799999999999999,0.08,-0.12,42,500.0,259.12410747446273
449129,500,0.12,0.16,0.12,-0.12,32,500.0,259.12410747446273
140524,500,-0.0799999999999999,-0.0399999999999999,-0.0799999999999999,0.12,23,500.0,259.12410747446273
603093,500,-0.2,0.08,-0.0399999999999999,0.2,94,500.0,259.12410747446273
878857,500,0.0,-0.12,-0.2,-0.0799999999999999,61,176.0,136.89483382071157
626509,500,-0.2,0.04,0.2,-0.16,44,244.0,173.1942370461788
912909,500,0.16,0.04,0.2,-0.0399999999999999,10,154.0,123.4716629547754
802553,500,0.08,-0.0399999999999999,-0.16,-0.2,20,192.0,146.11466961635549
772432,500,0.12,-0.12,0.2,0.04,46,500.0,259.12410747446273
561187,500,-0.16,0.08,-0.16,-0.0399999999999999,71,300.0,197.9933125694241
914341,500,-0.0399999999999999,0.04,-0.2,0.12,62,380.0,226.9094985863798
713178,500,-0.0799999999999999,0.04,-0.12,-0.0399999999999999,76,500.0,259.12410747446273
271357,500,0.0,0.2,-0.2,0.04,66,488.0,256.3997428543335
515092,500,0.2,-0.16,0.0,0.2,58,500.0,259.12410747446273
38929,500,0.08,-0.0799999999999999,0.12,-0.0799999999999999,58,500.0,259.12410747446273
520360,500,-0.12,0.0,-0.12,-0.12,34,200.0,150.56102045793983
846523,500,-0.16,-0.12,0.16,0.2,87,311.0,202.3931392816573
938090,500,0.2,0.12,0.0,0.2,42,500.0,259.12410747446273
705558,500,-0.2,-0.0399999999999999,0.2,-0.0799999999999999,87,394.0,231.29317588113256
679344,500,0.16,0.12,-0.2,0.16,64,476.0,253.57536152472505
776616,500,0.0,-0.12,0.0,0.04,22,500.0,259.12410747446273
548833,500,0.0,0.16,0.16,-0.0799999999999999,4,105.0,90.1855201336631
1032865,500,-0.0399999999999999,-0.2,-0.0799999999999999,0.16,88,402.0,233.71657924784432
466629,500,-0.0799999999999999,0.04,0.12,0.0,12,337.0,212.23250986091043
747637,500,0.04,0.2,0.04,-0.2,22,295.0,195.94481268730016
937774,500,0.04,-0.2,0.12,-0.0799999999999999,64,500.0,259.12410747446273
736144,500,0.2,-0.0399999999999999,0.04,-0.0399999999999999,56,500.0,259.12410747446273
813311,500,-0.2,-0.0399999999999999,0.12,0.2,16,257.0,179.32847152531238
427347,500,-0.2,-0.16,0.2,-0.0799999999999999,82,376.0,225.62277665225207
825414,500,0.2,0.0,0.16,0.08,50,306.0,200.41123495974165
571049,500,-0.0799999999999999,0.12,0.12,0.0,95,325.0,207.7866637397796
705322,500,0.12,0.16,0.16,0.2,36,157.0,125.3547573893473
941989,500,-0.12,0.2,0.12,0.04,19,171.0,133.92155037635496
160480,500,0.04,0.08,-0.0399999999999999,-0.0799999999999999,31,326.0,208.16330374856025
