,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
231230,500,0.0,0.2,-0.12,-0.12,76,500.0,259.12410747446273
359789,500,0.04,0.0,0.08,-0.12,11,237.0,169.79059503436116
683611,500,-0.16,0.08,-0.2,0.0,68,261.0,181.1682302245217
832399,500,0.04,-0.12,-0.0799999999999999,0.16,88,500.0,259.12410747446273
358275,500,0.08,-0.12,0.2,0.16,15,225.0,163.78662389810222
343782,500,-0.0399999999999999,0.2,0.04,0.12,83,403.0,234.0154295101008
1034583,500,-0.2,-0.16,0.12,0.08,37,447.0,246.314248696427
604033,500,-0.0799999999999999,0.04,0.12,0.0,77,414.0,237.2441977914856
256635,500,-0.0399999999999999,0.12,0.12,0.16,19,267.0,183.88674177605745
343861,500,0.04,-0.0799999999999999,-0.0799999999999999,-0.0399999999999999,74,500.0,259.12410747446273
919020,500,-0.16,0.2,0.0,0.08,7,249.0,175.58195414455886
768662,500,-0.0799999999999999,-0.2,0.04,-0.12,11,357.0,219.29515727189428
440237,500,-0.2,-0.0799999999999999,0.04,0.0,63,500.0,259.12410747446273
925157,500,-0.16,-0.0399999999999999,0.04,-0.16,10,368.0,223.0024731893695
824205,500,-0.0799999999999999,0.0,0.2,0.0,100,279.0,189.1789295460886
123662,500,0.08,-0.16,-0.0399999999999999,0.08,50,500.0,259.12410747446273
142701,500,0.12,-0.2,0.08,0.08,94,500.0,259.12410747446273
109917,500,0.2,0.04,-0.12,-0.16,81,432.0,242.30278978905156
945471,500,0.12,-0.0799999999999999,-0.12,-0.16,8,500.0,259.12410747446273
384613,500,0.0,0.04,0.08,-0.2,19,400.0,233.1161782718711
175830,500,-0.12,-0.0399999999999999,0.0,0.08,54,500.0,259.12410747446273
220198,500,0.08,0.16,0.12,-0.0799999999999999,1,9.0,8.892752608185615
329188,500,0.08,-0.12,0.16,0.0,46,375.0,225.29867267026287
717612,500,0.12,0.2,0.16,0.04,81,183.0,140.98310051254907
696008,500,-0.0799999999999999,0.08,-0.16,0.2,49,500.0,259.12410747446273
562259,500,0.12,0.12,0.2,-0.0799999999999999,63,239.0,170.77037957951032
590919,500,0.04,-0.0399999999999999,0.2,-0.0799999999999999,52,500.0,259.12410747446273
535107,500,0.04,-0.0799999999999999,-0.0399999999999999,-0.0399999999999999,77,297.0,196.76790731449051
139688,500,-0.0399999999999999,-0.0799999999999999,0.16,-0.2,82,500.0,259.12410747446273
692234,500,0.16,-0.2,-0.12,0.16,95,392.0,230.6781687903556
990075,500,-0.0399999999999999,-0.2,-0.16,-0.0799999999999999,46,216.0,159.13943414406606
255400,500,0.2,-0.0399999999999999,0.08,0.2,92,318.0,205.1182590280022
1024511,500,0.16,-0.16,-0.2,0.0,57,173.0,135.1162263680502
694303,500,-0.0799999999999999,-0.12,0.04,-0.0399999999999999,91,500.0,259.12410747446273
819225,500,-0.16,-0.16,0.08,0.12,31,439.0,244.1973121970077
324762,500,0.16,-0.0399999999999999,-0.0799999999999999,0.12,77,500.0,259.12410747446273
390703,500,0.0,-0.12,-0.0399999999999999,0.16,97,500.0,259.12410747446273
487974,500,0.2,-0.16,0.04,-0.12,71,500.0,259.12410747446273
714374,500,0.04,0.12,0.12,-0.16,99,305.0,200.01126876603976
629807,500,-0.12,0.2,-0.12,0.2,66,500.0,259.12410747446273
1044564,500,-0.0799999999999999,0.2,-0.0399999999999999,-0.16,100,500.0,259.12410747446273
121818,500,0.08,-0.0799999999999999,-0.2,0.0,11,500.0,259.12410747446273
419612,500,0.08,0.0,0.12,0.16,34,500.0,259.12410747446273
228591,500,-0.2,0.04,0.0,-0.0399999999999999,32,496.0,258.2268776494495
807799,500,-0.0799999999999999,-0.12,0.08,0.16,22,500.0,259.12410747446273
770523,500,0.08,-0.2,-0.2,0.12,58,192.0,146.11466961635549
464073,500,-0.0799999999999999,-0.0399999999999999,0.04,-0.0399999999999999,61,500.0,259.12410747446273
440347,500,-0.2,0.12,-0.0399999999999999,0.08,20,500.0,259.12410747446273
277041,500,-0.16,0.16,0.0,0.12,88,500.0,259.12410747446273
960293,500,0.2,0.12,0.16,0.16,57,185.0,142.1354707573784
891894,500,-0.16,0.0,-0.12,-0.16,64,245.0,173.6746543350403
701967,500,0.04,0.0,0.0,0.2,42,307.0,200.8100012548624
662403,500,0.2,0.2,0.04,0.04,39,333.0,210.76833516570795
183276,500,-0.0799999999999999,0.08,-0.12,0.2,72,500.0,259.12410747446273
704865,500,0.2,0.16,-0.12,0.16,73,500.0,259.12410747446273
1017816,500,-0.0399999999999999,-0.12,0.0,-0.2,66,322.0,206.6499301424963
225737,500,-0.16,0.0,-0.0399999999999999,-0.0799999999999999,37,500.0,259.12410747446273
375406,500,-0.16,-0.12,0.0,-0.16,81,500.0,259.12410747446273
795695,500,-0.12,-0.12,-0.0799999999999999,0.08,40,310.0,201.9991366917325
481207,500,-0.0399999999999999,-0.2,0.0,-0.0399999999999999,82,500.0,259.12410747446273
412893,500,-0.0399999999999999,0.2,0.12,0.0,46,353.0,217.91637381783931
326305,500,0.0,-0.0799999999999999,0.0,0.0,99,500.0,259.12410747446273
506459,500,-0.2,0.04,-0.0399999999999999,0.16,79,500.0,259.12410747446273
143418,500,-0.0399999999999999,0.0,-0.0399999999999999,-0.12,99,380.0,226.9094985863798
771151,500,0.0,-0.16,0.08,0.12,97,500.0,259.12410747446273
962789,500,0.2,0.0,0.04,-0.16,30,323.0,207.0299803520688
583525,500,-0.0399999999999999,-0.0399999999999999,-0.16,0.16,94,500.0,259.12410747446273
472499,500,-0.16,0.0,-0.12,-0.12,100,267.0,183.88674177605745
931062,500,0.0,0.2,-0.16,-0.0799999999999999,11,201.0,151.10933739656602
324622,500,-0.0799999999999999,0.12,0.16,0.2,100,182.0,140.4043134529078
370026,500,-0.0799999999999999,-0.2,-0.0799999999999999,-0.12,7,164.0,129.68319548451285
554734,500,0.2,0.08,-0.12,-0.16,45,400.0,233.1161782718711
985158,500,0.16,-0.12,0.08,0.12,95,500.0,259.12410747446273
917510,500,0.12,-0.2,0.04,0.2,24,500.0,259.12410747446273
53429,500,-0.0399999999999999,0.04,-0.12,-0.12,64,500.0,259.12410747446273
146367,500,-0.16,0.0,-0.16,0.0,87,318.0,205.1182590280022
964687,500,0.04,0.08,-0.0399999999999999,-0.0399999999999999,32,398.0,232.51215861412837
209981,500,0.08,0.16,-0.12,-0.16,36,500.0,259.12410747446273
449265,500,-0.12,0.04,0.0,-0.12,46,500.0,259.12410747446273
205655,500,-0.0799999999999999,-0.16,-0.16,-0.12,64,194.0,147.23629663068388
906326,500,-0.0799999999999999,0.16,-0.2,-0.16,31,203.0,152.2010413562232
732171,500,0.0,0.0,-0.12,-0.12,40,282.0,190.47243090344045
365787,500,-0.12,-0.16,0.0,0.16,2,320.0,205.88639553816543
635918,500,-0.16,-0.12,-0.0399999999999999,0.04,77,360.0,220.3184249047243
307986,500,0.2,-0.12,0.08,-0.2,62,500.0,259.12410747446273
660787,500,-0.0799999999999999,0.16,-0.16,0.0,11,164.0,129.68319548451285
610190,500,-0.0399999999999999,0.12,0.16,0.12,34,216.0,159.13943414406606
400981,500,0.08,0.16,0.12,0.0,24,500.0,259.12410747446273
127769,500,0.12,-0.16,0.0,-0.0799999999999999,64,489.0,256.6305436257705
304911,500,-0.0799999999999999,-0.2,-0.16,0.12,20,500.0,259.12410747446273
637405,500,0.08,0.04,0.2,0.12,36,184.0,141.56015121101143
527404,500,-0.16,0.04,0.16,-0.12,71,500.0,259.12410747446273
54381,500,-0.12,-0.16,0.08,0.0,45,396.0,231.9044984644287
820358,500,0.16,-0.12,-0.0399999999999999,0.16,19,396.0,231.9044984644287
111440,500,-0.16,-0.0799999999999999,0.16,-0.16,22,339.0,212.9580248943337
618130,500,-0.2,0.12,-0.0399999999999999,0.12,72,500.0,259.12410747446273
505160,500,0.12,0.04,0.16,-0.16,44,500.0,259.12410747446273
747175,500,0.08,-0.0399999999999999,0.12,-0.12,83,500.0,259.12410747446273
173251,500,-0.0799999999999999,0.04,-0.2,0.16,11,500.0,259.12410747446273
2297,500,0.2,0.12,-0.16,-0.2,81,442.0,244.9971321213365
338502,500,0.12,0.0,0.0,0.12,87,500.0,259.12410747446273
308396,500,-0.0799999999999999,-0.12,0.08,-0.0399999999999999,95,500.0,259.12410747446273
1008181,500,0.12,0.04,0.16,0.04,39,226.0,164.29526402640792
538700,500,0.04,-0.0399999999999999,0.2,0.0,51,216.0,159.13943414406606
912371,500,-0.0399999999999999,0.0,0.04,-0.2,6,204.0,152.74443823215452
569754,500,-0.0799999999999999,0.16,0.0,0.04,12,500.0,259.12410747446273
360957,500,0.2,0.12,-0.0799999999999999,0.08,28,427.0,240.9249559697008
337471,500,-0.12,-0.0399999999999999,0.2,-0.0399999999999999,16,164.0,129.68319548451285
374247,500,-0.2,-0.0799999999999999,-0.12,-0.2,81,242.0,172.22906135274312
87273,500,-0.12,-0.0399999999999999,-0.12,0.08,33,500.0,259.12410747446273
298370,500,0.16,-0.2,0.08,0.12,56,426.0,240.64689665967987
661124,500,-0.12,0.0,0.16,0.04,51,266.0,183.437052934862
87070,500,-0.16,-0.2,0.16,0.08,46,500.0,259.12410747446273
94363,500,-0.0399999999999999,-0.0399999999999999,0.0,-0.16,10,232.0,167.31522020999867
598771,500,0.12,-0.16,-0.0399999999999999,-0.12,24,374.0,224.97359345061471
102503,500,0.0,-0.2,-0.0799999999999999,-0.2,20,260.0,180.71036130844703
768304,500,-0.0399999999999999,0.16,-0.2,0.12,79,500.0,259.12410747446273
757135,500,0.2,0.04,-0.16,-0.0399999999999999,57,237.0,169.79059503436116
284731,500,-0.0399999999999999,0.08,0.2,0.0,2,249.0,175.58195414455886
407281,500,-0.0799999999999999,0.12,-0.0399999999999999,0.04,95,500.0,259.12410747446273
804202,500,0.08,0.16,-0.16,0.12,100,500.0,259.12410747446273
846771,500,0.2,0.0,0.04,-0.16,36,356.0,218.95201331182977
580905,500,-0.0799999999999999,0.04,0.08,0.04,8,353.0,217.91637381783931
