,Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
218765,500,-0.16,-0.0399999999999999,0.2,-0.16,87,286.0,192.1790626612737
178372,500,-0.12,-0.12,0.08,0.08,30,333.0,210.76833516570795
827331,500,-0.0399999999999999,-0.2,0.04,0.0,94,500.0,259.12410747446273
760876,500,0.12,-0.0799999999999999,0.08,0.08,33,500.0,259.12410747446273
75161,500,0.08,0.12,-0.2,-0.12,46,302.0,198.8041346338207
880971,500,0.16,0.12,0.12,0.0,87,234.0,168.30983472572058
180578,500,-0.12,0.16,-0.2,-0.12,74,294.0,195.53140690802425
821811,500,0.04,-0.2,0.16,-0.0799999999999999,63,498.0,258.67684042545164
9357,500,-0.0799999999999999,-0.12,0.08,0.08,57,344.0,214.7528531957697
581755,500,0.04,-0.12,-0.16,-0.0399999999999999,99,244.0,173.1942370461788
747751,500,-0.0399999999999999,0.0,-0.0399999999999999,0.0,100,500.0,259.12410747446273
177858,500,0.0,-0.12,0.2,0.04,4,162.0,128.45577402670685
889722,500,-0.0799999999999999,0.04,-0.16,0.12,42,219.0,160.70248070472664
640597,500,0.0,0.08,0.2,0.0,2,227.0,164.8023782343287
660495,500,0.04,-0.16,-0.12,0.0,23,396.0,231.9044984644287
418015,500,-0.16,-0.2,0.08,0.0,62,500.0,259.12410747446273
551433,500,0.2,0.16,-0.0799999999999999,0.04,36,500.0,259.12410747446273
368190,500,-0.0799999999999999,0.16,0.16,0.04,10,141.0,115.11257169511453
794503,500,0.16,-0.2,-0.12,-0.16,20,209.0,155.43706734402016
495000,500,0.0,0.0,0.0,-0.0799999999999999,80,500.0,259.12410747446273
261003,500,0.2,0.16,0.08,0.12,39,215.0,158.61527998401812
584690,500,0.16,-0.16,-0.0399999999999999,0.16,88,500.0,259.12410747446273
735478,500,0.0,0.16,-0.2,-0.2,28,240.0,171.25806844077178
726192,500,0.12,-0.12,-0.2,0.16,11,225.0,163.78662389810222
798621,500,0.16,0.08,0.12,0.16,63,382.0,227.54708378034883
314245,500,0.08,-0.16,-0.0799999999999999,0.04,52,500.0,259.12410747446273
221092,500,0.08,0.12,-0.0799999999999999,0.12,40,500.0,259.12410747446273
107259,500,-0.0799999999999999,-0.16,0.16,-0.12,80,480.0,254.5281588633512
915064,500,0.0,-0.2,0.04,-0.16,68,414.0,237.2441977914856
103939,500,-0.2,-0.12,0.2,-0.0799999999999999,16,453.0,247.86889152816968
777715,500,0.12,0.08,0.0,-0.16,4,195.0,147.79458774079183
377839,500,0.08,0.08,-0.12,-0.0399999999999999,23,371.0,223.99247497637447
623237,500,0.0,-0.12,-0.16,0.12,91,253.0,177.46646914471907
668513,500,-0.0799999999999999,0.04,0.08,0.16,80,330.0,209.65859843020436
70559,500,0.2,0.12,0.08,-0.0399999999999999,23,216.0,159.13943414406606
127470,500,-0.0399999999999999,0.12,-0.12,0.16,6,328.0,208.9131973958026
1033724,500,-0.12,-0.0399999999999999,0.2,-0.0399999999999999,1,9.0,8.892752608185615
559130,500,-0.12,0.04,0.0,0.04,28,500.0,259.12410747446273
1000061,500,0.2,0.2,0.08,-0.16,54,500.0,259.12410747446273
656123,500,-0.0799999999999999,-0.12,-0.0799999999999999,0.2,54,500.0,259.12410747446273
326740,500,-0.16,0.0,0.04,0.16,8,271.0,185.67204688692735
882564,500,-0.16,0.12,-0.2,-0.0399999999999999,46,500.0,259.12410747446273
14658,500,-0.12,-0.16,0.0,0.16,73,496.0,258.2268776494495
637299,500,-0.0399999999999999,-0.16,0.04,0.16,76,500.0,259.12410747446273
746867,500,-0.16,0.2,0.12,0.04,56,179.0,138.6574817806778
33771,500,-0.0399999999999999,-0.16,-0.2,0.16,50,500.0,259.12410747446273
131273,500,-0.12,-0.0399999999999999,-0.0799999999999999,-0.2,12,345.0,215.1085946361824
701118,500,-0.0399999999999999,0.08,0.08,0.16,49,500.0,259.12410747446273
719296,500,-0.16,0.04,0.2,0.08,56,189.0,144.41954105759285
726388,500,-0.12,0.16,-0.0399999999999999,0.12,99,475.0,253.33536762760784
659162,500,0.0,0.04,0.08,0.12,19,500.0,259.12410747446273
753194,500,-0.0799999999999999,-0.2,0.08,-0.2,44,500.0,259.12410747446273
474814,500,-0.16,-0.12,0.04,0.16,44,500.0,259.12410747446273
654618,500,-0.12,-0.0399999999999999,0.08,-0.12,40,453.0,247.86889152816968
404667,500,0.0,0.08,-0.0399999999999999,0.12,88,458.0,249.1431893962916
437959,500,0.16,-0.0799999999999999,-0.0799999999999999,0.0,63,500.0,259.12410747446273
412937,500,-0.0399999999999999,0.2,-0.0399999999999999,-0.12,6,500.0,259.12410747446273
499284,500,0.08,-0.12,0.12,0.04,77,500.0,259.12410747446273
788242,500,0.16,0.12,-0.2,-0.2,8,263.0,182.07985135724655
95976,500,0.16,0.12,0.0,0.0,40,500.0,259.12410747446273
319275,500,0.12,0.16,0.16,0.12,22,262.0,181.6247255338481
160930,500,0.16,0.2,-0.0799999999999999,0.2,36,408.0,235.4962862317396
997200,500,0.04,-0.2,0.0,0.2,91,500.0,259.12410747446273
1052035,500,-0.0799999999999999,0.12,-0.2,-0.0399999999999999,4,145.0,117.71946046381106
280935,500,0.2,-0.0799999999999999,0.16,-0.0799999999999999,71,370.0,223.663465372492
682518,500,0.16,0.04,-0.0399999999999999,0.16,71,489.0,256.6305436257705
846090,500,-0.2,0.16,0.0,0.2,56,429.0,241.47857455848637
940325,500,-0.0799999999999999,0.0,-0.12,0.04,28,423.0,239.8076885236098
569820,500,0.16,-0.0799999999999999,0.12,-0.12,34,498.0,258.67684042545164
972674,500,-0.16,-0.0799999999999999,0.04,0.16,54,500.0,259.12410747446273
368885,500,-0.0399999999999999,0.04,0.2,-0.0799999999999999,87,216.0,159.13943414406606
715524,500,0.12,0.16,-0.16,0.2,76,500.0,259.12410747446273
720814,500,0.04,-0.16,-0.0799999999999999,-0.16,58,324.0,207.4088904110126
79631,500,0.2,0.08,-0.2,0.2,52,347.0,215.81687904571703
261306,500,0.0,-0.16,-0.0399999999999999,-0.0799999999999999,66,500.0,259.12410747446273
902934,500,-0.0399999999999999,0.04,0.08,-0.16,2,88.0,77.44370900764761
16566,500,0.12,0.12,0.2,0.08,16,329.0,209.2864578036152
723167,500,-0.12,0.2,0.12,0.04,73,274.0,186.9970155970657
521874,500,-0.0799999999999999,0.2,-0.0399999999999999,-0.0799999999999999,97,500.0,259.12410747446273
495507,500,0.08,-0.0399999999999999,0.0,0.2,22,500.0,259.12410747446273
478494,500,-0.2,0.04,-0.0799999999999999,-0.0399999999999999,100,500.0,259.12410747446273
988863,500,0.12,0.2,-0.0399999999999999,0.0,20,255.0,178.40026752807307
914533,500,-0.2,0.0,0.04,-0.0399999999999999,30,500.0,259.12410747446273
515503,500,-0.16,-0.16,0.12,0.12,52,500.0,259.12410747446273
146600,500,-0.2,-0.12,0.08,-0.0799999999999999,36,500.0,259.12410747446273
1035914,500,-0.2,0.2,-0.12,0.16,52,500.0,259.12410747446273
985634,500,-0.12,-0.12,-0.16,-0.12,10,408.0,235.4962862317396
52449,500,-0.0799999999999999,-0.0399999999999999,0.04,0.08,66,500.0,259.12410747446273
326251,500,-0.12,-0.0399999999999999,0.2,0.12,20,319.0,205.5029042509182
506861,500,0.0,-0.12,0.08,0.16,76,500.0,259.12410747446273
545620,500,0.0,-0.2,0.04,0.2,61,500.0,259.12410747446273
971645,500,0.08,0.0,-0.12,0.2,44,500.0,259.12410747446273
1011723,500,0.16,-0.0399999999999999,-0.12,0.16,61,500.0,259.12410747446273
245692,500,-0.12,0.12,-0.16,0.04,34,350.0,216.87135736298407
785119,500,0.04,-0.12,-0.12,-0.0799999999999999,72,257.0,179.32847152531238
777848,500,-0.0799999999999999,0.16,0.16,0.0,66,305.0,200.01126876603976
79284,500,-0.0399999999999999,0.04,0.2,-0.0399999999999999,95,246.0,174.15363037203517
479457,500,-0.12,0.12,0.2,0.16,71,169.0,132.71967394294714
393342,500,-0.12,-0.12,0.16,-0.0799999999999999,36,344.0,214.7528531957697
321135,500,0.08,0.0,-0.0799999999999999,0.04,82,500.0,259.12410747446273
960375,500,0.2,-0.0799999999999999,-0.16,-0.16,93,249.0,175.58195414455886
347251,500,-0.12,-0.0399999999999999,0.0,0.2,36,385.0,228.4963066538165
